Xpos,Ypos,TMS,C1S,VCL,GAPDH
10193.9388690779,16260.8757004585,92,2,4,291
10242.416055577,16539.1308375145,83,0,2,275
10250.9403652628,16651.453224003,106,4,6,503
10280.8154216867,16043.9725301205,369,5,17,876
10305.5480016481,16506.1652245571,89,6,4,310
10344.7386961094,16289.9416403785,120,7,5,310
10360.2443902439,16446.3468292683,129,1,3,417
10373.6888242626,16640.0955546323,158,1,3,509
10420.3720930233,16291.5312117503,174,4,4,374
10438.6527311565,16404.3683246872,140,5,9,406
10498.949001275,16015.9553761156,126,4,5,379
10497.8754496403,16309.2032374101,138,1,5,330
10530.841876629,16595.8201563858,120,10,8,510
10539.4265679782,16433.944292949,118,5,6,386
10542.9776619509,15909.8674609084,135,3,8,392
10576.8302852963,16229.1627651792,193,2,4,467
10585.4892086331,16347.0520199225,177,2,6,459
10599.575978162,16525.0646041856,126,3,6,397
10693.6717603912,16257.4205378973,202,5,1,501
10768.0548909219,16341.9141449683,178,3,7,452
10784.1420735052,16244.4810751509,190,0,5,474
10802.7684487952,16491.0737951807,368,10,5,934
10903.8984841525,15784.9288011024,164,6,8,625
10955.493598234,16356.6538631347,266,6,9,812
11107.2136343899,15787.4848024316,139,8,12,562
11119.8860850757,15827.613554434,134,6,3,353
11174.9097427246,16140.7621256854,115,8,8,349
11291.1990566038,16327.5694968553,154,6,4,664
11334.9672578445,15846.1507503411,174,5,3,688
11398.236672326,16467.4580645161,77,1,9,324
11402.4739201304,16576.2453137734,72,0,4,286
11517.5218021341,15855.61032802,154,5,6,840
11709.0241985522,15824.1995863495,162,0,16,833
11708.9474327628,16077.2512224939,128,1,5,552
11752.3413510747,15974.6264073695,90,2,5,538
11838.9176893146,15964.0799161928,87,0,3,555
11839.9053972104,16334.4960582171,214,3,9,565
11867.639069143,16233.9310807787,169,6,5,477
11870.1439471007,16398.2217700916,143,6,6,347
11908.1736385162,15806.0773480663,115,4,9,588
12031.3771067416,16066.4157303371,160,4,7,807
12082.1399819766,16300.6623610694,45,21,5,194
12138.0479416363,16898.0401250651,36,6,3,89
12147.5782287823,16455.3025830258,79,2,3,327
12222.22382134,16451.5523573201,73,2,7,316
12287.7046632124,15951.6050219211,142,0,8,540
12290.9792207792,16409.1962894249,195,5,8,584
12358.0360394537,15851.1930955994,133,2,7,566
12416.2325255358,16401.4700580813,197,1,10,744
12689.6811635945,16272.6016705069,174,1,6,619
12733.9000609385,16178.6072516758,138,3,2,450
12866.1392710596,16518.0077238716,208,5,39,924
12979.091518823,16339.7591951536,151,1,17,699
13048.8725074247,15963.0125159101,138,13,24,942
13125.7971671388,16047.3900849858,241,6,24,1227
13152.1404320988,15937.2178130511,200,4,29,1076
13198.1511594618,16674.3644431721,164,1,6,522
13379.6677373305,16374.9097073519,198,1,12,585
13708.1893780573,16000.1100628931,329,4,12,808
13745.769122807,15935.8659649123,247,2,8,802
13782.1348474095,15841.6273953158,80,1,6,413
13799.5866470299,15757.7113402062,17,0,3,338
13886.5169261181,16095.8423523598,299,8,13,650
13970.7207657095,16491.4065751144,3,0,0,161
14018.226231386,15740.8178694158,170,3,7,381
14066.7320197044,15902.497044335,140,3,5,346
14143.8691019787,16609.1240487062,199,6,4,775
14141.7880628272,16297.6735078534,659,4,49,1607
14286.8409813721,16053.7457973648,628,7,23,1312
14288.5224386113,16597.5618120237,329,9,9,865
14465.9125227805,16189.6105180942,243,1,14,777
14722.9797934441,16245.1082173327,220,3,6,558
14800.0145566828,15798.4318482576,120,1,10,551
14801.6793381038,16370.3940071556,187,6,6,469
14810.7689409795,16454.0594390959,82,2,2,206
14903.5676446618,16413.8875305623,176,3,5,353
14914.0456140351,16512.500877193,79,2,7,315
14916.0582836163,16584.2363469481,106,0,3,289
15054.3428264374,15916.4427727028,246,3,10,682
15152.3838424437,15917.0892282958,79,2,2,253
15163.5897953301,16179.3407321995,457,13,18,1023
15171.1494829207,16393.100908806,256,8,12,642
15169.0182730204,15993.4106055177,323,8,10,610
15387.7658168083,15895.4782813975,136,4,4,541
15446.3685368537,16566.5584891823,161,4,7,502
15503.7973333333,15783.6277333333,92,3,7,642
15514.5323766188,16149.0654532727,173,1,3,406
15542.810990841,16505.6557035803,239,7,7,663
15593.8223627479,16602.1440068985,90,2,7,386
15904.479389313,15764.9099236641,114,1,6,399
15945.2695390782,16453.9213426854,136,3,1,332
15984.1983142121,16514.4212128307,202,9,11,565
16187.0437143633,16148.1506923704,487,14,20,1281
16221.3169564122,16545.8168304359,184,4,10,586
16490.6036235086,16227.397260274,179,7,3,367
16570.078647267,16306.1195438459,286,9,14,528
16572.4414384692,16046.9604091059,401,8,14,917
16888.8190757129,15820.0285152409,90,0,4,447
17197.2344355079,16432.855227882,244,5,34,1555
17386.1589768496,16261.0364254492,244,10,15,1192
17486.6761321178,16539.7933044388,607,5,31,1335
17471.7715053763,16136.2890818859,138,1,7,400
17568.6699130956,16364.9417141145,144,3,8,821
17632.4751529052,16079.9434250765,156,1,2,475
17702.3170134639,16356.2600979192,249,0,18,670
17750.6151845228,16786.5823443343,58,3,3,300
18045.3219794344,16380.9749357326,318,1,16,804
18318.2873352855,16420.1588579795,350,6,21,1075
18378.8395598031,16622.4955111497,102,3,9,560
18512.9345631068,15840.0201941748,429,7,28,1303
18548.8183703704,16174.4885925926,90,11,7,502
18620.4644403216,16603.5003092146,188,2,7,784
18746.2955892034,16490.3908821593,269,3,24,853
18774.6687592319,16161.9955686854,498,5,30,1097
18949.6093660765,15870.0191319246,186,1,9,635
19056.2060970374,15836.6243022757,134,2,6,528
19083.4915837796,16458.4158377965,201,3,9,519
19101.1883990719,16379.2784222738,258,2,11,680
19151.9825129534,16130.4718264249,229,3,20,491
19199.2148626817,15838.0585621971,118,2,3,577
19235.3263004729,16217.3113859585,163,3,8,636
19324.0800160836,15949.7961399276,116,2,6,402
19351.1978672986,16479.2709320695,101,10,13,442
19397.0292821159,16401.3431989924,106,12,10,486
19454.4547001276,16147.0476393024,58,0,3,289
19689.055408971,15778.2172383465,95,3,9,595
19721.9204737733,16387.6570783982,155,14,13,547
19761.8129725428,16119.5029844807,170,7,6,759
19798.0562983814,15835.3715693174,61,0,2,313
19811.4898362507,16033.5429136081,128,3,2,542
19852.4477506199,15894.0910379029,46,0,4,244
19882.7195876289,15992.4742268041,64,2,7,308
20007.6718087158,16529.2013112225,171,9,6,717
20015.7977871042,15861.8424265548,41,4,10,426
20077.5716059603,16251.1204470199,138,4,8,580
20287.832186342,16513.3248632433,105,5,4,642
20282.1236970118,16021.2612925643,61,5,12,521
20345.2903225806,16156.1170145478,79,20,7,333
20452.7703523694,16563.017618469,89,3,8,510
20587.0933628319,16302.2287610619,281,13,4,816
20619.660695014,16488.7917116339,136,4,9,704
20711.6098783107,16552.1127415891,109,7,6,588
21150.299585826,16047.9387942936,67,1,7,372
21201.9338642659,16405.313365651,133,4,6,597
21333.6978417266,15869.5581887431,69,0,2,325
21524.795800741,15904.5895430218,229,6,5,607
21694.2931790985,16263.3242919824,94,3,3,377
21994.2078574692,16535.6802192782,105,2,3,449
22129.125569044,16535.9814112291,117,3,8,598
22194.0793650794,16337.8896825397,182,0,6,776
22213.3820853744,16488.9755073478,75,0,12,541
22273.0705436157,16394.0409608091,41,1,4,317
22400.2920937042,15847.2196193265,205,3,5,726
22681.3135280295,16445.1725411212,281,4,11,838
22792.8377888536,16078.1132759402,240,7,13,675
22814.4599173554,16254.4429752066,262,7,5,720
22912.1075718016,16198.3180156658,139,1,4,413
22996.8603162651,16231.657003012,342,2,19,831
23014.2834528815,16131.3559238189,227,2,8,818
23169.6929230769,16418.8910769231,586,1,67,1026
23282.9707391222,16408.6752802584,261,0,65,673
23358.2020847344,16606.3954270343,71,1,17,438
23361.9043970686,16123.6359093937,225,8,4,615
23409.1579166667,16218.90125,123,3,6,404
23488.7619699042,16155.7315321477,186,6,12,613
23495.2232486528,16295.5050038491,172,0,8,375
23642.6955922865,16044.539600551,387,14,9,936
23665.0098976109,16473.4221843003,268,7,8,889
23708.4622792937,15917.3553772071,322,4,10,804
23732.2062207073,16183.2556455049,253,2,6,531
23894.0551431601,16331.375397667,207,7,13,976
23932.206920904,16587.1656073446,261,6,7,932
24031.798045034,16385.8404608134,338,3,11,875
24028.2307420495,16030.6522968198,407,17,18,1338
24043.770820089,16211.2975206612,205,7,7,774
24359.9881405236,15963.1044976505,344,1,15,1050
24083.2255537547,15789.6210156672,250,2,9,1267
24148.6888646288,16595.773375289,215,0,35,1088
24378.0271628891,15960.5789752183,300,4,21,1048
24306.2720068537,15861.977725423,149,2,16,689
24356.0972720747,16531.6791098349,85,3,7,449
24421.5540540541,15833.2894507411,89,1,2,463
24540.2174855491,16591.2062861272,123,7,7,574
24985.3143090094,16183.3489604566,99,3,6,471
25070.556859571,16572.6337515176,74,0,3,446
25098.5676033058,16084.1262809917,81,8,8,661
25171.482428115,16428.2971246006,34,1,1,287
25275.362994904,16027.9380635045,64,5,7,476
25269.0511363636,16359.256155303,84,0,2,484
25304.419395466,16116.3438287154,36,0,8,306
25402.6369515012,16373.0244803695,104,0,3,444
25448.3584491587,16442.6408193124,74,0,0,376
25589.2473919523,16428.0819672131,33,0,0,292
25599.366255144,16329.3810699588,67,2,2,362
25598.179383527,16539.195048004,68,2,1,426
25717.8336353751,16220.9195360638,40,1,2,416
25722.338573156,16326.2232970576,63,2,3,458
25987.2409498986,16719.659281784,490,5,7,1067
25976.3372820007,16217.3928923988,417,5,4,838
26026.4491525424,15989.7288135593,322,3,8,787
26097.6441549537,16215.5241686664,294,7,4,682
26139.8796610169,16129.254519774,263,8,2,740
26304.9323509712,16193.2759544541,172,7,15,463
26539.2051160587,16621.9104689721,72,2,4,436
26670.9716404887,15874.9969458988,80,0,5,441
26703.936836518,16788.5780254777,23,1,1,117
26740.0454545455,15923.8647727273,171,11,8,702
26800.9248611565,15959.9627572689,197,7,5,491
26837.521902378,16033.5093867334,148,5,6,453
27006.0075258702,15914.7572906867,312,6,7,1067
27114.8688630491,16623.5245478036,87,0,4,316
27165.2301656495,16309.2842197036,143,1,2,432
27256.8239751981,16330.7557698932,102,0,4,257
27336.2074927954,15766.3009468917,41,3,6,355
27445.512155403,16018.7718971734,139,7,5,794
27404.7726144023,16187.6949272792,116,5,6,707
27417.9317757009,15754.6859813084,40,0,3,400
27496.744127936,15927.3653173413,93,1,9,631
27594.0360666894,15901.4246342293,67,7,13,737
27618.57356236,15765.8439133682,30,0,6,378
27682.1479765215,16292.8362681495,212,4,15,629
27834.7066115702,16498.7994652406,141,2,11,465
27928.9991345738,15984.9962498197,49,0,3,199
28226.2436678423,16652.4690605963,184,2,9,991
28380.0687136313,16434.8515537947,247,9,18,1138
28364.367700475,16512.2179379715,230,8,10,961
28388.1581632653,16051.4158163265,215,6,18,1098
28453.2126642772,15756.4017323775,157,4,8,720
28633.7963860732,16119.8404583517,67,1,4,388
28692.9128822984,15984.5885078777,213,4,9,837
28704.4810671256,16181.4780550775,206,1,14,917
28899.0448164147,16654.3153347732,149,9,6,969
29029.4260008087,16320.7003639304,238,4,14,967
29088.993038493,16621.9217854218,76,4,10,716
29213.5284738041,16088.2277904328,165,1,9,449
29358.5593856655,16467.5255972696,146,3,9,498
29635.6136738056,15949.5345963756,15,2,5,310
29645.3433779762,15799.0297619048,73,0,16,293
29806.6029411765,16415.4888712242,52,2,2,283
29893.3072861668,16310.01531151,118,15,10,403
29906.5087961366,15875.5350120731,191,6,9,846
30363.9363588941,15806.3077725613,7,0,5,140
30551.9092609916,15765.5010913626,28,0,4,443
30569.2083520431,16506.5033677593,90,0,6,352
30614.8894878706,16557.3589398023,42,1,6,198
30763.7603572315,16476.5921607542,105,2,6,537
31241.8625,15868.3725609756,49,2,7,428
31404.4551467549,16046.6085159157,167,8,15,1000
31648.3524432474,15747.1635244325,98,2,2,314
31648.7576374745,16483.6407331976,178,3,10,834
31666.4801920768,16302.006002401,139,6,7,692
31889.5091103966,15952.5959271168,247,7,12,967
31896.3038256228,16368.5298042705,213,5,6,759
31909.3177947109,16110.3939937248,177,3,8,724
32056.9075942645,16501.3945831121,149,12,7,684
32089.7335352006,15869.2641937926,123,5,5,531
32102.5587076438,15982.4200157604,80,1,4,403
32229.2847560976,15954.9731707317,69,2,5,303
32367.3862019915,16052.1493598862,100,3,2,336
32382.0649903288,15966.9740812379,145,4,5,445
32437.647447668,16109.3327212633,175,15,4,579
32465.8696135669,15901.2413122046,311,4,11,1104
32509.6528049121,16253.3195646107,170,23,11,607
32648.9162271176,16622.6040955631,198,3,15,1015
32667.6359885751,16370.5953665503,146,5,9,616
32696.831406935,16185.5974491829,363,11,12,1138
32758.561832587,16452.6961763693,76,0,15,431
32888.5381838378,15912.2138294918,555,6,8,1426
32911.0703296703,16397.5221978022,105,3,19,625
32921.3382963989,16023.0540166205,616,3,10,1515
32959.999157185,16546.5731142014,119,1,6,330
33003.6180394432,15959.5282772622,535,5,9,1711
33121.8590625,16412.3865625,143,5,13,594
33159.2044282681,16553.4143160449,235,1,41,523
33282.4415437003,16085.6930760499,477,3,19,1007
33299.1144050104,16343.7244258873,96,2,12,491
33309.5996472663,16250.5260141093,184,6,15,571
33309.5130658815,16646.983805668,50,3,8,402
33381.2592592593,16572.3498349835,64,1,4,369
33414.7198774677,16481.040503744,104,1,4,482
33455.397170288,15894.7584638706,172,2,6,738
33506.6299610895,16165.16692607,114,3,6,635
33534.0220191109,15861.1341919402,27,4,5,444
33554.6084656085,16690.3664021164,56,0,4,264
33596.3182829889,16113.8244833068,167,3,6,567
33653.8969283276,16493.6508532423,192,1,6,645
33671.1204442902,16627.0413051024,184,0,9,431
33741.5029980013,16035.0592938041,198,4,6,559
33768.3387631976,16549.4862745098,168,7,10,502
33802.8146135266,16122.3275966184,414,6,16,1189
33998.1225617685,16325.7275682705,321,9,11,1360
34097.8423038907,16017.215652799,306,2,26,2136
34126.7861928343,16155.2478881445,283,1,19,1160
34262.7322354376,16245.7993290637,321,8,14,1065
34401.7158631834,15791.6269862645,39,0,2,513
34405.6370425691,16266.0455563854,105,2,3,506
34471.4815304593,16329.6924975756,166,5,7,1033
34456.7260049221,16502.5028712059,150,3,6,900
34465.7190426639,16179.0593132154,128,3,6,598
34506.1264290518,15774.3470073974,39,0,1,589
34569.6676514033,16103.3403249631,85,2,4,601
34590.3296778615,15819.4825222755,30,0,5,535
34708.2036231884,16466.2096618358,121,2,5,764
34741.8267449043,16245.9246448425,115,4,8,831
34763.2398584906,16584.7219339623,103,3,9,695
34793.5105411867,15811.4659856553,22,0,2,707
34841.8630056097,15945.9418364334,20,0,3,397
35033.2935739437,15951.4414612676,9,1,0,404
35159.0131736527,16014.2151696607,90,0,1,399
35189.066218989,16419.8767021078,141,3,6,643
35174.8814371257,15860.2830339321,37,0,4,252
35313.0797512841,16247.2822384428,97,3,10,450
35306.4086804544,15894.9603845034,42,0,2,441
35382.9461966605,15949.8457019171,124,1,7,563
35406.4929323308,16399.4679699248,46,0,2,385
35420.3778778779,16058.515015015,71,0,6,391
35480.6762716111,16549.0881984465,102,2,11,645
35490.2869371046,16082.4350576852,69,0,2,300
35575.2165871122,16434.7222553699,153,1,12,718
35564.2763157895,15908.5923582996,164,3,15,807
35622.3848263254,15804.5569774528,71,1,6,500
35722.8472089314,16121.3690590112,102,1,9,536
35769.9244169711,16604.3585276763,97,2,3,668
35832.1377506539,16136.6185701831,67,1,9,408
35878.6071710008,15919.9775413712,71,1,6,520
35887.8238568588,16302.7817097416,180,2,5,602
35903.4448879337,16558.5185753761,107,1,6,512
35934.8147117296,15859.6664015905,26,0,2,526
35957.3957856161,16202.1094823637,89,1,4,412
35991.6373815676,16352.7042779213,119,0,6,524
36020.0433872502,16572.7712654615,119,3,15,742
36047.4523945268,15956.5062713797,63,2,4,400
36085.8273495248,15848.4783526927,68,1,1,458
36165.7217977528,15895.8782022472,54,1,5,291
36217.6274143302,16080.3806853583,148,5,3,396
36276.1160714286,15988.674689441,54,2,3,221
36299.9711919337,15814.3111271156,22,0,2,259
36317.7740447958,16480.4924242424,37,2,2,173
36352.1878727634,16361.8750828363,57,2,0,198
36428.3322869955,16095.6677130045,109,2,4,330
36480.4054240405,15789.7487933808,77,0,10,138
36482.6668067227,15909.7029411765,92,3,2,296
36570.7421768707,16567.2095238095,83,3,2,289
36598.0129032258,16258.5722084367,119,4,2,415
36736.0784883721,16534.5478682171,171,4,4,471
36784.6879432624,16631.8561296859,60,0,4,300
36919.4526748971,16810.270781893,148,1,8,1042
36942.2024922118,16005.574376947,32,3,3,279
37018.1582319026,15780.7123638693,3,0,0,238
37030.3568677792,15891.8793324775,0,0,0,117
62.4283837056505,17015.0192728866,102,4,13,300
121.975794797688,17519.5567196532,64,0,3,441
149.491238317757,16993.3183411215,150,6,22,438
180.429924574636,16715.1987370637,52,3,4,175
166.291244479085,16879.0137698103,144,3,10,525
194.349369085173,17163.0485015773,85,2,11,295
284.801625239006,17158.2435468451,201,8,12,598
327.962781954887,16763.8695488722,271,8,7,574
338.091254752852,17535.1922868007,51,0,3,233
378.496797153025,17462.3868327402,92,2,11,398
414.581137650825,17911.8123614873,123,0,7,334
395.066611157369,17826.0557868443,174,2,8,416
452.466429840142,17069.6561278863,257,4,9,448
557.065881549752,17457.0380611026,191,2,10,594
525.985485103132,16840.7719633308,268,4,5,546
546.504616805171,16732.6440443213,193,4,4,493
571.543380573799,16985.0200483927,269,13,13,594
617.131186360407,17931.1394743074,64,0,6,239
595.718652037618,17334.0728840125,183,6,4,468
651.030504908836,17119.4875525947,287,6,12,544
637.93490235353,17276.2543815724,210,3,2,433
638.54802021904,16777.99789385,180,1,7,523
675.834590517241,17346.2543103448,101,3,4,176
694.605663345569,17038.3072889355,226,9,9,517
886.947305389222,17113.0191616766,391,8,11,844
885.96571136131,16737.6525076766,79,3,8,516
981.561278195489,17099.8266917293,123,9,4,366
1009.02483164983,16744.3918350168,47,0,5,320
1041.61376545272,17267.904443702,133,5,2,410
1078.57541371158,16707.6619385343,37,1,2,237
1113.99633751233,17104.9725313424,458,42,39,1081
1150.90069284065,16771.5892994611,91,7,4,481
1220.98840455229,17382.6998067425,350,12,34,1229
1240.36515092121,17900.4513916111,45,2,2,171
1259.30572188955,16734.5768463074,168,4,11,568
1278.28992248062,17958.9744186047,66,2,5,198
1327.44906444906,17881.899019899,95,3,4,381
1427.21637554585,16716.9770742358,294,9,10,934
1514.64503205128,17221.2175480769,169,2,5,408
1560.00747943156,17123.2939416604,209,5,8,502
1590.27742690058,16978.4760233918,370,14,15,917
1587.55301455301,17309.6810810811,280,19,9,682
1667.31289978678,16736.6295309168,47,2,3,380
1705.60657686212,17257.2650554675,219,5,4,558
1695.50246062992,17361.9163385827,114,2,4,400
1731.01137980085,16794.619487909,111,3,7,561
1797.86326070624,16665.1149511645,46,4,5,328
1852.28944911298,16906.2422969188,80,1,3,523
1855.08040730337,17162.1678370787,116,0,7,454
1862.28536436007,16994.8640538885,89,2,6,407
1862.09423558897,16832.1488721805,33,1,2,243
1870.65575686733,17295.4336645237,84,2,9,445
1955.81696428571,16712.4234203297,68,2,9,349
1954.22640692641,17093.170995671,123,8,4,366
2040.05424616536,17115.5727646839,167,4,12,335
2074.89108494533,16704.2031118587,151,2,14,302
2089.92340089497,17538.6691234535,80,2,10,412
2134.76174496644,16906.4681208054,261,11,10,997
2578.57388663968,17150.9509109312,488,13,9,173
2760.77842323651,17551.0531120332,119,3,7,526
3179.31282624907,17604.567114094,419,0,32,658
2885.52482468443,16795.7556802244,531,3,57,692
2877.34652752789,16944.1540122346,106,0,11,264
2945.69058614565,17038.7321492007,195,2,16,400
2951.44702726866,17142.0058113545,231,11,8,441
3002.40411788454,16906.6592652402,151,1,15,239
3071.08364870155,17138.5719692027,244,3,16,673
3066.65582145738,16963.3982253294,120,1,6,370
3164.1433882103,17237.5528412108,179,1,16,676
3191.73160119344,17606.4076330184,399,0,28,569
3183.29902912621,16929.9017475728,362,9,16,734
3244.55602686462,17182.6624248851,232,0,23,704
3466.76227084565,16889.9793021881,338,10,16,931
3607.58052230686,17056.8974428727,535,25,13,1457
3743.70470524608,17965.5143320714,1161,5,21,942
3764.26067179846,16747.3512946116,375,9,21,1213
3847.63512304251,17165.7767337808,210,1,7,527
3914.37082785808,17101.2065703022,303,1,10,787
3914.57675111773,17266.7213114754,163,0,6,396
3922.780441937,17342.2792665726,254,7,9,599
4035.38904899135,16920.7271853987,308,8,15,846
4175.24529526282,17288.1537962362,319,0,33,576
4188.1682936353,16833.1651698555,180,0,5,576
4254.28442682048,17206.5508291276,822,1,42,1086
4266.45194677181,16674.4588467225,156,3,11,696
4307.1481077147,17520.5094614265,205,3,2,635
4450.25648021828,17089.4774897681,131,0,3,499
4485.14859813084,17449.2214953271,159,1,2,645
4504.25948336048,16918.0249010938,217,2,27,1122
4525.42628453395,17201.019881229,232,1,3,593
4521.96977329975,17337.3593618808,255,0,11,622
4549.85549930971,17034.9765301427,109,2,8,519
4627.18032786885,17409.8859744991,86,0,3,389
4618.37230121116,17481.0710900474,111,0,8,616
4681.97599682603,17175.3354493156,284,3,8,908
4689.73102061337,17545.7978883861,93,0,5,450
4731.35685409776,17415.7805953693,101,2,9,464
4746.0900233827,16689.3402182385,149,0,8,878
4744.40148911798,16851.386884307,497,2,34,1058
4785.94133274297,17527.4336949303,107,0,8,610
4862.00037778617,17141.2055156781,253,2,11,626
4915.46193265007,17420.5571010249,71,0,1,514
4943.81622844218,17088.7520497597,171,13,10,585
4953.52076875388,17530.2513949163,61,0,4,501
4963.55450581395,16934.5824854651,188,4,11,526
5005.04921359716,17351.3097412481,109,0,6,386
5010.47722342733,17439.0455531453,56,0,5,321
5031.49553128103,17157.3053624628,252,5,8,732
5051.58169103624,16923.2542911634,224,5,12,602
5068.83756974582,17281.6379417235,203,3,9,506
5087.16892655367,17574.3774011299,90,2,2,485
5122.27323580034,17039.7429001721,209,3,14,620
5167.99495495495,17402.3906306306,119,0,5,473
5273.87898638166,16990.3114980176,283,12,15,1092
5237.23531557826,17505.6731120029,117,0,4,496
5259.74180478821,17317.8508287293,216,5,9,544
5368.20901490367,17173.3333333333,214,4,12,756
5359.4956654768,17353.6007139215,142,0,5,493
5385.32364028002,17481.8610662359,61,1,1,356
5423.12191450933,16884.8699578567,253,6,31,945
5497.06463414634,16747.6349593496,83,0,5,585
5545.74193548387,17542.7562724014,83,3,3,486
5604.60528735632,16798.6494252874,375,5,17,1048
5602.9032388664,17452.6206477733,49,3,1,331
5756.69438301636,17266.3325961964,96,1,0,487
5828.29022465088,17276.3047965999,59,1,2,267
5854.42001640689,17345.6390484003,62,0,0,240
5916.77197802198,17239.8901098901,92,1,13,442
5948.34657039711,17384.7003610108,86,2,6,485
6048.31139021221,17165.3659592897,81,1,5,536
6115.00522317189,17064.7953466287,56,2,5,339
6405.90422204848,17251.6438623925,270,3,8,748
6428.43247996873,17078.0459253469,401,3,32,1120
6578.39463746224,17289.7583081571,117,4,10,551
6651.05705925384,16943.5885149963,310,4,17,860
7021.79791794244,17289.768115942,247,0,25,642
7462.33732694356,16899.6935569755,241,4,10,843
7663.09935897436,17425.3914262821,133,5,2,570
7900.94852364777,17150.8675202508,544,10,39,1498
8120.50897009967,16899.5574750831,180,1,11,908
8192.68620943953,16989.9922566372,209,5,11,818
8264.89028213166,16731.2194357367,168,2,15,906
8286.45890410959,17130.8598173516,253,2,14,753
8307.11912672046,17531.0859041291,18,0,2,414
8419.33438860309,16872.821527503,174,4,3,607
8570.2389380531,16682.8986323411,143,1,11,727
8572.54951033732,16805.5411679362,109,3,4,481
8602.67055393586,16889.2265722616,159,3,5,601
8799.64207048458,17119.0013215859,366,10,34,1172
8779.89136603162,16830.1702472639,132,14,18,536
8824.10848733744,17328.0136892539,132,2,12,461
8830.75985915493,17025.0042253521,252,29,18,730
9148.13989637306,17388.9625114294,289,3,11,1033
9160.25598194131,16851.4243792325,64,3,11,460
9212.34301705757,17006.3968550107,423,5,11,1044
9287.71848441926,16869.4001416431,133,0,14,597
9432.7331797235,17335.800921659,460,5,25,979
9562.10112708096,17297.4774066798,431,8,53,998
9552.29519832985,16911.4488517745,212,7,0,635
9674.06024791006,17429.5128279043,331,1,33,906
9775.29916687705,17062.9219893966,450,5,20,1137
9813.30074942978,17511.1319648094,213,5,12,757
9883.67952728537,17336.0941953424,359,2,46,1024
9977.45847890352,17409.1636656813,389,11,20,983
10079.0650723026,16785.7992213571,28,3,13,362
10141.3491649269,17188.9057933194,333,5,16,965
10184.3688230009,16924.8760107817,173,5,9,488
10190.7861842105,16803.1302631579,52,3,4,362
10223.5808668076,17107.8446088795,109,1,8,354
10249.9201995012,17236.6066084788,88,4,4,271
10254.2408102026,17173.6841710428,181,3,5,438
10268.8330134357,17550.3090211132,214,1,15,796
10286.2862292718,16898.962148522,242,6,5,751
10343.6098886875,17331.0657520062,141,5,11,526
10351.9781553398,16733.4839805825,223,6,5,821
10668.4204312115,16986.4399383984,357,4,8,1101
10753.4078784119,16945.1591191067,123,3,6,445
10841.7748704663,16845.7704663212,189,8,20,951
10846.785840708,16936.6050884956,91,3,2,708
10860.3114554847,17224.9911880887,214,5,10,631
11060.2040466392,17155.2753772291,287,9,14,1148
11337.0203527815,17361.8375169607,71,3,5,385
11357.5167378917,17466.6531339031,54,3,4,316
11565.0533230294,17444.2457496136,281,2,3,846
11658.6920529801,17135.9349789284,133,4,4,464
11669.2631072631,16924.0721500721,62,5,0,232
11674.5251165199,17257.1263593993,177,4,6,404
11708.9596359319,17424.8021369213,274,6,13,775
11716.4618272841,16766.0734251147,250,3,8,615
11778.2209547951,17259.0143641741,183,3,8,491
11884.7740790058,17224.9747003995,110,5,2,433
11896.038377193,17527.5650584795,154,2,17,754
11931.9675272287,17369.2589753933,230,4,15,660
11978.7038520801,17080.875192604,144,6,9,454
11977.9160599572,17542.4064239829,68,0,9,458
11978.1666666667,17276.3909618574,91,4,5,414
12135.632192846,16899.1897356143,1,0,2,8
12128.9959677419,16950.485483871,89,10,10,215
12100.4385964912,16897.9436090226,218,20,18,546
12122.4984781874,17216.3831586067,75,5,9,457
12152.7769230769,16899.6923076923,156,12,5,263
12178.0015405947,17473.6556770914,118,12,25,986
12267.1081661891,17862.7514326648,68,1,1,369
12295.3787671233,16842.2383561644,332,5,14,711
12311.1623824451,17141.7887147335,106,3,5,427
12415.4068307383,17587.85283777,92,8,11,479
12479.7566901408,16709.738028169,124,10,3,396
12537.3609583661,17522.7030636292,73,4,4,301
12615.7348886532,16820.1569459173,416,5,14,1042
12616.8865194212,17506.7882711348,6,0,0,83
12659,16679.7279090114,99,7,6,399
12694.3011811024,17514.0994094488,123,4,7,500
12783.7015230734,16738.8210957036,175,9,9,830
12804.5827991453,17980.8060897436,198,2,10,616
12872.7278787879,17981.8703030303,26,1,3,152
12913.7777511388,16963.8410453129,117,3,16,529
13068.2062980412,17174.3573022564,184,5,12,743
13066.1541666667,17538.7547619048,90,5,29,878
13273.132928475,17509.9443319838,62,1,6,511
13332.3165656566,17210.9391919192,236,6,26,808
13369.9297385621,17308.387254902,157,3,10,643
13495.25812138,17023.798287585,361,2,14,956
14203.2496376812,16801.1650362319,546,6,13,1062
14403.0669889503,17270.4647790055,196,5,7,465
14438.9387677,16948.9682357444,310,5,9,724
14515.6112941176,16684.3797647059,182,5,13,586
14624.2873658134,16994.1230388109,192,2,11,575
14864.439516129,17534.1036290323,114,2,8,492
14937.0860826697,17125.0151687524,152,3,8,531
15028.8120192308,17547.5524038462,86,1,1,396
15107.6110183639,16977.3572621035,83,1,6,351
15124.6014586015,16679.3805233805,160,1,10,596
15344.751850409,16766.7744448773,115,2,10,456
15359.1906964091,16895.0843307943,75,2,11,417
15457.4850065189,17050.0482398957,211,3,7,608
