Xpos,Ypos,EGFR,C1S,VCL,GAPDH
23532.7510530138,14354.1023965142,7,138,60,861
23586.2320665617,14252.3591185069,8,147,62,992
23629.1294744859,13983.0213252094,23,190,323,1927
23912.3741100973,14250.6724155219,8,358,18,1064
24320.298328603,14099.5167139704,5,201,18,798
24362.4559509918,14793.2876312719,0,73,6,303
24392.9256008359,14409.4244514107,8,176,47,591
24561.5747059958,14773.8563716985,12,307,15,593
24689.0539033457,14318.2257331681,10,266,30,888
24746.2623801917,14746.0768769968,13,102,18,311
24821.4697621095,14008.6646603611,8,227,261,2391
24992.6312987935,14658.5864088006,3,90,20,269
25209.4346824613,14640.3098058572,4,202,51,498
25329.1113141718,14584.3869413524,7,143,49,730
25486.4541035173,14004.5932227624,10,382,73,821
25634.7483476951,14568.254413118,5,30,42,1519
25826.1263297872,15102.2126450677,1,26,63,474
25906.252177578,14604.6861477943,1,74,26,1094
25914.6757363954,14606.9380928607,2,94,17,916
25960.184828088,14003.663907586,19,256,78,2661
25954.4065986233,15105.821979587,0,3,4,13
26020.0428206221,14365.8025138475,27,307,54,2182
26311.0892090742,14561.8366033109,1,17,4,143
26331.8511673152,14658.9886511025,5,43,8,54
26411.5398851308,14444.3299298022,5,24,1,59
26723.1001751313,14246.7775831874,0,53,12,338
26865.6231433506,14354.3955094991,0,15,2,33
27018.1726434426,13944.7809938525,6,29,6,101
27338.1595744681,14341.66848095,14,151,19,401
27402.7286411717,14291.0711960944,0,46,4,257
28232.4531143053,14510.8466803559,0,36,4,53
28363.7549800797,14593.2749003984,0,50,3,29
28862.0699424524,14258.5996015936,0,32,6,133
29036.6878489763,14366.3206593991,5,55,6,216
31087.1805652885,14054.0619014249,1,38,5,236
34224.2248648649,14652.5167567568,1,4,0,50
34541.9950705803,14485.3950257674,2,6,4,148
34617.6232394366,14370.5017605634,0,1,3,155
175.695319961796,14963.4578159822,11,45,11,146
198.247134187458,15340.6351989211,0,39,2,112
673.004812030075,15373.5001503759,9,28,9,123
1320.92616372392,15363.0003210273,3,25,6,290
1373.71803956304,15717.3938588722,0,89,82,749
1467.13723791371,15385.4576329925,1,20,8,228
1432.47760770975,15602.4427437642,1,42,72,415
2619.74739941119,15244.5371933268,12,113,104,552
2816.40606508876,14850.2315088757,3,23,84,481
2827.25166666667,14849.9408333333,1,38,34,218
2993.30340969632,14982.3878529568,3,19,10,176
3406.66680914725,15193.8217567856,2,75,82,716
3479.6511601062,14984.4449959598,3,105,30,586
3530.22825403479,15321.0584783064,5,67,57,807
3712.35801825293,14925.0970013038,0,126,106,791
3786.737749902,15221.6019208154,1,93,56,1059
3882.72518327719,15116.7247870022,5,87,34,609
4000.01786072647,15715.8821994782,1,78,39,400
4181.37610062893,15506.3513626834,1,176,81,707
4229.02239641657,15633.4486748787,4,149,70,642
4563.51032010876,15206.7565195897,13,286,231,1504
5383.9691943128,15822.3995260664,14,114,117,451
5613.09566284779,15360.4969721768,5,185,34,1089
5601.29167866398,14983.9156348978,2,31,8,230
5697.40399549469,15809.3404469737,18,308,289,1595
5718.73062834601,14959.8946182023,7,96,106,665
5749.65072826247,15462.279535089,10,315,59,1724
5786.05293819656,14889.4131205674,6,43,49,313
5914.22949095499,14858.840765671,6,51,46,268
6026.38580246914,14981.8214285714,8,207,164,1134
6155.22968075928,15439.9509922347,13,148,35,963
6192.73702061049,15328.7054526481,1,35,8,364
6285.90926791277,15282.5288161994,7,42,65,375
6343.7668190725,15672.5909536251,8,125,79,728
6356.24218270999,15289.6701410178,4,36,41,310
6371.7587798515,15114.0371262292,1,35,35,803
6477.73876036665,15167.2915757311,8,40,35,447
6710.96363636364,15536.331589274,2,12,30,280
6714.79611650485,15541.2906148867,6,25,29,319
6910.81853035144,15195.0597444089,3,25,11,219
6974.93579681709,16073.777087421,2,20,4,100
7081.71650552486,15625.416781768,2,18,2,70
7777.17484885127,15146.2764207981,0,13,11,203
7973.76348419095,15729.3828270304,8,23,83,788
8165.61664997854,16011.6024889143,6,77,69,889
8614.48172258388,15994.6820230346,8,69,117,1634
8728.20657043305,16037.8648581384,2,63,85,542
9944.1881037499,14909.1017722674,11,56,162,1077
10075.3570907765,15145.2646129542,44,209,166,1837
10053.4238778343,14967.9061776955,12,61,120,484
10199.3767768137,14938.2783828687,27,420,163,1436
10237.8123670617,15910.1807961106,35,114,63,1231
10298.1227692308,15427.3633846154,4,14,1,166
10339.2470796984,15960.2932130711,13,23,30,972
10304.2576687117,15895.3128834356,2,6,5,102
10354.6848899013,15711.8769931663,6,18,19,589
10385.0673122718,15829.1852675028,8,4,9,113
10500.430726257,15861.3734636872,15,131,65,1159
10885.1063247863,15135.6909401709,0,13,2,134
12127.8557660352,14981.0701229644,4,14,6,77
12235.6974459725,15083.8402095612,0,9,4,106
12535.1708949965,15284.9094432699,0,27,6,175
12708.7339699864,15023.7660300136,0,57,2,177
12798.8958670989,14927.2273095624,0,60,2,209
12828.4835917779,15185.0256040389,0,55,2,139
13269.7598290598,14863.3863247863,0,27,5,85
13347.0669920142,15535.4680567879,0,27,0,33
13494.3995337995,15548.0149184149,0,32,0,28
13535.0667574932,15150.0826521344,3,69,6,94
14794.6289940828,15419.1926035503,0,13,8,105
15021.7009025833,15300.4758792406,0,21,4,90
15122.6904690768,15003.4896922617,0,12,2,134
15196.1740872663,14875.6752745622,0,29,8,164
15921.8049438841,14945.1694843017,3,28,6,129
16064.6538179686,14928.0957057013,3,20,12,196
16241.182812917,15565.2863624233,0,7,2,38
16359.8770310192,15741.2573855244,0,25,1,82
16802.1929373997,15478.2953451043,0,4,1,74
17894.9156839623,15121.2709316038,0,49,2,146
18488.0676659529,15653.7633832976,5,23,22,455
18531.1615548132,15311.4269662921,2,26,5,154
18757.662920269,15093.665321806,3,27,9,221
19025.0172927002,15353.551523742,5,26,4,123
19414.5457721873,15029.9723969252,7,24,5,125
19822.7281525761,15332.0344434956,1,31,4,177
20245.4501380792,15004.3016262657,5,51,106,370
20281.0497826946,15138.1446068748,1,44,32,400
20291.0555555556,15353.1984984985,7,59,64,614
20372.0791743685,14850.7387553913,3,44,19,463
20697.3384615385,15428.9224080268,3,36,15,339
20782.7444703143,15272.2037252619,4,41,43,511
20855.8431284916,15633.7483798883,13,96,96,560
20877.0754125757,15037.3946104032,10,210,127,1171
20870.5222544114,15272.5267316302,9,85,110,568
20992.7764014277,15452.3501994541,12,184,227,999
21004.1284533172,15023.3355515225,7,72,81,603
21015.7977600689,15251.7396080121,11,127,71,554
21107.934771947,15189.4298675821,11,136,73,557
21128.6487391207,14965.0854719929,11,117,74,659
21148.6689983212,15751.0881365417,15,160,67,514
21267.9953010279,15255.3268722467,1,33,15,315
21289.3806921676,15434.9524387776,2,67,81,557
21429.1705619982,15604.7132917038,2,73,12,222
21482.0236634531,15126.1514460999,0,160,17,329
21477.8918918919,15372.2718600954,5,89,17,330
21576.9808792743,14973.4919748779,6,161,111,712
21568.2379394931,15518.7289452167,0,42,32,328
21645.9496461622,14892.4880239521,4,110,47,418
21679.6069337081,15136.7486530803,4,154,100,672
21677.9770558837,15483.4593366652,4,93,66,469
21782.5150214592,15617.6380543634,4,117,41,307
21794.5980234429,14915.576419214,10,211,120,861
21839.2280342517,15192.1144825019,7,162,30,649
21911.2558232132,15422.0635078638,6,83,95,530
21928.5265225933,15628.9687841083,7,116,59,263
22027.2927990478,15067.5320372942,2,162,77,676
22110.6984126984,15412.2666980984,5,265,53,761
22225.8497246263,14895.9280094414,4,116,16,345
22306.8592775041,15250.7326765189,2,27,10,155
22382.3980263158,15427.3712406015,0,9,1,12
22387.5345156369,15541.718344775,1,109,15,321
22528.1527881041,15423.9336431227,4,69,59,350
22605.0716808643,15739.2966964471,5,20,23,217
22639.275862069,15166.8366217961,9,111,43,477
22728.2864667747,15579.1831442464,3,55,26,274
22788.7614213198,15365.1746568904,5,101,20,306
22868.8146099561,14981.9305740988,2,90,44,512
22857.9446912483,15679.1468236339,4,43,9,505
22931.4023578627,15215.4101540217,6,120,39,373
23099.5735,15079.0343333333,1,94,16,412
23166.0509450945,15318.8097209721,4,183,25,712
23315.7065374304,14841.207877913,4,125,57,701
23355.4963902866,15276.5563334063,4,75,50,457
23419.9931118314,14925.1568071313,6,153,27,952
23465.6842331684,15292.3166272317,5,71,23,494
23588.2388542389,15518.1254331254,0,63,14,211
23728.7639704006,14851.1112528706,9,166,16,420
23734.0132104455,15607.5883256528,0,13,1,100
23755.539452496,14953.5684380032,7,72,10,251
23783.6694298423,15243.8022644561,5,84,67,325
23806.8762423095,15110.7794604827,13,130,105,608
23852.1298309179,15469.3743961353,1,34,5,130
23984.8066411239,14878.4464878672,4,112,32,523
24091.7035108797,15565.4791082632,2,11,4,107
24046.067223382,15318.575782881,1,135,17,265
24118.6993386868,14929.5325932924,6,204,76,632
24679.8195454545,15201.7245454545,7,149,35,434
24853.5209799322,14964.5960385718,5,75,8,201
24964.5436402342,15540.1216072379,4,145,14,283
25060.7623426912,15220.2470958374,1,43,60,362
25097.3601645123,15043.6216216216,3,16,1,205
25294.1289338165,15116.3536143429,3,116,27,248
25461.7263025738,15495.011299435,8,66,12,156
25549.4251990501,14863.7232853751,13,81,76,976
25817.552927262,15071.2542874039,4,69,60,713
25920.116433942,15254.4827067669,4,73,81,1182
25954.5833874108,15106.0426130218,0,14,4,96
25943.1234782609,15134.5782608696,1,31,49,170
25961.8403811793,15084.6158427635,1,86,56,1249
26327.5134465676,14997.1464968153,4,47,8,339
26378.1986472054,15566.7586329655,4,29,4,121
26856.447446458,15112.5970345964,9,12,6,81
27205.9970115801,15370.6062756817,1,13,4,93
27392.3388877317,15349.2376588211,0,25,4,170
27523.7766592095,15192.9362416107,1,68,3,208
29092.6259991586,15301.346655448,0,13,4,121
31004.9354187689,14929.3830474268,0,81,6,159
31094.2221532733,15074.8153893888,3,50,1,88
31181.4958123953,14979.9585427136,1,57,3,88
31659.4329896907,14825.5041237113,0,16,2,120
32288.9119408242,15327.609721733,1,47,3,141
33651.8195437521,14836.8151174668,0,23,0,103
33886.1095767037,15091.2587811468,0,39,4,138
33969.7238639186,15549.9150732555,0,45,2,122
34091.216655752,15686.9691115477,0,19,7,183
34574.6040372671,15739.0174689441,1,17,1,82
34616.0720602686,14940.7297739928,0,24,2,39
34958.0803255485,15329.5633404105,1,58,1,70
35104.208736126,15334.8643036162,6,25,5,61
35310.7198007472,14960.3203611457,1,23,4,120
35451.70221843,15587.2275312856,1,103,23,265
35754.4068275154,15025.7810574949,4,160,134,1056
36206.0767929635,15607.9563599459,1,3,1,44
36726.1937745853,15150.7621002223,5,83,9,213
9.81457384515289,15826.8184775537,5,41,66,351
465.401931276649,16309.1830950589,16,153,202,519
553.409301324147,15837.9454193132,1,48,2,65
830.436768342951,16605.541797197,10,149,142,839
932.431831653823,15909.9475400119,1,56,28,384
1015.07039510295,16261.0436839176,3,36,7,147
1089.11641971575,15818.3737526459,5,117,181,974
1441.62468783446,15824.2729218694,10,156,126,611
1539.37528906508,15787.360753221,11,133,148,797
1909.22308666546,16661.3379772028,0,34,3,149
2025.90974775821,15923.1446358299,0,18,4,88
1958.62118387322,15918.7084595665,1,21,8,185
2116.17400846528,15929.1081674244,0,21,5,161
2307.83620950651,16496.9091734787,1,54,17,117
2606.43649761595,16658.5032509753,0,25,2,95
2697.68547506371,16422.5340371314,1,28,4,80
2840.23323507738,16388.0792188651,0,21,3,52
3230.39162261082,16119.2911752745,1,27,7,49
3327.13941253836,16107.9544059623,0,54,1,70
3598.01789549034,15996.957408733,2,76,9,193
5027.2664399093,15874.563681028,2,64,5,163
5372.79850016303,15813.8304532116,10,106,109,916
5414.19141986063,15964.5892857143,15,88,142,414
5490.70511247444,16026.963599182,5,116,67,720
5842.53539622642,16474.3174339623,2,11,36,687
5873.87091146969,16590.4518098561,6,14,48,781
6037.80839694657,16427.7022900763,21,33,88,1275
6504.59188275085,16121.7330326945,3,26,10,389
6954.2423995103,16069.8133034075,4,83,6,324
6980.33506805444,16137.9307445957,17,96,14,623
7019.74934175882,16019.5097419695,7,80,6,484
7097.28681915419,16571.7334210959,7,34,7,147
7386.99548823719,15842.7802126974,12,74,11,487
7404.949,16372.5923333333,0,6,0,130
7563.80529131986,16189.5041617122,0,11,1,223
7979.75466861955,15888.291590382,5,49,115,1026
8075.06535947712,16973.6784313725,17,128,28,367
8145.09343763581,16890.0809585894,15,27,11,244
8184.95411561002,16072.1324587107,13,132,141,906
8665.83642384106,16015.6119205298,2,7,23,208
8552.97334896203,16493.333230513,17,272,205,1475
8677.33374269006,16016.0012280702,2,38,33,254
8844.15475290917,16137.4107601632,28,171,105,1047
9640.55347766007,16831.9125748503,16,238,128,1428
9666.63597819503,16602.8509993943,17,182,92,1042
9785.39424499126,16871.5417507059,6,47,69,185
9698.68370607029,16770.1565495208,5,53,71,212
9756.48999046711,16773.8154432793,11,32,75,246
9858.25449871465,16925.9391602399,4,80,59,749
9928.80199875078,16716.0206121174,10,58,121,872
10277.9498342651,15929.996437936,9,28,16,255
10425.7758186398,15839.8026326481,4,19,11,203
11267.0967741935,16836.4348635236,2,81,52,829
11642.1370770841,16514.0320892919,0,27,2,58
11650.9911026374,15928.6380680013,2,45,2,110
11734.6274377942,15844.069603228,0,41,1,90
12818.3382843286,16098.019096696,15,63,8,223
13053.5381498987,16313.408507765,0,15,5,93
15051.6912896276,15933.9599876885,0,18,4,71
15303.3643364929,15828.2740521327,0,56,8,144
15649.7423273657,15947.0428388747,3,51,9,175
15907.2225548902,16417.7345309381,0,8,2,61
16276.0810126582,16531.0408227848,1,20,2,65
16312.8546423135,15871.8493150685,2,40,5,135
16899.8101004896,16073.1218758052,1,14,5,124
17776.146374829,16295.4206566347,7,74,56,522
18324.0505780347,16395.1210982659,5,26,22,429
18497.7448574855,16343.9647633982,11,177,54,938
18682.9628946762,15779.3590689099,3,67,37,506
18710.1529441754,16289.3558501147,3,54,100,533
18773.6168177241,16551.6714501511,7,83,100,657
18861.2892160526,16252.1001419924,13,116,337,1150
19105.8852818601,16320.6622066243,4,126,45,536
19265.2511487651,16176.9017805859,18,152,100,793
19254.3416805787,16285.4721758486,7,79,41,389
19384.1023768259,16073.287323595,0,36,12,230
19353.1581759886,16677.8973993587,6,50,33,200
19467.6128824477,16264.5742351047,2,38,16,600
19730.9554980595,16490.9932729625,13,38,49,419
19796.7058570198,16171.1746339363,4,66,49,417
19909.5029212433,16464.8188829166,7,26,38,514
19915.4132231405,16689.5158402204,7,178,96,783
20268.0198376916,16150.1472046889,6,97,37,354
20373.3048543689,16183.7645631068,3,55,66,293
20389.2732134176,16457.4662129315,0,9,8,192
20382.9669617793,16661.3606132585,5,135,36,468
20541.4610511497,16432.9955419991,8,48,32,380
20659.3623152709,16577.2334975369,8,40,60,437
20724.560294892,15978.6158504476,0,20,24,336
20791.502141546,16283.224556394,4,114,44,908
20795.2475633528,16502.5962127541,3,110,28,455
20861.6345594073,16445.8399047367,10,54,38,459
20936.8735855728,15776.9660537482,13,150,154,907
21048.34508519,16181.14508519,1,46,11,387
21093.5531732419,16029.7255574614,14,65,14,288
21238.0758782201,15838.3037470726,4,78,57,332
21668.3457076566,16198.5707656613,3,31,20,6
21360.2466335932,15895.9288920387,3,42,37,9
21409.3395568832,15762.3074433657,1,35,33,57
21568.201453371,16179.4981832862,6,116,36,14
21677.7904031989,16173.2849050317,5,62,20,17
21859.4942934219,15956.8362730857,10,110,104,53
22123.598207009,16015.2726161369,6,81,102,248
22129.6164215686,15842.0517156863,4,113,39,217
22295.072561954,16266.6995899447,0,6,15,110
22273.5211144972,16269.7784066173,1,18,33,280
22321.0114503817,16259.4203925845,3,14,74,389
22422.4992375143,16551.0230651925,11,71,33,361
22479.7852348993,16158.2907260525,0,11,4,160
22568.2530487805,16205.8882113821,1,47,10,238
22581.6227390181,15912.4442095372,5,116,50,384
22613.9908013444,16319.2356271007,7,65,19,301
22607.9516824849,15747.1747195858,5,88,46,284
22742.5942982456,16249.1052631579,4,36,11,237
22747.5884520885,15945.1257985258,8,97,85,577
23021.1278345378,16276.7381011712,0,41,3,83
24210.4295336788,16490.0551813472,0,63,3,263
24389.0174275139,16602.9435533621,21,95,25,348
24575.808033241,16686.2537396122,1,22,8,53
24907.801965602,15734.1488943489,11,37,12,167
25915.3129511677,15951.6602972399,0,25,3,94
26034.8283639144,15969.7331804281,1,14,2,98
27153.0302676172,16187.1543765338,3,42,4,190
26916.228827632,16439.7190302225,0,19,1,51
27156.3192345524,16192.1005097022,0,30,7,123
27183.8149681529,16483.0127388535,0,10,0,51
27726.272012277,16637.457510071,3,196,23,590
28109.2840712743,16713.3933045356,1,9,6,144
29784.4491990847,16502.700228833,0,3,1,61
30320.8355528954,16212.9462816101,3,61,5,345
31526.5795257374,15870.6590514748,0,10,2,79
31651.1710003059,15816.6264912817,0,12,1,71
31895.8888888889,15962.4436378302,0,51,10,216
32324.4025942242,16219.1453744493,1,17,4,114
32569.3333333333,15794.5635439361,0,19,1,95
32584.794624397,16379.3604410751,0,6,0,53
32834.6955918084,15816.5404373481,2,38,2,127
32884.709866493,16228.6896776294,1,12,2,75
32891.7802607076,16656.8468342644,1,40,2,108
33341.7097591888,16154.9818335446,0,3,2,56
33392.9603739982,16255.9145146928,1,8,2,50
33514.5742725881,16577.1887442573,1,5,4,68
33594.0236986881,15993.4456199746,5,14,4,128
33774.0024183797,16223.8089480048,16,46,8,160
34045.1751730104,16463.5017301038,0,15,4,93
34819.931372549,16387.1179534314,2,28,4,112
36803.7413793103,16187.6757662835,1,29,2,101
36867.8765251342,16112.3860419717,6,44,2,123
117.119029567854,17539.2384382108,0,75,3,76
352.316167159139,17557.6791895314,0,49,0,53
522.543766578249,17003.6320575976,1,100,11,54
555.640840446487,17488.3985554826,1,14,3,56
1664.81981981982,17521.2946279613,1,14,1,63
1671.30374620317,17029.9257509281,2,54,5,122
1766.60819053151,17115.2175428405,0,43,3,102
1792.65752435944,16990.0393359798,5,37,6,95
1898.97459727385,17397.2465923172,0,14,3,70
2217.27487302062,17391.7986256349,0,13,3,103
3059.52848837209,16885.7052325581,2,65,6,206
4131.75447639718,17823.0683667933,1,5,3,64
4161.28752374921,17766.7903736542,1,7,2,52
4704.45589325426,17178.0396590067,2,43,5,203
4707.43614692289,16835.8591583556,4,46,12,739
4992.40048484848,16803.3384242424,0,42,2,276
5359.20531757755,17344.364844904,5,16,13,107
5560.94458229942,17116.4867659223,0,58,5,300
5600.12487100103,16766.3140694874,3,38,9,206
5709.514604811,17362.8447880871,5,95,30,377
5717.15240708406,16891.9950112247,0,16,3,220
5889.38304990243,16968.6138834681,9,71,36,854
6205.78025477707,16658.2902070064,0,23,9,158
6200.51463597698,17114.6352264198,6,61,10,340
6278.97106109325,17385.7080385852,6,96,18,677
6477.89317034281,17043.8139782089,2,33,18,231
6709.79227419049,17200.6637000568,8,62,96,1165
7480.85652951699,16908.8397137746,3,26,6,127
7944.71287720347,16704.3167015238,7,32,9,301
8178.4525862069,17126.9983066502,11,131,32,729
8169.75059952038,16841.4503597122,37,146,52,1514
8171.23410268488,16956.589731512,9,76,15,342
8248.19466743119,17478.1737385321,10,82,16,544
8978.80221478238,17539.9192634561,5,35,95,770
9008.7200312989,17135.3524256651,13,174,61,1347
9522.14776056928,17279.4393051486,5,71,69,661
9675.59724098699,16814.6005119818,8,18,21,92
9652.29308726931,17281.5154832656,22,186,63,678
9741.51183948155,16919.6418245264,17,140,114,649
9798.10864864865,17567.4305945946,6,202,92,879
9862.79914529914,16755.9634809635,28,88,132,324
9953.33585858586,16794.0707070707,7,33,102,1057
10110.1710922529,17509.2285792499,7,57,22,216
10155.5962616822,17415.4282242991,6,149,36,326
10188.9525386313,17619.0358719647,7,107,34,253
10227.9460347255,17541.2167996246,0,30,10,6
10223.0046260601,17540.2282189668,2,16,17,2
10368.6979410677,16749.4375539391,6,256,133,205
10372.5617404939,17572.8863190906,0,4,0,2
10501.1618291347,17498.2196056955,7,29,34,200
10869.509214355,16712.6524409958,0,62,5,28
11024.4217451524,17549.2011772853,2,31,3,23
11276.5534695571,16927.0462607613,9,62,27,249
11241.4360953851,16938.4113913193,2,59,26,281
11269.4569194062,17422.0983563096,0,28,12,145
11326.203393717,16910.7314836047,5,50,23,344
11860.4699029126,16814.852149792,0,33,2,147
12823.0224880383,17284.0971291866,0,36,3,103
14280.8009950249,17957.5638474295,0,11,0,55
15894.6217692028,17308.2570076447,0,10,0,80
15954.9521079258,16845.1150084317,0,19,1,132
17105.5326797386,17319.9495279593,1,28,5,91
17322.0593109464,17560.147841256,0,22,2,106
18096.3815789474,17220.9373781676,3,133,79,388
18209.5550339071,17059.4650495566,12,79,42,727
18283.4758897819,16840.7264638347,7,130,71,568
18382.1030677142,16955.44332211,9,102,53,295
18376.4502529511,17527.4387858347,2,11,6,87
18499.899845321,16934.5259087394,4,53,49,524
18884.4387799564,17308.0396514161,2,65,41,387
18538.0185706246,17250.4206527856,2,27,2,235
18543.798201107,16762.673201107,1,47,39,472
18656.7085455574,17357.5458404075,2,14,4,216
18809.2419741255,16826.0019166267,2,40,26,294
18894.3004772394,17065.8032305433,7,143,89,646
18907.9052150742,17307.3245146555,3,54,27,512
19126.1193252295,17248.6574051104,2,87,47,626
19215.8300842993,17529.1717597471,6,83,68,438
19251.043600204,17275.1884242733,2,93,33,298
19325.5875210163,17019.6338501775,15,100,86,929
19320.3710618436,17554.725495916,9,116,112,605
19375.1517453427,17127.749321758,4,79,70,546
19350.5801457195,16689.0286885246,3,24,26,162
19828.6802408948,17002.1043877258,6,76,71,771
19535.0113860302,16724.2358222028,6,77,70,529
19559.877168213,17161.79790238,2,77,33,429
19641.3630588235,16710.3395294118,9,71,43,424
19691.5328977017,17299.8379900856,5,113,50,527
19851.1307362166,17052.6301309563,8,192,93,636
19873.7804632427,17519.7125881168,14,59,47,486
20010.5748261162,16888.6668162441,8,108,78,360
20035.0478067169,17455.9425976696,15,42,89,693
20174.0413865546,16861.0834033613,8,174,81,720
20211.1111426544,17461.4448545067,4,87,68,540
20414.6925332291,16863.92455043,0,104,22,732
20415.6945069065,17331.9566334725,1,17,7,215
20453.0581432702,17593.0681015098,2,44,9,257
20541.7265223485,17562.0942220838,2,99,50,498
20559.9039164491,17430.1587467363,6,72,26,246
20599.2471596999,17180.5335476956,2,35,75,583
20670.8534071388,16869.8014888337,4,134,44,917
20726.5302677532,17127.9776872332,5,98,17,425
20835.4204827136,17534.0254403131,7,240,74,964
20917.3368616036,16983.1513627944,12,65,98,817
20943.7633605601,17098.9171528588,6,44,66,590
20967.9585136167,16713.5935352507,6,116,36,653
20992.605108055,17349.0447500546,5,93,25,615
21046.0315081065,17499.3319057816,5,87,31,381
21133.0894611996,17495.7417824466,8,51,28,468
21175.9038528289,17982.2787226657,6,77,25,529
21218.5152039555,17241.7604449938,23,20,48,546
21270.331258337,17016.4146287239,9,45,57,901
21314.0268002166,17405.1426637791,7,77,33,361
21440.1942665447,17430.9136931991,11,22,53,451
21586.6773115485,16732.2844411437,8,26,10,227
21754.2110927152,17064.1879139073,6,115,107,837
21848.8638443936,17346.8272311213,3,66,36,436
21894.8526802931,17504.2807558812,0,5,4,66
21990.3903225806,17298.7623655914,1,17,10,275
22098.8237117396,17193.704378148,0,23,1,98
22254.1745928339,17077.1052117264,9,21,13,57
22322.5346788991,17433.3790825688,0,5,1,14
22626.9104412407,17029.0567933595,3,18,3,184
22768.4212541886,17389.5452369555,0,14,2,17
22883.9450446219,17937.0469704086,7,83,48,407
23378.2535346274,17124.6220944165,0,16,3,186
23461.4730198801,16825.1110760492,0,24,5,174
23951.4575411914,17150.8532953105,3,41,11,191
24554.37922403,16666.8147684606,4,110,43,337
24591.6548523207,16703.3957805907,1,141,65,501
25063.263859046,17330.2389342501,0,3,21,49
25197.8522681654,17073.6109995986,0,36,1,94
26019.3343097766,17003.8927132918,0,15,1,83
26716.580007902,17553.2117740024,2,33,4,77
27407.3453642384,17076.3367549669,1,4,3,80
27819.4765246854,16967.5358180058,3,77,38,957
28058.2777049658,16709.8312217853,6,21,11,421
28072.9314928425,17398.5364689843,2,35,4,157
28122.2325255358,16789.6352894052,8,38,13,492
28139.0943926876,17501.5090525576,8,34,21,135
28240.3760162602,16729.1735264228,23,58,25,563
28512.984804631,16852.9041244573,4,17,6,222
28567.8870523416,16722.7453758363,0,13,2,143
28650.6722775678,16907.1058055651,0,10,1,90
28816.4938931298,17473.9809160305,1,8,1,61
29274.1787109375,17552.0434570312,0,42,2,106
30270.5631178707,17077.46121673,0,40,6,67
30353.413191812,17130.459818044,0,19,0,30
30438.9958477509,17014.92272203,0,35,2,134
31581.6842665531,17424.2286565893,0,42,2,90
32845.2038907594,17014.252151141,0,34,4,120
33048.5373070326,16946.8121783876,0,150,2,227
33989.1695721078,17172.9651347068,0,70,1,170
34155.600443459,17438.4048780488,1,24,1,59
34224.0538293217,17070.506345733,0,19,4,62
34429.4372480516,17240.0266057511,0,32,2,46
34493.906709436,17371.0553327987,1,27,3,44
34749.0452830189,16743.7441509434,3,65,2,98
34830.287210172,17234.3649962603,0,60,2,50
35173.7315955314,17263.0796333429,1,23,2,72
36221.6770945703,17437.7777777778,0,4,2,65
36938.7593085106,17430.2712765957,2,8,4,50
663.700553797468,18262.6202531646,0,43,3,95
812.58287642345,18318.8380430198,0,31,6,88
1068.55876685934,17886.8436553812,0,17,6,93
1123.9397473275,17962.6569484937,0,6,1,66
1247.46602276647,17656.1269403243,0,26,0,117
1348.96550546448,17719.081284153,0,13,8,119
1912.09462096963,18455.4264969943,7,47,6,189
2667.03279584586,17940.6870729708,3,50,6,185
2792.78258593614,18093.7686267667,0,13,3,96
3499.43655413271,17852.6600698487,3,33,4,130
3525.61632200886,17722.3197932053,4,37,4,109
3567.07897367544,17958.6417860713,0,27,3,88
3727.53676745054,18121.1648002986,0,19,5,134
4141.458359822,17804.819612206,0,2,0,42
4485.65258789062,18311.853515625,1,11,3,80
4709.60150593687,18181.596872285,2,90,4,346
4908.08838928241,18102.3529411765,18,80,57,525
5064.15198237885,18150.380952381,26,124,103,821
5104.89140811456,17796.234884646,11,52,21,152
5292.47250237869,17803.013320647,6,45,8,95
5384.57215275431,17934.6194660358,3,23,24,379
5727.3134765625,18295.3095703125,2,39,4,39
5849.21177644711,17665.919760479,1,43,9,293
5844.33162162162,18276.6108108108,2,36,9,42
5970.26224328594,17879.3001579779,2,60,8,328
6322.3839454752,17743.4293828095,3,48,11,223
6778.1609929078,17687.6673758865,5,72,47,896
7146.21121956339,17915.2643261965,4,74,20,510
7521.31422989254,17979.4868121133,6,35,12,493
7943.5235462005,18325.3803068141,1,14,8,217
8080.21344232516,18200.8245231608,3,76,28,642
8144.4554959028,17948.7267589715,13,142,75,650
8391.58378714797,18331.0199159795,4,6,2,27
8372.0664324497,18325.3107633344,17,123,22,458
8444.09307135471,18339.2616339193,9,75,19,349
8574.78509585653,17690.74427953,2,9,36,642
8577.12771560237,17794.6438446346,6,11,26,550
9169.26153039832,18071.6588050314,3,71,13,156
9458.17932031815,17746.9380573632,5,28,4,267
9888.90837655194,18349.6108753733,13,65,65,925
10099.5066214968,17892.4394825993,7,46,69,832
10230.2533598805,17905.906421105,8,41,86,222
10227.8812339332,18386.842159383,3,92,25,332
10370.5529367752,17703.417882529,0,6,9,36
10576.3725454545,17957.2966363636,12,145,196,331
10560.6704374057,17660.4656862745,1,11,16,95
10621.3526085839,17800.2898997687,30,79,159,519
10651.0941928313,18228.7718810781,14,41,96,331
10742.7450790578,18333.8676992578,10,67,88,189
10797.2613970588,18427.7091911765,12,200,55,374
11089.9818297737,17881.3614918712,4,13,8,17
11126.1827160494,18244.3485008818,1,7,16,39
11188.0350079114,18478.629153481,8,79,305,445
11282.0745704467,18102.5178694158,0,1,3,18
