Xpos,Ypos,EGFR,C1S,VCL,GAPDH
15004.918879056,25745.1202064897,18,164,103,691
15213.6986793691,25528.0505148464,1,145,34,714
16032.1893270307,25672.7026993407,6,105,222,878
16175.2615384615,25205.6477237049,6,147,63,1054
16217.8394777266,25337.5483870968,6,72,31,542
16333.4473631442,25129.3274513736,16,77,70,719
16487.1290027447,25012.7211802379,9,38,8,171
17177.6666666667,25890.7666666667,1,73,6,433
17941.140029873,25943.2957430919,6,44,187,559
17982.217791411,25918.6676891616,3,13,48,176
18007.6660069273,25983.2805541811,7,48,235,824
18436.5593869732,25530.8185185185,13,35,317,1134
18538.2686508714,25220.2189152144,7,17,91,470
18718.523918648,25255.8530507018,5,17,12,92
18896.0469230769,25342.548,16,94,278,916
19019.8972619945,25569.9158502889,0,21,12,137
19083.7385904102,25060.3238012709,4,34,71,716
19095.8166248002,25778.4644896095,7,111,106,537
19372.8301965705,25329.1083228775,2,36,92,768
19447.5938875306,25410.0973105134,2,8,21,232
19670.2637818613,25039.6591582691,4,104,19,466
19702.3005018821,25094.7013801757,7,48,18,544
19465.7813141684,25415.8230663929,0,76,118,938
19686.381686747,25065.6939759036,1,20,3,105
19829.5097117154,25635.9746473114,3,92,21,622
19922.0690165147,25442.5679073207,5,64,42,454
19959.0233709101,25816.5859224636,0,31,4,354
20002.9316966456,25517.4146815751,0,105,21,534
20044.4142281879,25273.3323489933,5,88,35,510
20033.2636172134,25009.9313873006,13,93,25,469
20067.1357185098,25349.9438202247,1,45,38,294
20096.2326388889,25795.2318376068,2,30,5,146
20142.4952316076,25060.4616825613,10,160,54,739
20209.5523283725,25652.9558329333,1,34,3,285
20228.8594967713,25293.5809396571,6,54,23,398
20263.8016266614,25902.5848046023,8,23,19,122
20525.9309917355,25495.2704545455,6,135,21,539
20535.6283159463,25694.0232488823,0,38,47,417
20588.8924318095,25291.3150211295,9,126,99,733
20684.3400726942,25391.0792821445,7,72,20,298
20837.6772165619,25072.5404292218,25,82,72,654
20845.1521625847,25482.8165711308,3,89,21,464
20897.6969253294,25744.6285295963,20,93,61,732
20933.1559814937,25314.1014540648,14,92,31,584
20939.7250568736,25058.2921676958,8,52,32,450
21064.4201462226,25222.7176279448,6,96,28,665
21051.8345369584,25577.775913339,21,107,70,885
21067.3657161804,25126.3557692308,6,96,19,391
21104.5743166287,25893.0301822323,9,41,15,227
21122.3825168671,25778.3505426811,3,66,15,225
21219.3468601896,25038.3770734597,10,107,27,557
21287.3092269327,25170.7506234414,8,105,18,493
21382.8594291811,25355.9794611897,0,6,2,74
21452.8086696562,25419.3019431988,1,30,4,173
21310.5856313498,25762.9586357039,5,63,21,338
21402.0028637909,25373.2668695185,3,23,5,96
21403.3584220716,25614.5883349468,2,14,6,222
21422.1989304813,25518.3874331551,4,54,25,291
21428.6742405532,25112.7251173129,7,53,14,294
21492.0383275261,25368.0921761166,1,41,8,240
21503.9180628272,25202.4047120419,10,53,15,334
21605.3723374041,25719.0766827606,2,26,5,249
21620.6770118099,25606.9365558912,8,32,8,445
21755.9805042891,25004.8656095659,6,86,23,517
21786.6626472754,25305.0218151694,10,149,26,565
21863.9457322062,25570.4575947641,3,59,12,456
21886.0812939522,25656.3485232068,0,62,16,421
21886.3139518107,25095.2490261146,6,93,14,546
22055.4980237154,25740.2806324111,0,57,12,523
22096.404743083,25860.5885375494,7,45,34,270
22173.6895838718,25772.3851124322,0,55,14,231
22228.5699578849,25395.3310715957,14,227,66,1329
22226.4004656577,25046.5241559953,14,95,27,600
22265.4005068179,25605.7967901533,4,114,22,397
22302.8550236008,25819.2843335581,4,84,23,478
22364.0475011899,25242.4986197049,13,77,40,695
22423.0846003899,25574.62417154,2,117,17,448
22464.7013926085,25797.0166041778,5,61,38,441
22475.9263727121,26268.2229617304,10,70,53,660
22492.9213872832,25070.6053179191,17,91,47,690
22515.1581455012,25411.4198277442,10,166,47,966
22588.6653029916,25705.3676809,2,101,18,497
22690.6971365639,25292.6640969163,13,171,42,995
22722.8323539578,25600.7639128932,3,142,29,579
22743.1334918478,25816.6199048913,4,30,24,453
22753.5425685426,25677.7253487253,5,93,32,246
22830.6215797625,25692.2245740836,9,81,61,317
22916.4806629834,25596.8328283728,21,104,86,728
22924.9317912218,25679.2075919336,4,24,64,345
22940.2414668547,25874.1404795487,6,118,110,691
23027.8253608831,25068.940701953,12,89,47,764
23102.9135446686,25568.3699844824,4,64,59,856
23199.4228196553,25349.0519680988,1,14,22,172
23155.070459984,25352.8487104493,6,92,43,759
23248.314357123,25344.9713968342,9,80,26,440
23278.6747891284,24996.1255857545,2,55,16,519
23333.1268656716,25168.892439974,10,65,32,591
23383.2369047619,25753.6342857143,5,49,119,711
23455.8883186706,25287.8570381232,16,72,50,685
23496.8209832561,25617.2529390809,13,62,49,609
23511.7938996579,25873.1348346636,3,57,40,257
23608.2943495401,25448.4002628121,1,69,39,635
23602.3121306917,25873.7125477928,0,18,10,196
23634.5773982558,25591.4444040698,7,25,53,434
23639.9822757887,25181.4023395959,7,108,52,1090
23871.7381230985,24998.6709571729,5,44,16,414
23961.1771461384,25835.5144989951,6,44,173,573
23972.6488490051,25683.0764728833,4,27,288,857
24063.2167931689,25129.2179791271,6,65,132,1035
24065.7840867993,25737.9092224231,4,18,87,285
24110.3948442535,25587.3102040816,4,49,137,1150
24146.2751915144,26161.0753093695,3,15,15,32
24360.6375202406,25245.2627804765,9,51,91,619
24396.320008643,25118.6588159032,4,70,103,671
24513.5534033309,25693.4887762491,9,119,31,427
24846.9346674514,25806.439552678,8,84,13,189
25117.7766857767,25871.0453180453,0,7,4,83
25151.6080702771,25610.0560864948,11,193,34,274
25314.0311816193,25086.1823714442,20,601,24,476
25418.7946607576,25818.5505961802,19,209,40,672
25742.902146839,25470.7511564464,19,198,190,1015
25803.0519711491,25758.854757435,10,207,114,592
25962.9864689964,25321.5015884222,34,242,180,1231
26094.2064060803,25077.7067318132,42,308,137,862
26217.2596153846,25124.1641246684,12,109,47,398
26434.8618660204,25448.5450926086,25,222,37,400
26438.9314312011,25781.3359410953,3,374,24,296
26682.6280431997,25707.6177924217,11,48,12,85
26912.5873719008,25107.3928595041,4,26,13,118
26868.4205572984,25018.2325152242,1,22,30,110
26936.4924846162,25155.4352869969,7,165,103,1137
27351.9127071823,25332.6405156538,5,102,2,245
27563.8035404373,25719.5827837556,3,31,15,111
27868.4558436678,25694.6193160466,1,18,4,78
28385.8737843552,25401.2868921776,4,78,11,218
28446.5209260908,25626.536064114,8,77,10,140
28874.3911988912,25368.9996534997,0,18,4,90
28862.1064578005,25005.6345907928,0,45,5,141
29069.0831806523,25818.5119091242,0,25,1,61
29089.9283002952,25088.6819907212,5,62,2,132
29872.1626083368,25402.4731049663,0,6,0,21
29861.9489247312,25399.8154121864,1,22,2,73
29916.9826484018,25414.2219178082,2,12,1,72
30451.1289861971,25034.3931461209,1,33,2,133
30509.2181234964,25395.7931034483,3,36,10,101
30567.7669315172,25033.4112750662,0,11,0,64
30632.2021000216,25714.9914483654,0,28,2,55
30831.7514792899,25222.5684171598,0,36,4,97
31142.8499040307,25773.8218809981,0,29,2,49
31374.0024175824,25116.9738461538,3,67,9,229
31460.2440749912,25414.2232048108,2,62,3,142
32091.9701434665,25728.5785188057,0,31,6,85
32370.7880819367,25584.8715083799,0,19,4,67
32416.7582970164,25270.4917867918,2,21,4,276
32491.5399028452,25199.3979875087,0,12,4,324
32629.7470895223,25247.5299076676,0,18,2,97
32720.5544117647,25235.0378676471,0,35,3,130
32784.2025919573,25573.762340385,4,58,4,108
32868.0452690167,25398.2022263451,0,27,3,73
32960.4038765823,25368.5490506329,0,23,3,76
33159.0168321105,24989.4264134657,0,15,0,78
33290.0550924248,25594.1130844509,0,5,0,56
33425.3991376655,25089.5522020326,0,3,0,90
33500.7691477886,25723.1679252068,3,7,2,53
33678.5506329114,25867.7837552743,0,17,1,61
33871.5333013896,25708.3473885961,2,44,17,233
33991.4175176334,25852.7631329614,2,45,11,197
34069.6045428072,25699.6482236459,1,25,13,225
34130.7480013903,25179.3663538408,8,58,8,214
34177.7876549723,25633.4178317067,3,40,7,117
34159.0360110803,25755.4786703601,4,15,4,95
34356.1570738953,25506.2398811734,0,9,3,85
34609.141014975,25624.6252079867,0,9,0,42
34913.8064638783,25658.4330798479,7,24,8,72
35052.7746005046,25632.0424726661,2,114,17,282
35223.9122234313,25546.0148712369,0,7,3,135
35425.0128479657,25473.0157030692,3,12,7,102
35473.9952949692,25319.0423452769,1,11,2,95
35609.6358896372,25838.1757549424,5,16,6,75
35668.5033624748,25305.4277067922,6,25,9,143
35803.6266614543,25137.8393275997,5,11,6,364
35915.4295845998,25823.31408308,4,4,5,90
36053.1874538745,25247.0560885609,0,18,7,264
36047.1329735034,25036.3773307164,1,65,16,957
36077.0071428571,25228.1285714286,0,4,3,25
36086.5108695652,25317.9977355072,0,14,4,278
36118.9468911917,25202.0686528497,0,10,7,59
36334.1295909227,25099.3866825918,0,15,3,111
36811.6785137318,25272.388368336,3,28,13,122
36821.8726415094,25685.3349056604,0,33,2,115
36969.1981382979,25857.5554078014,2,1,2,60
37048.2564935065,25264.726461039,0,19,2,84
185.62245952463,26425.1095418533,0,82,3,97
337.640949133276,26564.0451832907,0,39,3,81
2035.92707117853,26315.2832555426,11,21,8,46
2438.63440860215,26248.1077769442,1,8,3,52
2830.14370168258,26610.9902228286,1,50,7,129
2996.46768280918,26298.7422342273,1,45,32,481
2999.26020875298,26710.2510529207,3,38,38,363
3071.37653478854,26167.7457025921,6,60,58,378
3081.71621197868,26083.8551269991,3,36,44,332
3236.74555160142,26321.8285142349,6,67,34,394
3365.93088126389,26235.7677116761,4,90,47,405
3396.75607493971,26645.2355778149,8,81,20,280
3403.48213434969,26316.1522153406,11,83,44,368
3448.35008591065,26842.9160223368,4,91,59,551
3511.73078170613,26027.5134609147,2,96,19,615
3593.40199136276,26598.3184980806,2,127,24,449
3629.10033632287,25973.8071748879,7,67,28,354
3732.72581344902,26449.4759219089,10,253,80,690
3814.10333665339,26342.9741035857,3,73,15,395
3881.6568573015,26182.65047196,0,66,14,375
3899.82163094358,25958.6368563686,6,90,15,513
3965.81599197056,26255.8899297424,14,120,51,329
4006.19714540589,26165.663098424,1,77,27,357
4059.33989541679,26372.745924331,2,74,28,372
4065.83104309806,26293.547470331,6,53,35,244
4142.93203883495,26411.2775080906,14,75,46,417
4187.84042838019,26289.0728246319,10,148,54,652
4294.76716961498,26783.6248699272,5,165,22,397
4343.15615224192,26649.2442648592,2,125,28,409
4405.57888100867,26375.0841607565,24,100,93,545
4366.38068010834,26492.8904604273,19,87,75,537
4422.2374511572,26775.9113315299,9,123,32,317
4482.78668575519,26052.9706513958,1,114,23,823
4492.77106373276,26509.6685668681,11,153,95,592
4503.07944073721,26294.1687321258,13,131,70,411
4558.99538714992,26187.8714991763,2,62,16,324
4613.21502169197,26274.0496203905,5,102,34,340
4633.266039953,26748.5038777908,4,110,33,367
4780.8188976378,26650.7119422572,2,89,26,390
4791.50764458232,26280.373365832,1,111,13,375
4805.93029551094,26047.2607714866,3,86,21,616
4876.08870292887,26528.6476987448,4,84,31,362
5013.82838924314,26638.5565566953,3,116,32,271
5010.4889482633,26412.8469759534,2,79,19,322
5021.53633301251,26776.7829643888,3,81,19,340
5029.41398912506,26243.0892239249,11,155,29,508
5043.949715654,26496.1514516612,1,55,12,195
5151.07969735183,26511.8718789407,19,74,78,585
5331.13785021839,26630.311068499,8,101,47,407
5395.13203520939,26169.0477460656,9,196,70,776
5428.77475550122,26691.6693154034,3,37,69,440
5446.62527445718,26037.4530373262,10,65,46,431
5487.50859822824,26510.9116727462,13,97,62,750
5484.45192307692,26184.7533936652,2,70,17,250
5568.7478920742,26788.8479482856,6,131,92,577
5572.39226682408,26294.7688902007,6,54,55,442
5634.40368639668,26636.1477154725,5,84,16,252
5701.84227748691,26032.6704842932,9,139,101,458
5724.15580448065,26411.6621690428,1,61,19,265
5743.34211545912,26508.1735761333,2,63,19,126
5765.07232381344,25987.6338606945,6,56,64,261
5858.30685089234,26649.8546344272,7,30,44,191
5867.47421981004,26284.8690637721,5,52,62,259
5887.12915234822,25937.5418098511,1,68,34,218
5929.17527519052,26560.0341518487,3,28,42,151
6001.61309030655,26226.0503314002,17,65,110,475
6036.29974215728,26659.8755908896,4,104,33,134
6068.67382440881,26764.6365860288,2,99,67,322
6180.27134334499,26246.9481588151,8,74,188,615
6188.5931824532,26760.5319921766,3,68,68,250
6217.07325194229,26647.0552164262,10,85,53,337
6280.56097087379,26171.712815534,6,77,181,670
6333.7770624345,26314.4201227729,18,112,112,697
6451.57512609504,26337.5804353597,11,88,150,458
6482.72770827788,26747.0364652648,2,6,24,64
6562.46935201401,26835.8450087566,5,18,26,237
6614.24593519045,26252.0537805571,8,87,205,336
6686.49139203148,26599.7060993606,2,8,46,60
6728.46820956256,26302.8654628688,10,31,33,78
6843.93550540793,26381.2267325411,10,43,117,265
6936.5421472937,26712.0554569654,8,55,89,455
7180.32542895701,25952.5344129555,18,74,108,445
8653.81847861574,26749.9699640875,1,16,2,85
8724.28664259928,26657.5252707581,1,3,1,58
8954.93477569201,26687.8635062043,0,11,4,73
9127.64695945946,26036.8371621622,13,127,124,1209
9139.09431092181,26509.533921509,2,25,12,516
9151.3443909399,26703.1705011593,1,11,2,163
9332.04047991654,26201.8809598331,14,148,237,2370
9381.26940982129,26791.0950593182,1,24,39,550
9469.76942266572,26476.4568781183,2,35,48,1008
9505.9900508044,26802.917442845,6,64,241,780
9541.85336295698,26545.1817814583,2,14,37,599
9806.78884210526,26818.8488421053,7,56,71,435
9859.22406326492,26663.2609678027,4,55,110,1266
9886.44085793162,26280.3937141644,5,112,38,793
9976.29215864366,26219.9270360279,2,96,36,522
10056.8695175439,26204.8026315789,5,80,35,754
10089.1580728648,26630.7616961975,10,60,156,793
10356.0244107744,26471.94332211,0,38,23,579
10453.1845483168,26677.8934366675,1,81,17,867
10519.876430691,26244.7259431963,2,128,38,757
10689.4764744864,25913.5301524188,3,71,28,461
10750.1782866489,26385.070128808,2,263,53,830
10803.4684741488,26035.9337957125,6,143,71,1125
10960.0429486178,26476.4007496486,2,115,13,542
11171.0011486918,26044.1091257179,11,237,234,1530
11285.1618150685,26364.6703767123,7,139,45,773
11344.5762153255,26164.4605877506,0,140,51,927
11446.2471248247,26377.2446002805,4,119,9,264
11489.2216060337,26625.7049689441,3,107,26,628
11581.3642470206,26689.6749729144,5,236,32,540
11597.3829347123,26038.4844214609,3,152,24,862
11658.7466499162,26349.2353433836,4,225,66,1239
11806.9854453409,25944.2369878184,13,64,55,394
11869.7422768879,26703.8878718535,5,95,14,506
11959.5637551415,26387.9385434309,3,190,37,860
12005.0726361929,26663.3556668754,2,181,29,507
12063.3958078958,26131.0191290191,1,141,15,635
12112.9875026477,26667.8114806185,1,114,21,680
12172.6100151745,26247.6803869499,9,282,31,764
12333.0710349051,26384.2091243111,3,153,13,544
12363.771278663,26644.4628837932,1,243,18,691
12420.8398149487,26300.7350007229,16,159,40,757
12564.1407108831,26334.4944424087,10,279,53,882
12580.5414310782,26211.5708715149,7,146,24,468
12606.9855794442,26693.3015207132,7,135,27,592
12692.771713929,26135.2191902978,10,240,17,848
12750.3599921783,26803.5439968713,7,147,9,408
12919.3945644261,26659.6775054598,9,143,33,692
13007.0616454229,26397.4308227115,7,206,30,623
13005.8621886484,26247.4910167415,17,94,17,380
13029.5396357793,26150.369309052,11,71,14,207
13100.942915582,26005.3856452213,1,44,9,260
13134.6998985287,26239.3465246068,6,41,6,263
13218.1704173039,25953.9145728643,2,67,4,318
13398.0891022174,26601.1391292591,6,161,31,621
13395.1987965749,26744.5042814163,4,67,12,393
13473.9627112244,26334.5772680072,9,116,16,431
13506.4121261778,26095.0954526833,3,113,17,642
13656.5011574074,26702.2685185185,4,132,31,444
13670.06313734,26331.9906704274,8,84,10,307
13730.7091427553,26008.6271609339,17,170,80,1231
13905.9240411131,26306.7801453999,6,70,20,438
14021.5959390863,26120.8689227298,12,125,49,1011
14003.3156048015,26421.1807940905,4,39,12,236
14121.0691432634,26769.2593316744,5,76,13,517
14140.5584258325,26561.4670030272,1,76,19,275
14244.5087455332,26855.0481474516,16,156,34,557
14243.8315951445,26347.1677209779,9,116,26,573
14287.6317848411,26004.8601466993,8,122,7,414
14398.5584275714,26822.9509962305,5,55,10,325
14431.1748427673,26744.6963522013,6,37,21,139
14531.1585100059,26574.799286705,8,125,19,291
14553.2153738644,26044.7263452131,28,275,82,878
14665.005503956,26148.7467033597,9,123,41,617
14709.2613947823,26484.2325652218,12,177,27,541
14695.6971141782,26000.5898368883,6,132,39,686
14873.5640374854,26230.3613822725,6,121,27,339
15125.5917865918,26605.7783432783,11,69,59,399
15357.0392047358,26585.5604825198,15,82,207,902
15359.5733647613,26221.6543901002,3,38,22,636
15438.4453324808,26188.1691176471,1,48,9,214
15500.2938155838,26704,23,99,230,899
15758.3731988473,26203.4089337176,0,56,69,396
15816.9407910133,26003.033465949,10,97,187,756
15813.2056856187,25915.8205128205,7,68,99,657
15897.2483891753,26736.0744201031,5,227,151,749
16003.1039970392,26808.4925980755,8,95,79,587
16147.1444285031,26210.0920612147,21,156,316,1358
16263.9072998756,26710.8104520946,7,332,85,1409
16523.5012450199,26011.2004482072,30,341,341,1548
16575.778414406,26300.8851730589,21,123,187,803
16716.6658975542,26715.2110059991,10,105,72,686
16728.2877461707,26414.133114515,15,161,217,755
16753.9087884669,26203.8727474355,3,44,81,763
16829.4836223507,25922.5289017341,2,30,10,193
16956.3353293413,26333.6025449102,4,68,119,1242
17234.79625512,26540.956348742,12,112,120,1339
17422.0239869585,26177.1718677224,25,446,41,1241
17477.86996337,26122.6593406593,4,277,67,786
17574.8592302943,26332.0300473348,11,132,172,1119
17570.7386759582,25984.8076655052,12,292,52,1304
17600.7428635648,26972.6639694313,3,26,24,411
17714.1310305452,26699.701398801,0,46,34,424
17815.5702742085,26489.9515167572,12,110,127,1105
17973.1389475909,25952.2613060017,0,1,14,30
18109.8507189542,26223.3058823529,3,56,30,365
18186.8940568475,26150.1157048521,1,30,20,221
18296.3338086185,26200.1495564005,10,125,75,749
19111.6674324086,25953.096836897,13,79,32,150
19148.3532366071,26136.705078125,2,42,83,317
19246.8457943925,26530.3419976636,3,27,31,49
19256.9430806582,26754.71864041,15,37,155,323
19332.4546494993,26252.6148783977,1,28,29,193
19469.9551316497,26108.8979043525,4,40,91,569
19473.9014084507,26493.1233461374,7,28,74,649
19738.4952885748,26290.230565371,9,45,60,616
19790.8455172414,26128.1048275862,7,49,53,826
19807.0446040035,26566.180156658,6,7,57,990
19851.3198016734,26809.3823985125,1,12,34,475
20079.3538271096,26341.0736538065,3,85,59,601
20075.7272727273,26046.865507374,8,137,99,782
