cellID,Xpos,Ypos,EGFR,SOX10,CCNA2,GAPDH,WNT5A,PDGFRB,PDGFC,SERPINE1,NGFR,NRG1,FOSL1,VEGFC,AXL,MITF,LOXL2,RUNX2,FGFR1,JUN,VGF,cluster
5814,11246.4699965905,32484.2419024889,0,33,0,463,0,7,0,0,0,1,0,0,1,1,6,0,3,0,0,cluster1
5815,11287.0898876404,32870.7701514411,5,72,0,630,0,2,0,2,0,1,0,0,1,0,0,0,4,0,0,cluster1
5816,11332.5331345262,33253.0606361829,1,1,0,234,0,1,0,4,0,1,0,0,2,0,1,0,1,0,0,cluster1
5817,11398.0030674847,33166.4871165644,4,127,0,371,1,11,0,11,0,2,0,0,2,2,1,0,10,0,0,cluster1
5818,11439.0965258997,32559.842729353,4,60,0,359,0,7,0,5,0,0,0,1,1,1,6,0,4,0,0,cluster1
5819,11528.1756155443,32903.0094927321,8,75,1,421,4,7,1,47,0,6,0,0,11,2,4,0,0,0,0,cluster1
5820,11560.520516367,33230.2095435685,4,101,0,428,3,6,0,4,1,2,0,0,2,2,2,0,6,0,0,cluster1
5821,11594.4825958702,32449.8625368732,6,178,0,305,1,6,0,12,1,5,0,2,0,3,2,0,3,0,0,cluster1
5822,11663.9310087173,33016.704358655,11,177,0,427,2,13,0,4,2,4,0,0,0,3,3,0,9,0,0,cluster1
5823,11731.0829389227,32471.1746675682,6,65,0,247,2,3,0,0,0,2,0,0,0,2,2,0,3,0,0,cluster1
5824,11739.3322667979,32948.2916564115,11,181,4,501,3,12,0,3,1,2,0,0,1,3,5,0,3,0,0,cluster1
5825,11797.7510555947,32623.407635468,20,221,0,544,0,18,0,21,0,8,0,2,1,1,9,0,4,0,0,cluster1
5826,11853.8164113217,32457.9748117372,34,105,0,296,4,7,0,0,1,5,0,0,1,5,0,0,3,0,0,cluster1
5827,11971.0290416263,32413.4433688287,16,119,0,158,0,6,0,0,0,3,0,0,0,0,0,0,2,0,0,cluster1
5828,11971.3320133389,32769.7303042935,31,168,0,431,2,33,0,17,0,6,0,2,1,2,5,0,4,0,0,cluster1
5829,12038.0222324089,33227.6759110704,5,31,0,262,1,15,0,19,0,1,0,0,0,0,1,0,2,0,0,cluster1
5830,12038.5040071238,33013.2231522707,18,184,0,526,1,18,0,3,0,0,0,0,1,3,2,0,4,0,0,cluster1
5831,12064.6871900826,32732.8909090909,1,3,0,375,0,2,0,1,0,0,0,0,1,1,1,0,4,0,0,cluster1
5840,12741.4021926053,32633.1610060189,31,22,1,631,11,10,0,6,1,2,0,0,10,8,2,0,18,0,0,cluster1
5841,12979.4365787835,33229.7855511729,7,31,0,194,0,0,0,1,0,1,0,1,0,2,1,0,0,0,0,cluster1
5842,13055.8698752228,32449.637254902,6,90,0,360,0,4,0,1,0,2,0,1,1,1,2,0,0,0,0,cluster1
5843,13112.0585736642,32981.1616364856,10,64,0,578,0,8,1,0,0,1,0,0,8,2,7,0,0,0,0,cluster1
5844,13132.1340988312,32746.9468935821,5,132,0,392,0,8,0,2,0,3,0,0,3,0,6,0,0,0,0,cluster1
5845,13244.079697079,33238.0587811035,15,127,0,280,10,21,0,10,7,1,0,0,1,2,3,0,2,0,0,cluster1
5846,13301.006156406,32429.8371048253,13,266,0,306,2,34,0,7,0,26,0,1,1,11,2,0,0,0,0,cluster1
5847,13405.7085889571,33039.3482325446,11,176,0,626,2,31,0,9,3,5,0,3,8,4,17,0,0,0,0,cluster1
5848,13458.3133604809,32711.7302695366,12,127,1,174,2,18,1,1,4,15,0,1,1,4,2,0,0,0,0,cluster1
5849,13472.2716490964,32847.9617846386,55,242,0,244,2,31,0,7,3,26,0,0,2,7,2,0,0,0,0,cluster1
5850,13621.1965930819,32659.5901268903,8,196,0,187,1,28,0,7,1,13,0,1,0,3,1,0,0,0,0,cluster1
5851,13713.348384659,33115.3429057245,24,189,0,274,2,22,0,27,1,0,0,0,1,0,3,0,0,0,0,cluster1
5852,13749.7897706589,32984.3913360029,20,178,0,251,1,16,0,18,3,8,0,1,0,1,3,0,2,0,0,cluster1
5853,13808.1190073322,32471.2376386539,11,227,0,118,1,25,0,4,1,6,0,1,1,1,3,0,1,0,0,cluster1
5854,13851.7016342412,32717.5788326848,19,273,0,217,4,25,0,8,4,10,0,0,1,1,3,0,1,0,0,cluster1
5855,13991.0890445223,33218.1982657996,6,109,0,165,5,8,0,0,3,9,0,0,0,1,0,0,1,0,0,cluster1
5856,14065.7264150943,32960.936163522,6,208,0,592,2,38,0,0,0,14,0,1,0,6,5,0,0,0,0,cluster1
5857,14144.1402453693,32738.738513351,13,237,2,154,3,13,2,2,1,14,0,0,0,8,1,0,0,0,0,cluster1
5858,14256.9929867987,32570.00330033,13,208,0,262,1,9,0,3,1,40,0,0,0,5,3,0,0,0,0,cluster1
5859,14347.8717118575,32653.607446378,45,249,0,165,1,21,1,2,3,38,0,0,0,14,6,0,0,0,0,cluster1
5861,14740.9149367089,32736.7383966245,37,178,0,278,2,25,2,14,1,17,0,1,0,3,5,0,3,0,0,cluster1
5862,14808.5504766561,32501.9007577609,13,31,0,160,7,15,0,3,2,2,0,0,0,3,2,0,0,0,0,cluster1
5863,14910.5467866324,32647.2712082262,1,7,0,146,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,cluster1
5864,15002.5518334712,33066.9328646264,7,53,0,643,3,20,0,7,0,9,0,1,19,4,1,0,3,0,0,cluster1
5865,15077.359978964,33207.8661582961,13,12,0,476,3,15,0,2,0,1,0,0,20,0,0,0,12,0,0,cluster1
5866,15205.6737115313,32779.7636262514,8,42,0,330,0,1,0,6,0,7,0,0,0,1,2,0,6,0,0,cluster1
5867,15298.2658314742,32615.3210914707,8,56,0,393,2,14,0,3,1,16,0,0,0,4,5,0,4,0,0,cluster1
5868,15399.6288560411,32395.3390102828,6,19,0,544,0,3,0,17,1,1,0,1,1,1,3,0,3,0,0,cluster1
5869,15461.5579060115,33100.9554157183,60,137,0,212,7,26,0,12,10,21,0,0,4,6,2,0,13,0,0,cluster1
5870,15457.6715049656,32951.2393048128,46,88,0,242,2,8,0,1,7,20,0,0,3,3,2,0,15,0,0,cluster1
5871,15475.0030566281,33250.9009009009,41,75,0,268,5,17,2,0,0,16,0,1,0,0,4,0,4,0,0,cluster1
5872,15634.4829268293,33177.2818815331,14,66,0,327,1,6,1,1,0,6,0,2,1,0,4,0,1,0,0,cluster1
5873,15793.6129215075,32626.7656559932,7,39,0,415,0,2,0,0,0,1,0,0,2,2,4,0,2,0,0,cluster1
5874,15847.1098597535,32434.4689757756,14,105,0,456,3,9,0,5,1,4,0,0,0,1,3,0,0,0,0,cluster1
5875,15865.7276295133,32872.3734693878,7,220,0,538,0,27,0,2,0,6,0,1,4,2,4,0,5,0,0,cluster1
5876,15940.6370402802,32765.4008318739,7,51,0,332,1,4,0,8,2,2,0,0,0,1,4,0,0,0,0,cluster1
5877,16118.8159574468,32933.5824468085,7,155,0,292,6,19,0,26,3,6,0,0,2,2,1,0,1,0,0,cluster1
5878,16136.8175689479,32783.5810010214,39,120,0,190,0,8,0,1,14,6,0,1,0,2,3,1,0,0,0,cluster1
5879,16147.6678464978,32505.7939642325,10,141,0,704,0,1,0,1,0,9,0,0,5,3,10,0,1,0,0,cluster1
5880,16251.5927457245,33313.4730313851,9,275,1,423,0,10,0,2,3,5,0,1,7,3,29,0,6,0,0,cluster1
5881,16265.1598134803,32842.12060195,15,224,0,351,2,55,0,63,2,12,0,1,5,3,3,0,0,0,0,cluster1
5882,16328.5952002313,33113.3307792396,5,191,0,464,0,20,1,29,0,4,0,0,1,0,4,0,1,0,0,cluster1
5884,16437.5392834695,32631.7381102032,15,358,0,862,0,19,0,7,0,11,0,0,3,2,4,0,2,0,0,cluster1
5885,16582.0589092423,32462.5349708576,9,106,0,260,1,8,0,1,0,1,0,0,1,0,3,0,2,0,0,cluster1
5886,16627.982078853,33279.1865428478,10,94,1,535,0,7,0,44,0,2,0,2,45,2,12,0,3,0,0,cluster1
5887,16720.2009821115,33028.0492809541,2,5,0,69,1,11,1,6,2,3,0,1,11,0,2,0,2,0,0,cluster1
5888,16878.2485041883,33084.9254088552,2,18,0,81,0,11,0,2,1,2,0,0,2,1,3,0,6,0,0,cluster1
5889,16861.6099383523,32433.203624136,2,1,0,62,0,3,0,36,0,5,0,1,9,3,11,0,9,0,0,cluster1
5890,16876.2513503086,32731.9137731481,8,7,0,200,0,3,0,86,0,3,0,0,22,3,5,0,9,0,0,cluster1
5891,16977.5589152868,32648.1797456203,61,35,0,123,14,14,0,1,10,10,0,0,8,6,4,0,15,0,0,cluster1
5892,17110.6806349206,32873.7627513227,2,11,0,180,1,1,1,21,0,4,0,1,10,0,2,0,8,0,0,cluster1
5893,17179.5568652038,32750.1926018809,5,3,0,116,2,12,1,1,0,3,0,0,1,2,8,0,10,0,0,cluster1
5894,17160.091383812,32533.8578210301,1,11,0,77,0,2,0,2,0,5,0,0,0,2,2,0,1,0,0,cluster1
5895,17172.0068417568,33275.4943721033,8,5,0,478,0,14,0,62,1,4,0,1,11,0,6,0,12,0,0,cluster1
5896,17250.3951326224,32466.0842220399,4,13,0,129,3,22,0,3,1,9,0,0,3,3,3,0,3,0,0,cluster1
5897,17477.1612200436,33292.7084241104,5,171,0,347,4,32,0,13,0,1,0,0,5,0,2,0,3,0,0,cluster1
5898,17477.7266496965,32500.4799295085,7,16,0,167,2,15,0,6,0,10,0,0,4,3,1,0,3,0,0,cluster1
5899,17515.1432490094,32715.1421822615,16,80,0,275,2,36,0,3,0,6,0,0,11,1,2,0,6,0,0,cluster1
5900,17591.2967821782,33174.7163366337,2,15,1,40,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
5901,17676.0667207463,33018.5998783208,4,29,0,447,2,7,0,7,6,8,0,0,0,1,1,0,2,0,0,cluster1
5902,17799.4101167315,32484.2406892718,2,36,0,128,1,7,0,0,2,4,0,0,5,8,0,0,0,0,0,cluster1
5903,17836.9249211356,32903.7974763407,9,48,1,417,5,13,1,2,3,4,0,0,5,3,1,0,6,0,0,cluster1
5904,17970.6414719045,32750.4254102437,9,83,0,527,1,10,0,0,0,5,0,0,12,2,1,0,1,0,0,cluster1
5905,18017.0522031995,32419.6702217233,16,147,0,620,2,14,0,4,5,19,0,0,44,4,81,2,8,0,0,cluster1
5906,18056.2387033399,32747.75,21,71,1,575,5,17,0,2,1,10,0,0,20,5,0,0,5,0,0,cluster1
5907,18108.6050696594,33173.4359520124,11,74,0,419,5,23,0,3,0,2,0,0,5,1,0,0,2,0,0,cluster1
5908,18117.5593346574,32604.0322740814,19,119,0,442,2,22,0,2,3,14,0,0,7,7,2,0,5,0,0,cluster1
5909,18180.7999287369,33065.6068056298,35,165,0,597,5,36,0,9,0,9,0,0,2,2,0,0,6,0,0,cluster1
5910,18328.9275596924,32642.748684743,8,115,0,502,1,23,0,8,1,6,0,1,7,1,1,0,5,0,0,cluster1
5911,18355.6205104516,32922.5096431459,45,121,0,543,17,44,1,21,2,6,0,0,36,4,18,3,11,0,0,cluster1
5912,18412.3607807943,32543.7879739735,13,81,0,290,2,14,0,3,2,4,0,0,0,3,0,0,2,0,0,cluster1
5913,18417.3415738162,32382.7649721448,9,44,2,244,1,6,3,24,1,2,0,1,2,1,8,0,3,0,0,cluster1
5914,18443.2493102583,33132.5808878856,4,13,0,161,1,7,0,9,0,1,0,0,0,0,4,0,2,0,0,cluster1
5915,18829.6480755935,33298.9919336253,13,41,0,575,0,16,1,2,0,6,0,1,1,1,6,0,3,0,0,cluster1
5916,19323.5207765668,33291.2775885559,15,20,0,321,11,16,1,5,6,4,0,0,4,0,4,0,5,0,0,cluster1
5917,19450.1345819656,32570.0388105812,0,0,0,0,2,20,0,17,0,2,0,0,9,2,1,0,3,0,0,cluster1
5918,19538.2564324949,32894.5917895345,7,33,0,10,0,3,0,2,0,0,0,2,5,1,2,0,2,0,0,cluster1
5919,19645.5762769969,33177.4566335276,8,14,0,5,0,19,0,11,0,1,0,0,9,0,16,0,5,0,0,cluster1
5920,19761.3892773893,32778.9842657343,0,0,0,0,0,11,0,10,0,6,0,2,9,6,4,0,6,0,0,cluster1
5921,19775.721659278,32532.0775807473,2,18,0,58,0,2,0,45,0,9,0,0,1,0,2,0,3,0,0,cluster1
5922,19814.5580442502,32950.1734498771,43,79,0,28,1,8,0,13,0,3,0,1,1,0,4,0,6,0,0,cluster1
5923,20018.4809676874,33263.5579428185,11,104,12,282,2,18,0,44,0,0,0,0,31,2,13,0,6,0,0,cluster1
5924,20119.4581622177,32799.3154517454,0,0,0,0,7,13,0,3,3,3,0,1,5,2,3,0,12,0,0,cluster1
5925,20180.0583427283,32955.3430101466,0,0,0,3,4,42,0,34,1,7,0,1,18,2,8,0,14,0,0,cluster1
5926,20170.4889354067,32645.4772727273,0,0,0,45,1,26,0,20,0,5,0,1,20,1,1,0,8,0,0,cluster1
5927,20190.8519184652,32461.6157074341,0,4,0,60,8,18,0,1,1,8,0,1,0,0,1,0,9,0,0,cluster1
5936,20858.1048466864,32752.7282746927,52,64,0,712,0,1,0,0,0,2,0,0,20,9,21,0,35,0,0,cluster1
5939,21225.9587165775,32463.566631016,8,42,0,924,1,14,0,0,0,4,0,0,4,2,3,0,5,0,0,cluster1
5940,21369.1880241857,32640.7706260971,0,12,0,593,0,1,0,0,0,2,0,1,8,0,6,0,7,0,0,cluster1
5941,21397.0535211268,32892.5544014085,3,3,0,565,0,9,0,10,0,3,0,2,5,0,34,0,10,0,0,cluster1
5942,21444.3941007784,33041.5493650143,0,9,0,597,0,10,0,51,0,10,0,4,12,0,10,0,11,0,0,cluster1
5943,21811.9435274699,33077.0794623909,0,93,0,435,1,9,0,56,0,3,0,1,16,6,7,0,8,0,0,cluster1
5944,21835.9425772998,32425.5492606107,0,92,0,643,0,8,0,2,0,9,0,0,4,1,12,0,15,0,0,cluster1
5945,21825.8835705045,33220.2425614489,1,28,0,568,0,9,0,55,0,1,0,1,39,1,13,0,7,0,0,cluster1
5946,21929.2272143774,32604.13478819,4,24,0,605,0,17,0,4,0,14,0,1,5,3,9,0,19,0,0,cluster1
5947,21961.0524362698,32738.8292997741,2,17,1,721,1,13,0,3,1,5,0,2,6,2,14,0,15,0,0,cluster1
5948,22204.8886881915,32764.9435538496,13,11,0,497,3,25,0,2,4,9,0,0,11,2,6,0,13,0,0,cluster1
5949,22195.51758969,33217.355276907,5,12,0,152,0,10,1,11,0,0,0,0,12,2,5,0,8,0,0,cluster1
5951,22285.4335215106,33041.1697488807,3,3,0,424,0,3,0,3,0,4,0,1,17,1,3,0,2,0,0,cluster1
5952,22291.2484351092,32612.2231186535,8,11,0,814,0,18,0,2,1,10,0,2,11,3,0,0,3,0,0,cluster1
5953,22376.3205753291,32839.2333008289,6,6,0,298,0,9,0,4,0,6,0,0,6,0,3,0,1,0,0,cluster1
5954,22433.0254891864,33008.0741503605,4,4,0,330,0,9,0,3,0,0,0,0,14,1,5,0,7,0,0,cluster1
5955,22451.6939546599,33220.8408060453,6,12,0,363,0,3,0,3,4,8,0,1,10,3,13,0,8,0,0,cluster1
5956,22588.4568260723,32615.5022958898,14,11,1,856,0,13,0,4,0,17,0,0,33,4,40,0,11,0,0,cluster1
5957,22600.2255170695,33103.530276601,12,4,0,303,2,8,0,2,2,6,0,0,9,3,6,0,15,0,0,cluster1
5958,22605.2403993856,32954.9086021505,3,10,0,227,1,2,0,3,0,2,0,0,10,0,1,0,2,0,0,cluster1
5959,22687.2023082145,32911.5621181263,3,11,1,574,0,3,0,4,1,7,0,0,11,1,5,0,7,0,0,cluster1
5960,22765.7455349248,32479.1955791335,10,19,0,602,1,19,0,12,1,8,0,0,19,2,17,0,5,0,0,cluster1
5961,22832.9888939257,32727.7669990934,9,26,0,1399,3,8,0,13,1,4,0,0,24,5,88,0,17,0,0,cluster1
5962,23124.8514056225,32631.5718875502,1,5,1,347,0,3,0,1,0,0,0,0,5,1,2,0,2,0,0,cluster1
5963,23167.8818487909,32514.3789409244,13,1,0,449,0,3,0,3,0,7,0,1,3,1,18,0,7,0,0,cluster1
5964,23233.5210456358,32631.3655294639,3,0,0,256,0,3,0,0,0,4,0,0,11,1,4,0,9,0,0,cluster1
5965,23662.0409726849,32396.4257161892,20,17,2,808,2,9,0,32,8,19,0,8,42,2,48,0,1,0,0,cluster1
5966,23696.6714015152,33087.4412878788,26,25,0,632,8,29,0,3,4,7,0,1,23,5,6,0,21,0,0,cluster1
5967,23782.3756928762,33186.4473414083,8,22,0,382,1,13,0,5,0,9,0,0,18,5,2,0,13,0,0,cluster1
5968,26893.5954426597,32742.1893911095,0,61,0,32,0,1,0,14,2,1,0,0,3,3,5,0,7,0,0,noCluster
5969,27422.2289861352,32719.4683708839,0,127,0,140,0,0,0,11,4,7,0,1,5,10,27,0,24,0,0,noCluster
5970,27907.1496975806,32968.7505040323,4,50,0,20,0,1,0,4,0,0,0,0,5,1,1,0,13,0,0,noCluster
5971,34503.2725430598,32509.2998986829,1,55,0,35,0,0,0,2,0,1,0,0,0,3,5,0,3,0,0,noCluster
5972,34633.8006125574,32820.2441041348,2,65,0,39,0,2,0,6,0,2,0,0,1,3,12,0,12,0,0,noCluster
5973,37393.8623298033,32456.1406959153,10,97,0,898,0,5,0,343,0,24,0,1,148,7,2,0,47,0,0,noCluster
5974,37801.8012859152,33025.357846092,6,44,0,399,1,31,0,50,0,19,0,1,4,1,5,0,17,0,0,noCluster
6082,1045.98726565264,33306.5061903077,3,6,0,580,0,2,0,123,12,14,0,2,16,1,5,0,6,0,0,cluster1
6083,1712.16951055231,33479.8953749439,8,36,0,985,3,13,1,270,11,36,0,11,28,4,95,0,14,0,0,cluster1
6084,1895.98385726423,33806.7822146701,14,7,0,616,1,11,1,147,12,7,0,7,20,0,12,0,10,0,0,cluster1
6085,1919.84901185771,33601.2735177866,8,4,6,712,0,8,4,95,6,4,0,5,34,1,13,0,2,0,0,cluster1
6086,2120.51141064994,33958.6866408648,6,3,0,1042,0,19,0,274,6,5,0,9,73,0,44,0,12,0,0,cluster1
6087,2515.5867163965,33553.8555443982,29,37,20,1242,0,2,0,186,10,39,0,35,56,0,79,0,10,0,0,cluster1
6090,2927.7263488991,34205.7815146383,2,0,0,518,0,10,0,71,11,33,0,3,17,0,3,0,4,0,0,cluster1
6091,2988.01795195954,33684.3135271808,0,72,0,145,0,0,0,2,1,2,0,1,0,0,0,0,3,0,0,cluster1
6092,3040.99645715785,33405.387219525,7,18,0,298,0,8,0,60,5,24,0,3,16,1,10,0,2,0,0,cluster1
6093,3065.0023218691,33894.5830793789,15,3,0,479,0,5,1,82,8,43,0,1,5,3,11,0,6,0,0,cluster1
6094,3164.20833333333,33345.122637457,17,14,2,533,1,4,0,130,0,8,0,2,39,2,11,0,3,0,0,cluster1
6095,3181.17316620241,33869.8904363974,18,20,0,346,3,10,0,111,10,8,0,2,24,1,19,0,11,0,0,cluster1
6096,3339.12156950007,33654.5921228304,15,39,0,735,5,19,1,147,18,23,0,8,31,3,24,0,15,0,0,cluster1
6097,3294.51314724919,34089.5315533981,10,5,0,749,2,9,0,189,7,53,0,6,27,3,16,0,13,0,0,cluster1
6098,3483.27922077922,33355.2870916962,3,23,0,894,0,8,0,227,6,47,0,4,19,0,31,0,7,0,0,cluster1
6099,3531.38159937888,33625.1002846791,4,59,0,610,2,9,0,80,10,14,0,4,23,2,5,0,9,0,0,cluster1
6100,3520.62522563177,33880.3316787004,8,13,0,599,0,21,0,201,9,10,0,6,15,0,22,0,12,0,0,cluster1
6101,3568.60438871473,34099.7456635319,5,4,0,953,0,1,0,227,0,11,0,5,16,0,6,0,7,0,0,cluster1
6102,3668.03978145808,34009.8963633259,11,4,0,550,0,7,0,221,2,9,0,2,12,1,0,0,1,0,0,cluster1
6103,3709.41882067851,33763.0644857297,14,10,1,475,1,14,0,135,4,3,0,3,18,0,0,0,3,0,0,cluster1
6104,3795.60570199032,33879.6971490048,2,2,1,411,1,0,0,93,0,3,0,0,8,0,0,0,3,0,0,cluster1
6105,3824.39542120471,33441.5250055568,6,5,0,509,1,8,0,49,0,9,0,1,4,2,2,0,6,0,0,cluster1
6106,3843.46381865737,33317.7770996803,4,0,0,367,0,1,0,12,0,1,0,0,10,0,0,0,2,0,0,cluster1
6107,3878.90127254929,34246.5220248916,6,2,0,691,0,10,0,70,0,10,0,4,16,0,0,0,4,0,0,cluster1
6108,3897.11434420237,34034.111273578,5,0,0,589,0,7,0,73,0,4,0,1,25,0,1,0,6,0,0,cluster1
6109,3906.30968523002,33810.3092009685,1,2,0,283,0,3,0,114,3,1,0,2,12,0,2,0,2,0,0,cluster1
6110,3906.6838370565,33912.4226018397,1,1,0,369,0,4,0,36,0,0,0,3,7,1,0,0,3,0,0,cluster1
6111,3955.74219536757,33710.943856999,4,3,0,495,1,4,0,167,0,7,0,0,20,1,4,0,8,0,0,cluster1
6112,4052.67786321327,34138.0857952246,7,2,0,425,1,9,0,99,2,0,0,0,10,0,1,0,1,0,0,cluster1
6113,4051.54990647849,33525.0955619793,4,10,0,572,0,9,0,42,2,22,0,4,13,1,8,0,8,0,0,cluster1
6114,4109.95807242037,33426.0830383882,4,2,0,417,0,7,0,78,0,5,0,5,11,0,1,0,12,0,0,cluster1
6115,4148.68524032327,33971.7282007656,0,2,0,722,0,5,0,87,1,4,0,2,11,1,0,0,6,0,0,cluster1
6116,4171.68813460981,34218.6391064694,2,3,0,533,0,8,0,78,1,3,0,0,13,1,3,0,4,0,0,cluster1
6117,4226.30948028206,33867.6672760512,4,3,0,381,0,2,0,49,0,2,0,0,11,0,0,0,1,0,0,cluster1
6118,4233.49179292929,34163.2948232323,3,2,0,542,0,18,0,108,2,6,0,3,32,1,1,0,3,0,0,cluster1
6119,4267.4419245443,33740.1049173379,1,4,2,590,0,14,0,83,3,17,0,2,13,0,3,0,3,0,0,cluster1
6120,4258.7591857001,33444.480387289,0,9,0,513,0,7,0,107,2,11,0,5,12,1,3,0,7,0,0,cluster1
6121,4339.27155917964,33952.3805287868,5,5,0,697,1,4,0,106,0,16,0,2,18,0,5,0,3,0,0,cluster1
6122,4339.59971128068,33351.5984739121,3,4,0,467,0,5,0,55,0,1,0,1,11,1,0,0,2,0,0,cluster1
6123,4415.45264224211,34183.2648995441,8,6,0,828,1,28,0,148,0,22,0,2,33,0,3,0,4,0,0,cluster1
6124,4424.01601830664,33761.6905034325,3,6,0,534,0,5,0,40,5,3,0,1,13,0,2,0,2,0,0,cluster1
6125,4527.39766773703,33825.682778435,9,11,0,628,0,4,0,41,0,4,0,0,7,1,1,0,2,0,0,cluster1
6126,4657.13174923093,33591.6531240055,4,6,1,517,0,16,0,37,2,4,0,0,21,2,3,0,9,0,0,cluster1
6127,4690.26645829264,34105.5038093378,17,5,0,205,2,8,1,59,0,5,0,0,0,0,6,0,2,0,0,cluster1
6128,4676.87928946306,34239.3304400484,8,1,0,340,1,2,0,159,1,7,0,0,17,0,0,0,2,0,0,cluster1
6129,4664.21133867616,33889.7108934402,6,6,0,223,0,4,0,208,0,2,0,1,8,0,4,0,0,0,0,cluster1
6131,4755.69697390339,34005.4862576346,3,0,0,22,0,3,0,111,0,17,0,0,5,0,0,0,3,0,0,cluster1
6132,4767.95054762695,33407.7909060737,7,1,0,55,0,2,0,35,0,7,0,2,9,0,5,0,2,0,0,cluster1
6133,4828.40835641736,33629.8792705448,1,6,0,89,0,4,0,13,2,2,0,4,7,1,3,0,5,0,0,cluster1
6134,4862.30348346235,33508.724137931,2,1,0,42,0,0,0,7,0,2,0,0,14,0,3,0,1,0,0,cluster1
6135,4844.89516526887,34202.3394178589,0,0,0,216,0,2,0,13,0,5,0,0,1,0,0,0,1,0,0,cluster1
6136,4867.41040696497,33810.7762705001,2,2,0,63,0,1,0,16,0,1,0,0,1,1,1,0,3,0,0,cluster1
6137,4882.20085042521,33402.7413706853,3,6,0,50,0,7,0,35,0,5,0,0,7,0,4,0,0,0,0,cluster1
6138,4967.67985530183,33938.5900972191,5,5,0,84,0,1,0,29,0,5,0,0,1,0,1,0,2,0,0,cluster1
6140,5010.42145147187,33632.7758670941,3,4,0,118,0,7,0,19,10,3,0,3,17,0,13,0,3,0,0,cluster1
6142,5065.19242658424,33813.6620298815,5,3,0,86,1,11,0,34,1,2,0,1,8,1,19,0,7,0,0,cluster1
6143,5132.59206174201,33922.6999264976,2,0,0,67,0,2,0,70,0,2,0,1,10,0,10,0,3,0,0,cluster1
6144,5116.27344365642,33700.6774363016,9,52,0,33,2,3,0,9,3,3,0,3,4,2,7,0,19,0,0,cluster1
6145,5173.56633964027,33516.7507591684,2,6,0,152,3,2,0,122,2,4,0,3,8,4,5,0,6,0,0,cluster1
6146,5230.44632506376,34053.7067006724,0,1,0,81,0,9,0,81,0,7,0,1,5,0,2,0,5,0,0,cluster1
6148,5251.24393442623,34163.848852459,1,2,0,111,1,2,0,89,1,8,0,0,7,0,0,0,3,0,0,cluster1
6149,5303.14285714286,33531.2377317339,10,29,0,177,0,7,0,137,2,0,0,5,24,0,6,0,3,0,0,cluster1
6151,5391.30922509225,33747.3964944649,7,9,0,225,0,2,0,125,0,3,0,4,7,1,11,0,9,0,0,cluster1
6152,5410.88800680465,34055.4933371137,6,3,0,45,0,5,0,60,0,1,0,2,5,0,2,0,5,0,0,cluster1
6153,5394.57439694292,34153.4210652018,5,5,0,170,1,4,0,42,0,4,0,1,4,1,0,0,6,0,0,cluster1
6154,5491.88229325216,33513.6080669711,2,8,0,376,0,1,0,73,0,4,0,0,8,2,2,0,9,0,0,cluster1
6155,5507.4580741478,33961.0251306295,2,4,0,133,0,6,0,80,0,2,0,1,4,0,0,0,1,0,0,cluster1
6156,5610.79078398021,33726.6700170094,4,3,1,276,0,5,0,74,0,6,0,0,5,0,1,0,4,0,0,cluster1
6157,5599.23163174978,34009.8442018295,2,0,0,315,1,3,0,58,0,3,0,0,4,1,1,0,2,0,0,cluster1
6158,5643.68336134454,33352.8517647059,3,1,0,543,0,1,0,78,0,8,0,0,7,0,0,0,6,0,0,cluster1
6159,5642.74206508638,33538.0156689433,3,1,0,346,0,0,0,19,0,1,0,3,2,0,3,0,1,0,0,cluster1
6160,5672.57522123894,33676.0332743363,2,3,0,381,0,3,0,1,0,10,0,0,6,1,1,0,3,0,0,cluster1
6161,5719.01186637431,34025.3870759706,4,2,0,459,0,8,0,2,0,3,0,0,5,0,0,0,5,0,0,cluster1
6162,5794.36878850103,33894.2154004107,3,2,1,524,1,1,0,0,0,1,0,0,14,2,0,0,3,0,0,cluster1
6163,5836.65297297297,33735.3932972973,2,1,0,455,0,4,0,25,0,9,0,2,17,0,3,0,6,0,0,cluster1
6164,5837.37639101026,33473.2251800131,3,2,0,372,0,3,0,53,1,12,0,1,5,0,0,0,4,0,0,cluster1
6165,5917.25798379409,33953.5875834128,0,2,0,603,0,2,0,4,0,1,0,0,6,0,0,0,3,0,0,cluster1
6166,5935.95888232622,33678.2891867333,4,1,0,332,0,8,0,2,0,1,0,1,9,2,5,0,7,0,0,cluster1
6167,6009.66135458167,33608.6871338177,2,12,2,377,1,12,0,3,2,7,0,2,5,2,1,0,4,0,0,cluster1
6168,6056.44462215114,33416.8676529388,7,8,0,701,0,0,0,164,0,13,0,1,28,0,1,0,8,0,0,cluster1
6169,6063.01247920133,34070.6869107044,1,2,0,450,0,8,0,9,1,2,0,0,13,0,1,0,3,0,0,cluster1
6170,6081.7021441488,34182.6701110824,1,1,0,518,0,3,0,8,1,4,0,0,6,1,3,0,3,0,0,cluster1
6171,6123.88890254393,33686.4002703699,10,17,1,590,0,7,0,0,1,2,0,2,3,0,1,0,3,0,0,cluster1
6172,6166.91780558229,33897.1776708373,7,12,0,549,1,19,0,9,1,15,0,1,7,0,5,0,5,0,0,cluster1
