Xpos,Ypos,BABAM1,KDM5A,GAPDH,LMNA
3645.53930635838,16392.5962427746,8,3,396,155
3763.39294503692,16180.3156275636,15,19,780,310
3868.88106644449,16561.8450322849,12,18,754,232
3897.68383447455,16168.6138731765,9,13,548,212
4019.41716441371,16302.8450172902,17,16,704,252
4120.7314415437,15846.9741203178,12,8,926,251
4126.51063829787,15746.3845905867,4,6,777,145
4136.26063327032,16244.4650283554,13,3,419,154
4291.1929726715,16128.5554935862,4,7,524,166
4352.46375860938,16283.913250246,19,23,1342,338
4497.8739047619,16523.827047619,3,5,349,121
4585.79735547355,15994.8210332103,6,8,851,152
4633.59847383721,16510.4429505814,1,6,516,172
4658.51782363978,15826.6641651032,4,1,399,82
4713.29565646594,15775.0143139191,3,7,431,102
5069.22128110111,16121.5346744309,13,6,747,315
5081.8848673947,16037.6595943838,2,7,1026,355
5243.42076631977,16509.4777672658,8,8,855,186
5395.36175882745,16469.4943371086,4,0,524,143
5549.06513409962,15857.5584291188,1,5,494,121
5558.65810419682,16530.7800289436,4,5,633,188
5629.80943275972,15801.2122370937,2,8,438,99
5718.07910685805,16268.604784689,7,3,566,140
5770.64421798848,16025.7806823217,10,3,857,232
5851.51526333445,16451.7480711171,8,12,747,253
5887.9728480647,16606.4471403813,17,18,993,144
6115.40302982484,16146.239861133,11,9,1343,341
6483.3483935743,16034.6772088353,7,4,508,128
6504.79525862069,15851.4001436782,12,13,446,174
6584.61623616236,16209.8655350554,16,16,476,163
6598.11530309453,16025.0597710894,18,6,376,219
6938.76390509529,15774.4157915208,10,3,393,232
7391.41522157996,16357.1605651895,14,12,554,68
7626.31346989448,16418.303538175,16,4,728,218
7735.75430172069,15929.1400560224,3,0,519,199
7935.82570281124,16599.1004016064,11,2,697,175
8614.29756850637,16637.0405248939,8,6,655,215
8961.92826904986,15951.8518344309,17,15,1065,315
9037.49230387289,16499.7509930487,9,7,566,149
9294.08641674781,16966.4416585524,0,3,158,18
9463.41239650929,16357.4381293354,9,15,473,265
9606.771873165,16408.4932472108,8,9,460,127
9646.44564796905,16130.6274661509,4,5,355,180
9701.75348947244,16261.7553820677,3,11,618,173
9810.83003003003,16493.1243243243,6,10,595,148
9974.99299474606,16087.4605954466,5,11,787,282
10113.8004640371,16343.8611755607,7,9,495,219
10230.2091072498,15891.7064110246,3,7,604,163
10249.6928715875,16424.0778564206,3,7,361,20
10264.6432561852,16056.2350359138,4,7,428,135
10274.0075537478,15969.7861708309,3,4,325,130
10354.7760761589,16156.9668874172,3,5,391,84
10391.9452932479,15983.7570231641,2,1,296,86
10458.1715210356,16226.3405526512,7,5,629,139
10478.9863994273,15962.6571224052,13,6,608,244
10493.2967213115,16065.0901639344,2,2,245,86
10528.0557664234,16357.6437956204,12,5,1015,183
10600.4614852399,16175.8826107011,3,3,478,109
10654.6516853933,16059.9822817632,6,4,472,189
10651.5133795837,15798.1873141724,9,7,807,178
10712.5588723051,16197.9286898839,8,11,746,171
10954.536969697,15801.0260606061,5,6,1012,100
10953.6503728252,17050.0753935377,4,6,544,215
11111.3081552814,16149.0454408667,11,13,1358,230
11235.6008072654,16083.3693239152,12,10,1398,409
11254.372706422,16248.9429472477,8,12,1389,273
11546.0313158687,16009.8509485095,3,4,888,190
11572.7956021989,16378.5674662669,6,9,714,165
11579.3834966804,16148.638634208,2,3,571,116
11591.1751285347,16259.6703084833,2,0,275,43
11663.6931483817,16492.3820933165,6,10,570,144
11680.2396907216,15855.8608247423,4,2,599,139
11738.3981863149,16422.0144270404,1,2,428,85
11760.074669967,16587.2966171617,2,5,620,110
11880.5835509138,15776.9725848564,1,0,570,72
11886.8091106291,16102.5331887202,1,0,454,85
11916.1660675773,15917.9683680805,2,0,537,113
11922.8147394137,16432.6828175896,3,4,591,150
11927.2360633173,16607.2918100482,6,3,621,138
11966.3377814846,16149.4658048374,9,8,804,157
12050.9561605907,15966.4353945547,2,5,441,169
12038.0687237027,16565.400921659,4,2,218,45
12046.2258536585,16525.1609756098,2,8,339,83
12065.518830703,15939.6483142037,1,3,377,168
12116.295735901,16579.7336084365,4,1,365,83
12177.1565686863,16401.4079184163,8,10,706,97
12188.4870897155,15917.0919037199,9,15,754,232
12229.5548855388,16525.2888888889,2,5,509,62
12411.7687861272,15875.4986512524,10,7,264,54
12448.2835643564,16396.4205940594,8,6,604,111
12484.6601164483,16268.9668850073,27,14,993,290
12600.0898554337,16411.7613409771,18,21,1138,303
12711.9327400662,15957.2605546358,17,24,1464,328
12778.835,16587.7521875,13,9,686,181
12823.1526836894,16335.3934340802,13,7,905,202
12988.2510906447,16006.8468250121,2,5,401,61
13392.8991481176,15906.9263533938,2,6,518,167
13447.8775948461,16131.3886900501,8,9,484,178
13466.6533845415,15847.8098895823,2,5,487,113
13527.7367506516,16241.4891398784,10,10,514,225
13614.9179143914,16605.8812753215,6,9,456,144
13651.4506361323,16203.2832061069,9,9,695,251
13720.6609735269,15985.6050384287,1,1,565,190
13765.1361590398,16621.1061515379,4,8,559,155
13835.3775843308,16455.3310119695,8,16,593,179
13845.2946839682,15985.2151527836,8,13,743,167
13865.8255965293,16264.6247288503,8,6,491,96
13876.0649692713,16601.130231197,5,3,417,107
13890.4489795918,16162.0401360544,4,8,422,97
13980.0484230647,16319.3058298821,17,7,641,87
13975.2771949199,16510.0819988956,6,11,501,67
14060.3627696155,16602.6481713035,8,6,390,97
14057.0115350488,16198.3708961846,4,6,439,45
14056.8160106148,15785.2498894295,8,6,497,148
14158.8553971487,16550.655125594,3,3,407,60
14298.2739331027,15775.9443483276,13,10,833,163
14346.3337653921,16288.152624757,6,11,393,70
14413.3360588716,16118.1231943309,12,6,498,143
14495.20582617,16045.7445081184,6,8,416,114
14509.1891409635,16334.6614835585,12,8,580,106
14520.9762886598,15832.3036082474,0,0,536,53
14530.4510869565,16164.5380434783,6,4,457,113
14594.081300813,16086.4634146341,4,3,330,85
14850.8870870871,16264.6492492492,21,25,1592,205
14858.9426424051,16760.3738132911,0,0,90,17
15007.021753039,15898.2921731713,2,0,231,103
15074.9062200957,16299.8971291866,5,3,407,128
15098.7559857361,16376.8359653591,6,4,429,112
15184.1850317592,16091.1082573875,15,12,1030,186
15245.9629200463,15819.88798764,2,1,515,82
15319.0573007103,16460.8569850039,27,14,1630,377
15514.4441151566,16047.3640982218,2,2,643,116
15520.6691176471,16442.1663602941,8,8,706,135
15560.0474243663,16524.311529027,0,0,525,73
15647.3760945709,15778.9190017513,1,0,259,10
15655.7258008956,16293.0151567344,7,7,694,96
15696.690346845,16581.1646468868,6,4,670,138
15748.3998250219,15757.7327209099,3,3,288,66
15813.6264668902,16392.1023679799,11,12,1116,239
15790.6804812834,15933.6189839572,6,6,458,155
15846.0793368857,15745.5014801658,4,3,513,125
15974.0473967684,16605.1010173549,8,8,846,82
16096.1546275395,15835.5098758465,0,0,445,73
16261.2896698616,15954.5924742634,4,4,920,329
16336.5259412985,15900.3234509339,2,3,542,130
16376.9931097841,15758.5640790078,0,0,339,48
16378.5412262156,15844.3535940803,0,1,249,40
16542.0477351209,16583.3284582572,10,5,672,107
16640.4618852459,16031.6756147541,10,5,873,130
16614.4118975904,15803.4322289157,7,1,383,74
16795.8767252196,15914.1433500627,2,4,261,81
16972.9882321476,16669.8745653918,7,8,584,68
16979.7774064171,16577.0661764706,5,5,343,58
17126.8254183627,16640.5477159656,14,4,392,80
17144.7011152416,16498.2275092937,14,16,707,181
17268.1126279863,15983.9741589469,2,6,369,286
17308.3140459364,16589.4348498233,12,17,846,124
17295.064498037,16090.7756590017,6,11,456,221
17380.5890944499,15812.5267770204,4,2,426,159
17396.7282541641,16110.5379395435,6,6,449,139
17487.8883227176,16525.8140127389,19,12,925,188
17599.3910341767,16000.9316466933,2,5,506,127
17632.8190444296,16442.1830765796,12,21,596,94
17729.6868913858,16508.2133895131,10,10,401,62
17755.7567567568,16035.527027027,4,3,393,108
17832.3104377104,16137.1626262626,18,15,1009,232
17834.4074812968,16363.2743142145,10,13,1030,238
17856.6037613489,16600.490920882,7,10,453,113
18021.534783424,16258.984624039,19,8,1210,336
18024.4373130608,16498.3670239282,5,5,449,100
18038.627141569,16615.0279531109,7,3,576,152
18075.8863764839,16416.1938948558,6,8,566,165
18149.7100360577,15876.8028846154,2,6,438,83
18150.3043896187,16486.7875680872,4,4,407,101
18197.1461038961,16282.8847402597,6,7,639,201
18238.584079602,16609.9985074627,9,3,577,134
18264.9079555967,15875.1419981499,3,5,670,121
18292.410652921,16485.9884020619,4,7,393,125
18323.377265745,16314.1041474654,8,15,681,258
18326.743604997,16541.7281380131,8,2,443,154
18394.7662251656,16119.8847682119,5,5,647,184
18424.9543913713,16438.2918335901,3,6,608,157
18508.0695696985,16612.6748260758,13,15,881,199
18481.1809011432,16026.23066577,8,3,436,127
18527.5932805244,16163.540016389,4,6,335,124
18536.9380073801,16157.9435424354,3,3,315,172
18541.8856423174,15832.2614609572,0,6,390,68
18601.49765625,16248.881640625,6,9,835,319
18653.8540540541,15831.0581875994,6,5,551,236
18686.0222055888,16166.2125748503,11,11,578,262
18744.3053777209,15802,3,0,329,102
18788.3667307164,16146.7768322811,12,10,436,149
18804.7312049434,16039.1879505664,12,9,817,286
18848.5427077281,15772.9096455549,1,7,446,148
18860.1909448819,16258.5127952756,7,6,527,212
18894.7214182344,15900.4167872648,11,3,520,215
18984.1501154734,16268.6274056967,1,5,270,73
19071.3192009784,16180.1267835304,5,4,432,166
19098.9505840072,16420.1428571429,6,3,212,74
19120.5742078933,15765.4785992218,1,0,441,78
19129.6737460461,16324.9145955716,6,6,465,209
19137.7489795918,16627.3224489796,5,13,796,160
19165.1487778959,16515.4686503719,4,1,358,60
19187.4110074026,15896.3057611844,3,3,326,74
19200.4382440476,16380.5550595238,3,0,282,76
19208.8070844687,16004.4310626703,5,2,351,162
19244.8729372937,16469.2502750275,1,2,204,54
19281.6367824238,15927.4879518072,0,4,250,102
19316.2418873183,15826.1435397173,0,5,654,179
19320.9066954644,16502.2211663067,5,5,304,94
19385.9504814305,15951.8304676754,5,1,484,115
19520.8055278055,15986.7985347985,9,9,606,166
19561.4006062137,16088.5253851983,11,16,538,166
19584.6442550505,16605.1578282828,12,8,1077,318
19622.0970184572,15827.7941315665,9,11,558,186
19652.6907157229,16021.9701063524,15,10,504,163
19686.9595854922,16283.6766839378,7,10,572,127
19746.7707509881,16176.3798418972,13,7,429,172
19800.6746463547,15933.4445048966,7,1,271,91
19845.4507192328,15987.1816728823,8,4,389,118
19859.6722070845,16489.9901907357,9,13,800,109
19904.3440030852,15859.8711916699,7,5,629,225
19937.8072507553,16184.0570996979,14,15,526,171
19977.6290646327,16018.3159373745,17,11,516,159
20030.9643510055,15828.4936014625,7,1,433,95
20043.8518645228,16411.3660622648,9,7,472,96
20115.9895572264,16652.4782790309,4,0,784,122
20122.2672634271,15862.7540494459,5,0,369,62
20125.3043478261,16050.7473560517,8,8,415,155
20128.8429046037,16246.3246321785,6,4,352,136
20131.4485013624,15754.6049046322,7,6,572,142
20147.756801319,16571.2065127782,4,2,286,117
20224.609343536,16360.9512686267,10,6,592,119
20236.718895966,16558.4785562633,8,5,386,119
20435.2084893883,15905.9837702871,10,3,472,131
20451.114692908,16619.9066847642,11,8,583,152
20463.6677040111,16224.6649377593,4,5,199,47
20518.6690943635,16364.3419886004,5,10,442,91
20557.3293792013,16217.6892052195,11,4,464,137
20589.5829145729,15889.7239530988,18,10,688,291
20653.6745197535,16249.6788691555,9,7,447,156
20721.1656804734,15885.2369230769,8,11,771,209
20743.5774896877,16424.9699469652,6,3,418,117
20789.8599402589,16170.4686359111,14,14,590,282
20812.8319526627,16569.4737672584,7,7,587,115
20861.7587939698,16355.8510735496,10,6,415,123
20910.7169256615,15766.1272574549,10,6,759,187
20927.2839699436,16457.6756418284,9,11,484,162
20955.2953147184,15963.7411263606,4,9,668,188
20991.7192893401,16588.2956852792,13,11,513,149
20972.1187263896,16338.5056664868,3,6,449,160
21060.8683114386,16093.9833386735,11,12,850,229
21077.2117320375,16293.3689691079,9,5,571,160
21080.8621157324,16373.1057866184,10,6,428,132
21087.0352243233,16641.007415647,9,7,679,113
21142.5458104933,15969.1738449491,8,3,580,141
21209.2503396739,16460.7408288043,9,7,583,135
21203.8060810811,15777.4932432432,5,3,601,89
21266.5308402137,15961.7911607576,6,6,505,129
21266.6885350318,15873.3388535032,1,3,252,77
21372.2470422229,16179.8901552155,11,11,1015,171
21410.0248046211,15784.75127421,7,9,586,108
21479.0622884225,16322.653689912,11,12,786,266
21605.7295756808,15881.3217226092,4,3,963,176
21780.2595959596,15784.4242424242,0,1,356,27
21819.2638942868,16434.3898173339,4,4,388,63
21916.7226475434,16642.5400717124,4,5,623,61
22037.0053651267,16405.6196721311,6,9,667,65
22064.4666166542,16578.3713428357,0,5,508,83
22104.2992880613,16000.0810514786,1,2,593,108
22110.4042288557,16513.1623134328,3,3,448,46
22297.3123563218,16227.7376436782,9,5,394,142
22421.2256027555,16467.5528128588,17,6,539,93
22582.3058510638,16156.9838007737,23,16,604,302
22645.2098986285,15806.2737030411,6,2,560,150
22701.826852775,16500.4267198405,15,9,457,212
22855.9931529182,16200.6005868927,14,12,743,335
22909.1703741153,16124.6476238625,10,8,823,382
22987.0979381443,16251.1676975945,8,11,651,304
23245.2591001583,16008.5839927651,9,13,679,164
23669.9957739039,15812.4051769678,3,3,390,52
23796.4742959321,15952.3518104604,3,3,424,64
23810.8357235984,16043.9404606693,7,2,514,108
23965.645534617,16606.6039532978,6,16,837,154
23912.7970365265,16230.5282563749,6,3,787,124
23940.7867183713,15847.7867183713,3,2,559,52
24149.0640911121,16578.5578383207,8,14,1686,224
24256.5965488907,16098.7250068474,9,4,790,95
24345.7378355705,15992.1895973154,4,1,690,148
24478.7663791799,16167.9188984718,5,8,908,322
24524.0954437487,16007.671777154,4,6,899,355
24514.389619883,15750.1366959064,2,3,327,21
24524.7089506799,16326.6837832352,10,13,1567,396
24703.3103861119,16209.1331936546,1,1,614,83
24851.1008050403,16395.3846692335,9,4,779,166
24914.1035067873,15753.0514705882,3,3,504,51
24936.3723958333,16211.7586805556,0,2,381,105
25345.9364084192,16047.9368562472,7,4,233,122
25000.4245429191,16119.8239851255,3,6,308,115
25388.5167041439,16034.9343077417,3,3,170,96
25560.6057692308,16016.9071745562,3,4,355,103
25671.2854398771,15975.4229734921,0,1,436,78
25758.4541925466,16456.1754658385,7,6,537,236
25773.6208874132,16364.3410805916,12,8,624,341
25766.5385435169,15792.6262877442,1,4,433,69
25808.21157766,16628.6513113195,5,9,633,294
25891.4313160423,16434.123439001,10,11,644,271
25960.1436375321,15962.6140745501,12,14,559,173
26331.4521032167,15944.586426299,4,6,557,260
26342.1750152718,16343.0088576665,19,15,701,236
26379.2787356322,15757.132183908,6,4,470,166
26433.7223088924,15877.9828393136,10,2,467,171
26469.9665932452,16260.4790748899,34,17,809,313
26720.5384615385,15791.6842355176,4,3,594,162
26739.7503676471,16243.3772058824,11,3,569,214
26783.4387239419,16495.7201516109,7,4,508,173
27222.302532833,16173.1716697936,4,6,355,114
27231.2414248021,16239.5910290237,3,3,226,104
26853.315839393,16099.2156180841,13,5,592,151
26959.995545657,16045.3891186764,9,2,403,146
27045.1558980439,16213.2222880854,9,3,420,129
27072.3018814139,16496.4030786773,17,6,515,239
27115.2354663321,15846.5161020494,10,2,611,174
27121.9453099105,16280.6837918462,4,7,376,129
27135.1698601761,16147.8259968928,7,6,469,141
27229.1095238095,16201.0471428571,1,2,117,50
27282.6282437006,16466.3495675066,16,12,793,224
27344.132388664,16279.4356275304,4,7,381,147
27464.0582564962,16341.313285834,11,7,614,169
27658.3208065995,15802.503208066,1,2,251,37
27711.5229552469,16608.6469907407,4,5,560,99
27701.4463645256,16404.3231170525,4,2,568,131
27755.7394477944,16322.1466201206,7,10,668,184
27897.0077740347,15852.1080590827,11,13,797,232
27916.8903158625,16611.2686567164,5,9,579,139
27932.0670341786,16494.8522601985,14,17,973,322
28027.5098762752,17004.1566095073,1,0,93,19
28074.6144121365,15935.4911504425,10,8,873,301
28192.2047075606,16305.1144793153,21,14,915,396
28255.6727777778,15963.6943055556,7,10,1232,188
28307.2809854706,16636.4046746684,10,16,665,210
28544.8174539632,16540.8871096878,17,7,500,205
28730.3226761397,15955.6509769094,13,13,1006,179
28735.835745938,16534.788774003,16,9,623,182
28995.5709052852,16487.0554683412,8,8,743,199
29048.6799468792,16410.6248339973,7,2,400,157
29126.2819794585,16457.7254901961,9,3,307,93
29156.0555785981,16369.1667357943,12,13,748,343
29228.9268929504,15927.655589841,15,12,963,260
29212.4266581633,16484.7863520408,7,7,405,110
29270.5415363226,16404.9468196038,8,9,550,149
29327.1454880295,15768.9152854512,1,3,706,93
29419.7829150154,16065.1569793043,8,7,721,216
29468.9413875598,16398.7745215311,7,7,385,155
29490.8946843854,16003.6940199336,4,2,933,183
29494.0206782465,16283.5541770058,11,1,382,174
29689.4023109244,16249.1796218487,9,10,478,262
29877.3091106291,15841.464208243,4,0,543,212
29878.7128432956,16010.8893376414,8,1,487,226
29911.5194174757,16410.283171521,9,12,666,159
29975.2124901807,16075.965043205,4,0,370,126
30015.3363188536,15768.486341245,4,0,402,146
30030.3104540655,16025.5538542767,2,0,418,107
30068.3992762364,16509.0736922908,6,10,868,168
30187.8199066874,16168.7726283048,3,1,631,174
30210.4945438673,15776.102138804,10,5,1003,134
30229.4193355283,16326.8341813828,10,15,862,227
30268.8272921109,16512.4340542187,5,5,651,193
30311.8295107034,16867.3218654434,6,1,598,188
30372.8791648156,16048.6845846291,4,4,561,93
30373.3712172159,16982.0887693342,5,1,425,48
30412.6401558561,16212.2913133165,5,11,676,99
30461.5502610966,15941.8020017406,6,6,832,163
30616.881636794,16012.0973960095,28,14,824,189
30786.9486215539,16369.1109917651,21,14,975,410
30873.7175,16279.9065,11,10,612,287
30958.6024653313,15793.6081150488,8,2,548,158
31072.7746418644,16355.3538593115,13,16,849,249
31089.1178174795,15858.4302269435,6,2,730,142
31258.7733443028,16532.7383792678,2,6,379,88
31297.1365139348,16423.4756731223,10,10,251,84
31369.5417080437,16494.6102284012,8,5,380,124
31445.8471971067,15781.4309825196,5,7,639,98
31463.5225375626,16561.2892916766,4,11,339,95
31593.8486949429,16532.0587275693,7,7,688,184
31768.3967504251,16652.2316266767,5,2,428,104
32046.3585714286,15987.4988095238,16,25,1184,524
32044.5668073136,16561.1040787623,4,2,408,87
32081.3739198743,16986.6504320503,6,1,443,97
32166.5992521035,16583.2324711748,9,5,628,168
32254.3112206217,16286.610816275,24,12,852,251
32256.6686446713,16429.0985046285,16,13,867,249
32470.3747361013,16031.3740323716,13,8,375,141
32579.846743295,15913.2423371648,8,9,616,153
32600.0394686907,16067.0462998102,12,6,579,142
32676.8967391304,15945.2427536232,8,10,465,153
32741.1775882705,16474.1128067026,20,28,1075,376
32749.4843178254,15981.5248301098,14,8,668,232
32843.3830845771,15888.7782825005,6,11,756,240
32973.8910353154,16077.6888016903,21,17,1448,494
33318.4341812519,15901.3008380303,6,21,1743,265
33352.2216307089,16082.4279910339,22,39,2103,536
33708.9751666667,16229.1541666667,13,11,619,150
33702.4023916293,15920.9464872945,21,13,1128,353
33728.1553284672,15785.5103649635,8,8,924,240
33734.5760598504,16077.6312789455,15,5,768,248
33748.5287490288,16343.771950272,10,2,362,80
33806.5082444229,16642.1416100873,2,2,497,62
33829.0763358779,15894.2591603053,9,1,331,133
33881.0549490539,16585.3344250364,5,3,305,65
33946.9894154438,15766.3252345441,6,7,519,169
34006.9834926151,16069.8110338836,5,8,421,151
34011.5798180314,16513.0384615385,6,3,417,74
34044.2813163482,16218.2837933475,16,12,379,90
34064.0458991723,16358.9492099323,6,11,505,121
34186.6485008104,16326.4416531605,5,2,561,118
34202.6321017084,16190.4116011124,9,0,370,155
34209.4652326163,16104.4742371186,2,2,204,69
34366.2556036178,16404.8104600865,7,0,394,138
34449.4955844156,15975.5854545455,8,0,324,175
34513.6448,15795.2096,3,0,218,68
34521.2551346417,15893.6280237335,5,0,443,192
34528.8522259633,16394.9225589226,8,0,530,183
34623.5532154945,16249.3621662279,5,0,483,270
34627.2415630551,16113.3814387211,7,0,550,313
34664.1061160481,16511.8473601673,4,0,372,113
34673.5992419021,15782.1764300482,5,29,441,129
34694.7455947137,16043.920154185,11,0,582,273
34732.6162652981,16530.4437425977,3,0,431,138
34781.9524733269,16339.3089233754,11,0,518,248
34894.0170807453,16625.4839544513,1,0,360,92
34965.5389159138,16415.9093120222,8,0,574,167
34960.048272079,16505.8118486012,5,0,261,81
34977.6420345489,16595.3905950096,4,0,318,94
35226.5476599399,16213.4834693001,18,12,452,117
35263.493997599,16377.8805522209,7,15,467,142
35350.1272791024,16242.5620617111,9,4,384,125
35518.4434487441,16463.2875763747,14,22,259,175
35596.7117386622,16576.7604403494,8,15,292,107
35619.1168009206,16454.4050632911,18,21,372,181
35886.9695229682,16016.4227031802,7,7,325,125
35911.6782490975,15909.7621841155,2,4,428,144
36049.3708857372,16500.5846936045,3,5,385,83
36108.7006590357,16009.0811654527,7,1,550,213
36251.751497006,16115.6826347305,6,0,388,190
36291.5463687151,16214.4040968343,10,8,264,112
36318.8414029737,16538.3309187953,4,0,378,110
36356.2953667954,16317.2416988417,3,0,256,103
36413.0552941177,16555.0348235294,10,0,386,147
36454.4049255441,16131.8439289805,7,1,421,121
36491.266594124,16637.3507435618,10,0,589,137
36652.5944723618,15750.7819095477,10,1,604,98
36693.7381535948,16526.8974673203,6,0,308,90
36718.9878304658,15804.8531263114,11,1,1018,137
36753.5462093863,16314.3657039711,24,0,918,345
36807.5777913362,16575.5924344112,7,0,477,134
36935.7516129032,16525.9241935484,7,0,504,155
37007.8219944082,16040.3985709848,6,0,804,105
37008.3075253256,16477.6714905933,6,0,386,141
453.947870452529,17178.5328305235,12,9,1186,178
468.722960151803,17288.8127767236,15,13,979,135
488.611032531825,16855.0919377652,7,3,1438,282
565.39990234375,17228.6704101562,16,10,934,252
811.200605274535,17395.4785992218,13,2,967,184
829.375277161863,17294.7466740576,1,2,363,82
916.610630407911,17274.7299134734,3,5,283,70
928.806725063577,17382.3679005369,4,1,465,93
1011.33190507581,17301.1977587343,9,0,502,149
1188.50495662949,17060.374535316,6,2,637,206
1285.94215194755,16692.794446587,1,3,470,129
1608.22472783826,17062.6197511664,4,0,477,154
1613.328,16713.3285714286,0,0,234,107
1687.62246192893,17107.6395939086,1,0,254,39
1752.28519480519,17044.3516883117,3,0,308,124
1874.02760397497,17071.3768862716,2,1,190,81
2337.76300578035,16986.894026975,2,2,322,275
2652.96204853273,17020.1946952596,5,6,232,192
2809.9184302733,16986.7258584443,14,11,780,210
2909.66217653314,17261.9549805034,0,7,403,39
3135.07632508834,17183.1219081272,21,13,731,303
3220.05357142857,16840.1477272727,3,12,786,236
3359.08187967248,16769.9142043432,3,8,840,130
3372.2469213767,17152.3653299653,10,7,725,253
3447.54866591507,17185.2450206689,4,5,575,97
3538.98184121622,17109.9936655405,7,5,549,164
3561.55988737275,16751.2516785792,11,7,1292,243
3628.96300645919,17091.8532002349,13,4,853,197
3801.34346206626,17294.9686336013,11,5,549,201
3860.41019266625,17192.9080174021,10,14,492,206
3906.07230077121,16825.1362467866,5,7,422,188
4015.5935828877,16862.1913250149,9,8,954,365
4050.99117992944,17354.207369659,11,24,989,335
4092.79205776173,16720.9129963899,2,3,282,69
4192.40121024486,17237.0323670138,11,13,737,350
4167.68397922493,16725.8561725929,2,2,592,164
4210.60231660232,17526.9691119691,7,7,446,132
4238.89022369511,17088.3806959403,4,5,438,217
4270.08172796264,17495.5954465849,4,1,230,36
4352.47267080745,17184.4555900621,7,4,592,183
4357.05397236615,16992.4140759931,7,1,422,187
4376.86190817791,16891.8364418938,2,6,694,229
4532.47795163585,17326.4556661925,8,3,525,160
4631.6269791007,16964.9981000633,4,12,456,141
4674.98620850865,16836.8489948574,9,10,568,269
4687.37280058651,17048.0377565982,4,14,341,209
4747.78103510677,16949.7198697068,16,11,606,346
4829.34909244407,17431.0413676657,11,9,547,215
4887.40889019723,17551.929349426,1,6,334,98
4867.94285714286,17146.7624266145,6,6,425,164
4914.85043668122,17466.5229257642,6,4,418,154
4950.25272124941,16763.0454330336,9,5,675,249
5026.92061133517,17063.2309488431,16,13,589,295
5020.05014925373,16775.3671641791,2,2,269,110
5033.16537867079,17577.0757341577,2,3,433,119
5054.48943788042,16936.2796276405,6,12,488,274
5101.34971249347,17207.0052273915,14,8,583,264
5123.20874183007,16725.1499183007,3,7,566,188
5141.69665581533,17096.6208937555,10,14,603,280
5400.6858974359,16744.661965812,4,3,768,148
5793.55390793945,17020.062557924,13,8,589,355
6019.44913793103,17540.0514367816,14,13,1117,253
6112.67939508507,17334.7761814745,8,6,534,231
6207.74011741683,17423.0301369863,5,2,480,144
6295.83023443816,17333.0219886823,17,11,1249,405
6488.27564674398,16713.7051739518,4,2,557,120
6574.48374558304,17503.0572438163,4,1,246,96
6597.2543554007,16680.5013066202,7,8,447,140
6646.42793880837,16838.9637681159,13,8,526,229
6654.20249361574,17883.4377347153,1,3,105,21
6705.22788896062,17363.2911555842,1,0,78,24
6763.50296296296,17310.657037037,3,2,226,106
6804.67098273572,17932.1005976096,6,3,367,157
6869.78951339117,16861.4077706526,9,5,570,266
6915.80216606498,16684.9689530686,7,10,672,210
6929.59474161378,17433.491387126,9,8,447,174
7059.2600494049,17454.6339546373,3,2,456,91
7095.09304851557,16892.2056480811,10,8,816,221
7148.35840707965,17285.5502815768,12,5,755,190
7558.83797249718,17406.5466020062,4,2,185,40
7607.48367714801,16815.3925495694,1,4,186,81
7481.70882808467,17344.2762003098,8,12,424,173
7486.30777310924,17566.5630252101,8,6,832,195
7526.23090035642,17409.4438245777,5,0,161,26
7566.71909594096,16914.2905904059,15,6,680,173
7590.61748120301,16789.0258458647,5,3,293,70
7610.03290529695,17166.7546816479,4,7,535,159
7627.22489041357,17428.8660186773,4,2,299,52
7605.64742268041,17555.4020618557,4,4,471,103
7624.57425742574,16841.7700270027,7,4,428,150
7636.62225969646,17057.023608769,11,12,486,184
7698.57623947615,17339.5434985968,7,6,516,111
7719.83488372093,17125.4372093023,5,1,309,83
7797.37147887324,17293.7992957746,9,4,302,79
7871.85807291667,17402.5954861111,15,6,574,109
7879.04992657856,17143.7859765051,10,5,462,177
8007.5522335561,17238.8744284207,3,0,331,101
8197.38405103668,17158.171291866,5,1,595,83
8522.62977099237,16694.2133587786,9,5,588,207
8710.921108742,17416.5724946695,4,3,411,26
9136.96297989031,17438.6992687386,5,4,257,37
9271.55883275808,17002.8529965485,15,8,1515,379
9294.21456582633,16883.0616246499,4,4,1027,258
9307.48046607265,16882.4112405757,16,10,815,219
9325.47918001281,17357.798846893,5,12,644,162
9325.77677195686,17574.4200693374,8,8,722,183
9348.6143707483,16949.6517857143,2,4,345,113
9486.67644953472,16923.0909090909,12,19,1064,259
9490.57677902622,17086.1276289254,8,11,661,206
9609.60735963581,17329.1084977238,5,2,359,87
9682.114374034,17295.0378670788,9,8,286,116
9716.66555555556,17068.5044444444,4,7,516,121
9741.94319958312,17324.8811881188,6,2,310,105
9815.31518780621,17119.5269461078,14,11,820,201
9818.01693227092,17376.7410358566,7,5,359,97
9829.84703947368,17517.7991071429,16,10,752,148
9881.37823511069,16871.5088868101,3,3,666,145
9933.8601375696,16715.9092695709,1,9,803,197
10167.8471217364,16819.2264863165,7,17,801,153
10393.3253810471,16719.0868124586,11,6,491,70
10427.6884722776,17417.9605105704,1,6,275,70
10429.1681415929,17212.6561946903,4,3,369,109
10461.900789564,17503.9443872297,2,6,352,99
10489.6374082349,17118.8499840409,12,8,494,167
10610.8927250308,17344.8770036991,9,16,686,203
10763.1872461413,16751.7981316003,8,6,621,200
