Xpos,Ypos,LMNA,KDM5B,GAPDH
14481.6861283644,18045.0322981366,121,6,584
14506.7961998161,18407.1749923383,162,3,843
14582.3425978446,17935.7694271129,148,3,868
14619.3782462573,18269.3397494653,127,6,708
14675.7094477998,17850.4971958585,140,2,1010
14704.9967845659,18356.9303322615,104,2,616
14767.8016709045,18447.6273156556,56,1,439
14803.360130719,18190.8540305011,138,0,891
14808.0853110969,17663.0253367543,126,2,871
14921.6945418127,18050.3779001836,189,14,744
14942.5338788034,17916.1329583227,139,9,766
15075.8503990878,17868.3498289624,180,12,745
15087.1907756813,18032.6493710692,122,3,593
15128.2362476289,17716.4850836351,140,3,768
15204.7441217151,18098.7626556017,85,4,425
15321.4283006949,18189.1276058118,254,3,713
15335.9828288708,17993.375145518,187,4,536
15330.1158633897,18397.1579955314,128,5,670
15421.1721105528,18387.1067839196,136,2,590
15441.2619246862,17614.3567642957,159,2,766
15573.3391153513,18060.7402428448,257,0,706
15582.7219013772,17984.4900044425,91,1,343
15621.5474705475,18328.4230769231,227,4,507
15653.6418674699,17893.0493975904,126,1,883
16077.0382669607,18313.0207549617,34,6,185
15784.8151202749,17877.9326460481,215,4,486
15782.2304492512,18331.3824181919,353,2,578
15916.9608155464,17760.8451736222,227,3,864
16049.8529906318,17824.2390103291,246,5,814
16044.8294205794,18298.1570929071,176,3,587
16112.6686583379,18329.2919608908,170,8,606
16307.9805940594,18488.7386138614,136,2,630
16314.9489051095,18037.5339416058,233,15,678
16566.3189066059,17867.8924503742,240,2,1043
16873.1644095341,17756.3542795233,318,7,991
16972.5394736842,17944.0016447368,272,7,694
17317.0955969853,17773.6648155494,97,4,618
17537.072135202,17790.224649629,109,6,517
18390.6280535855,18125.6284475965,79,5,523
18725.7872756933,18073.1804241436,118,3,1020
18759.6615384615,18241.2802197802,187,7,725
18858.7606412383,18161.6163626313,82,3,562
18895.1424344886,18425.735841082,130,3,695
18925.7981308411,18197.0813084112,67,5,425
18978.2579881657,18266.8201183432,230,12,856
19160.2034756382,18115.3009945783,245,17,1492
19322.9398186315,17797.8244023083,49,0,758
19341.9824840764,18140.1755573248,152,3,748
19421.4512195122,18028.7614329268,60,3,412
19453.7532942899,17930.7928257687,60,7,522
19492.7812362999,18061.4077159141,56,0,379
19502.2472836268,18287.6406893968,134,2,685
19554.8410230692,17602.1168505517,46,2,410
19605.2819863187,17816.3065619458,71,8,682
19640.8082140166,18260.9619442351,22,1,269
19794.6706281834,17971.8553480475,91,7,576
19797.2072168632,18067.8195784209,46,0,418
19892.8290412659,17783.0679491157,39,0,588
19887.0588798468,18462.426041168,102,8,354
19925.1116468843,18150.9847922849,44,1,478
20009.803986711,17810.6669435216,48,0,414
20130.6794786835,18187.7461895295,81,3,677
20148.2408134142,17897.5811630396,63,0,675
20241.3931657502,18067.9379418696,48,3,522
20344.3183044316,18369.693256262,96,6,599
20374.5964531307,18448.3716974303,125,3,557
20489.8653034729,17824.7555988315,160,4,1003
20748.3916615946,17909.6223371881,125,11,846
20864.5769881557,18316.5042301184,169,16,518
20975.4114349776,17987.2896113602,148,4,885
20976.6436903499,18404.8266171792,106,14,565
21173.2454479243,18427.1260014567,138,9,520
21248.6496899911,18261.1705048716,63,4,384
21286.7569444444,17793.1550925926,15,0,349
21359.4763435921,17866.1506660542,12,0,305
21454.2313874788,17982.1108291032,19,2,272
21634.6388261851,17961.2821670429,13,0,227
21662.2510495382,17619.5075566751,0,0,229
21756.5752523036,18228.4611671786,66,2,244
21805.54207057,17943.3924001551,2,0,106
21842.3056190041,18197.6930105071,52,1,263
21916.2233766234,17808.1253246753,0,0,143
22065.802734375,18408.6595052083,41,0,239
22133.8941674506,18484.9731890875,50,1,377
22155.3117283951,18162.6049382716,11,0,111
22223.6900191939,18158.013915547,40,1,161
22271.4652499565,18367.5810834349,130,7,525
22353.4090497738,17637.4122171946,85,13,451
22409.3289324783,18423.6578649566,69,2,252
22430.0277665996,17898.8100603622,127,8,395
22485.7227091633,18194.4482071713,95,5,387
22712.5334831461,17736.6314606742,127,2,628
22800.6676899463,18096.1619339985,235,12,771
22809.4232742537,17874.4288712687,143,11,534
22860.7041046459,18349.5868290483,245,22,780
22866.6884057971,18139.1891304348,70,3,309
22909.7061717352,18204.3810375671,63,6,435
22969.139829168,18139.217336286,55,3,393
23106.8833757422,17921.2790500424,80,3,483
23159.0117065557,18313.8621227888,99,11,516
23264.7753134041,17966.4136933462,76,2,334
23308.042766151,18141.635729451,133,12,334
23421.4726716222,18289.2326191517,112,3,580
23506.8077367206,18403.3585450346,52,2,492
23587.7452606635,17857.8996840442,104,3,522
24010.32351394,18067.9500263019,38,2,394
24044.852310231,17592.8737623762,31,1,387
24052.3244539158,17965.0436867341,26,0,231
24149.4427966102,17836.0529661017,7,1,65
24162.75,17768.9066985646,24,1,137
24121.9734072022,17666.7468144044,64,2,423
24155.2988938053,17807.132300885,27,4,238
24308.6850921273,17623.8052763819,37,1,366
24395.9418680601,18387.937622469,131,5,518
24485.8400605449,17760.282542886,103,0,579
24553.4554385965,17789.9943859649,125,4,847
24590.8421768707,18157.410430839,132,2,669
24606.1441094719,17713.0461834509,40,2,515
24851.681899964,17986.3389708528,105,2,730
24938.8748584371,17960.2536806342,31,1,252
24944.1989924433,18372.8751349406,98,6,429
24963.5303837953,17888.6769722814,41,0,267
24996.6601413812,17725.6460032626,116,8,606
25205.1105598866,17957.5630758327,124,5,638
25275.2723428791,18506.334999039,54,0,152
25392.2283286119,18062.0328611898,440,14,1266
25434.8820912125,18001.4755283648,426,19,1031
25560.0625,18431.9264705882,99,9,490
25713.0371813031,18374.361898017,126,11,659
25982.3893167702,18387.6795031056,51,9,200
26152.0003108969,18098.2281983522,192,8,897
26228.7246309963,18242.4107472325,151,7,647
26275.0119868145,18347.5759664369,102,8,492
26336.4167933131,18070.853343465,115,2,502
26413.8800951087,18105.9381793478,121,2,395
26537.2723214286,18007.1568877551,118,6,555
26713.0640900196,17649.0924657534,28,4,481
26844.9335673778,17768.9052119903,60,6,529
26896.412345679,18026.6053497942,72,3,325
26967.6560784314,18094.2756862745,54,3,379
27238.2973464195,18052.6695747001,73,8,397
27848.696408403,18005.7908290038,90,5,537
27869.9389259389,17621.1639171639,28,0,177
27905.7936127745,17728.4650698603,47,0,319
27944.626776365,17916.9177262528,34,0,325
28029.3247508306,17947.2570598007,96,0,557
28046.4027565084,17677.5490045942,10,0,211
28143.9056994819,17620.3502590674,9,0,193
28168.5967529618,18012.3852566915,51,0,373
28267.6520595968,17956.1687116564,97,1,487
28334.9362068966,18075.2715517241,115,1,638
28349.5272249343,18391.1543372137,127,3,572
28394.0896313364,17690.1004608295,17,0,190
28566.8580669711,18361.752283105,118,2,585
28701.2892491468,18366.0802047782,107,4,582
28827.1988483685,17882.9650671785,124,3,767
28894.2623762376,18056.9232673267,129,1,739
28920.4055861526,18227.5590086546,141,4,681
29124.1302170284,18027.7316360601,99,0,706
29328.4676354029,17922.2229194188,22,0,501
29336.8638968481,18411.1194842407,58,3,577
29441.8767567568,17627.3689189189,13,0,116
29575.1521926053,18087.0871309831,41,0,463
29733.9517916989,17852.1843258572,85,4,419
30207.4829905575,18195.6212650369,314,16,1119
30378.3190148912,18413.5796105384,84,6,302
30410.118694362,18529.5946587537,90,3,193
30440.024093124,18330.6770438549,242,11,712
30498.3685550605,18467.938255888,101,5,232
30786.4859963269,18364.3390725436,182,7,282
31605.0601907752,18692.310854866,53,8,182
31540.5945590171,18573.6884598508,189,5,500
31659.4099920698,18759.665146709,132,4,394
31941.5918510713,17661.2560590095,94,9,650
32209.6742563349,17794.7260374587,134,5,872
32629.6617405583,18488.0547345375,28,2,335
32374.5714285714,17684.7263273125,32,2,330
32421.6153289949,17947.1937816341,126,8,597
32431.4392439244,18440.3487848785,97,12,387
32500.8499249625,18419.8394197099,46,4,170
32698.1485623003,17850.517571885,64,8,328
32811.2268571429,17618.9468571429,30,2,291
32817.5455015512,17697.5387797311,50,1,401
32866.529742234,18362.1926635823,111,9,600
32910.0576623377,17947.5116883117,81,3,395
33011.6558766859,18073.2184971098,136,8,596
33106.9236533958,18033.3985948478,152,3,632
33404.2098508498,18138.6344086021,177,8,486
33582.8245501285,18146.0189588689,234,7,778
33621.9079314468,17789.1259465923,116,3,496
33742.7525348542,18079.0380228137,136,5,384
34198.9432568986,17618.7497085115,98,5,450
34634.4100242316,18351.4333630914,292,8,891
34594.8323987539,18462.876635514,127,3,391
34691.8383458647,18513.6971144076,24,2,161
34772.1527395811,18401.5553204993,27,2,248
35087.2356828194,17830.0165198238,77,4,524
35145.9703319991,17988.5961855427,34,2,114
35190.1715229799,17881.4142385101,3,0,83
35181.6295418641,17873.948657188,23,3,153
35197.1595524244,17614.1143804393,100,3,576
35219.2731213873,17906.9393063584,56,5,386
35460.0618583838,18293.6393787839,144,18,632
35457.666511194,17635.0550373134,70,7,594
35585.2692650997,18418.8229693544,88,3,433
35612.4590711661,18088.7731373204,228,13,678
35609.0469769465,17777.6811657242,60,7,442
35674.1447159632,17679.4001904157,79,2,757
35673.0695764909,17983.9330164218,127,6,435
35834.978822918,18030.9873976874,194,22,1222
35938.0425684135,18296.3604006439,73,6,1085
36078.6024885396,17952.632940406,149,15,762
36129.251783894,18055.4751953789,69,2,233
36100.0595051676,18165.3986846226,163,12,885
36238.6360856269,18497.7845735644,121,5,771
36247.7481012658,18076.9700421941,149,13,576
36278.036618621,17691.9505259057,108,9,678
36322.9876247505,18337.7463073852,236,19,935
36360.185967091,17884.848804719,101,22,621
36376.8163430421,18135.1699029126,105,8,493
36396.2679900744,17712.1980148883,67,8,378
36417.0044464206,17963.3196976434,120,8,505
36469.0468042275,18287.3741821842,46,4,349
36490.5300826918,17699.246649558,97,4,435
36528.8103646833,18136.0452975048,126,9,659
36578.6425406204,17641.5051698671,38,1,284
36616.7149643705,18269.7059382423,132,4,497
36661.0068152031,18399.9918741809,144,7,651
36707.7536382536,17711.9825883576,40,1,443
36819.674411303,17775.0540031397,28,0,392
36846.7057486197,17866.7674569665,70,2,513
36937.2808388158,18194.7068256579,144,4,578
36997.0814003436,18363.5949312715,145,6,646
37034.4865623747,18080.4508624148,70,3,372
37040.6239950526,18212.9919604205,31,0,220
264.388127853881,19023.220890411,47,6,310
340.3452685422,18928.0869565217,41,5,257
383.297288776797,19353.5876418663,309,22,1362
464.171936758893,19005.6053511706,70,14,322
651.916558581928,18525.6649373109,65,6,563
770.817923186344,18778.2567567568,120,4,741
930.839091490723,18994.2127319258,202,13,926
1110.62634601579,19213.1769562096,144,9,453
1113.4199066874,19356.6601866252,204,8,579
1157.15354070152,19106.1783587028,93,7,267
1252.07918149466,19277.6712633452,90,2,275
1258.55402843602,19357.2592417062,49,2,208
1266.92326139089,18548.2954436451,98,1,603
1284.55711422846,19148.7184368737,271,16,631
1335.25599064874,18587.3080070134,64,3,258
1625.15061814383,18654.5002611875,94,4,1066
1626.18864468864,18930.1897435897,30,0,431
2271.20898550725,19018.3356521739,265,19,1962
1921.43464262717,19289.0645524791,212,7,1089
2291.81891348089,19021.1761477959,153,12,924
2324.69392812887,18635.3997521685,57,0,953
2780.96846153846,19232.0803846154,101,6,415
2780.78479381443,18927.3182989691,92,3,618
2861.62105263158,19266.6003898635,40,4,199
2921.82362204724,19165.2594488189,62,6,285
2993.4590627763,18683.2505157678,347,28,2578
2949.10374261326,19339.2314510834,76,3,514
3107.37210648148,19379.1929976852,129,4,649
3342.76661796932,19272.2987582177,66,1,326
3401.78089265954,19417.9218000738,44,2,439
3861.18941122775,19388.0522592424,135,0,471
4161.74670704012,18631.4475397426,179,23,933
4236.46304744526,19290.3854927007,98,5,511
4350.063507109,19012.9383886256,113,8,518
4510.25128017557,19385.8500365764,40,3,396
4833.64980181861,18784.4893914665,234,22,1552
5326.40100250627,18856.115914787,246,11,1696
5408.63083900227,18870.8893424036,258,11,1746
5712.78036904152,18550.7439774475,149,4,678
5713.35885286783,19145.1321695761,177,19,877
5889.75575780089,18941.4015601783,100,1,514
5919.89651022864,18645.6357801845,160,15,819
5978.25722339676,18797.9256518675,273,22,967
6120.84761642326,19387.3769633508,160,5,749
6168.60047405847,19248.7816697393,242,24,959
6278.90559918061,19257.155684534,281,21,1087
6462.76096687556,18740.6430170098,125,2,906
6738.13327652322,19081.2699616532,559,29,2119
6868.59898882384,19319.8642895157,149,3,797
6906.02041560335,18783.4298213635,106,2,640
7040.44905008636,18679.9217040875,145,3,781
7349.84789194648,19106.0145165362,214,11,841
7389.96426748341,18615.6539050536,95,4,654
7414.47495527728,18743.1203041145,240,13,1040
7477.40338071456,19367.2016903573,91,2,309
7521.92646694726,19242.4731369151,192,10,477
7533.6825166715,19122.6062626848,206,4,516
7545.4460874923,19412.2791127542,134,3,451
7646.53179389971,18781.2079097019,299,24,1107
7779.5718699187,19003.9388617886,359,6,1193
7989.90308370044,18996.1451742091,144,12,380
8106.4471423235,18920.5905864774,182,3,586
8170.35012170006,18793.2280471822,191,8,614
8134.5599755202,19019.576499388,156,5,477
8198.53273226186,18592.3234025872,82,2,467
8259.81044876088,19230.0618441616,183,2,657
8269.33632596685,18530.067679558,105,5,545
8317.15372750643,19001.3388174807,150,4,493
8642.22347629797,18915.8231753198,39,4,161
8399.46808510638,19044.6582446808,60,5,302
8430.55956175299,19365.0448207171,97,11,391
8580.54396924555,18536.5045651129,103,2,462
8604.54324055666,18993.4408548708,52,4,202
9029.58430097538,18573.0325127729,103,1,584
9300.0155055689,18718.153526971,138,5,586
9584.31943746861,18559.7091913611,97,2,426
9723.58130081301,18825.3682249322,134,9,376
9814.85114854518,19284.7687595712,168,15,660
9887.41251364132,18824.2971989814,125,3,522
10165.6861184792,18871.7064544651,117,4,546
10246.4116517286,18577.6830985915,77,11,392
10274.0492481203,19340.9142857143,27,0,301
10291.0934160634,18933.7828335057,72,0,271
10369.7693693694,19320.8454054054,62,3,312
10378.2850503486,18752.3519235735,121,16,422
10571.2250282699,18585.2352054278,103,0,558
10643.4150881777,18886.2468974526,73,1,433
10728.7159090909,18833.2376033058,59,0,319
10872.9633260712,19033.1804647785,203,7,965
10932.155,18655.2729411765,113,0,782
11153.9535899536,18744.8222768223,213,7,801
11475.923929099,19380.2223042836,189,9,770
11570.502228164,18519.3101604278,72,3,466
11611.9192,18746.7304,87,3,559
11720.5029221292,19356.0639709367,146,6,718
11727.5763490241,19237.5885954841,106,1,516
11785.1752227408,19125.3911752227,68,2,450
11865.4175475687,19251.5997181113,87,7,397
11878.3911965282,19380.9758214507,80,2,674
11891.1054789415,18808.0816250466,111,1,567
11938.0900409277,18668.9604365621,31,0,349
12039.408956485,19075.6970849176,153,4,518
12060.6605166052,19315.6081180812,61,0,326
12062.5458132398,18793.3542306006,59,2,283
12065.4170305677,18896.9580786026,78,3,364
12127.3061420345,18559.1218809981,92,5,379
12151.0380364109,19168.7399219766,109,6,480
12204.4751106195,19087.1709070796,133,6,504
12242.0786545925,18530.8983182406,165,4,744
12292.5181017613,18699.8442596217,202,5,647
12351.0034474833,19014.9241553666,318,7,949
12388.7089061566,18694.3215780036,95,3,540
12460.4734486874,19187.1980906921,127,1,728
12999.0372413793,18717.07,96,4,763
13036.1238019169,18515.3877795527,38,0,316
13110.5048387097,18579.4540322581,54,1,418
13155.2953466287,19033.2148622982,85,3,498
13183.2263189448,18859.0881294964,114,0,662
13204.6672458732,19240.9687228497,106,7,418
13220.1133663366,19165.0391089109,66,0,286
13277.7615513526,19381.9468518075,69,1,400
13356.4365591398,18876.6523297491,38,3,364
13430.8631651693,18938.606772633,53,1,380
13422.1153284672,19472.9452554745,63,1,513
13433.4647224835,19379.9350893697,38,0,243
13502.8067226891,18898.7567026811,90,4,675
13589.1960680128,19044.2066950053,86,4,681
13660.1601231717,18835.2455735181,78,6,1093
13673.1107828656,19397.2961595273,38,0,314
13738.0748603352,18972.6806331471,68,4,777
13786.3899371069,18711.0303983229,52,8,809
13862.0697012802,18581.4570886676,114,7,854
13887.2989253394,18818.4728506787,87,1,566
13927.8244274809,19418.9383440986,72,4,391
13938.8245454545,19101.4036363636,75,5,361
14018.282300885,19345.6548672566,106,7,488
14822.7415730337,18598.7206616729,125,2,857
14836.8209745763,19309.233845339,226,16,954
14851.5210611221,19772.9614626277,167,8,571
14925.5297752809,19793.6775280899,203,20,526
15076.0882478938,19374.487076967,236,21,1093
15085.8449854813,19286.1818181818,204,19,696
15310.4288292353,19073.7360703812,239,18,781
15342.2967996493,18931.62604121,225,6,751
15411.503058104,18956.5172018349,149,8,616
15655.5730452675,18997.7222222222,124,3,501
15726.5022992572,18712.7120622568,187,3,904
16146.3000346861,19389.3142559834,98,11,576
16269.8346354167,18657.5615234375,208,5,654
16445.2072523585,18812.8266509434,138,5,764
16718.6820103335,19436.8529826209,77,0,454
16746.1625677366,19345.7828261776,70,1,351
16786.7354910714,19001.0842633929,59,5,462
16803.4422843256,19290.0749291211,99,4,507
16902.1446068748,19088.6947846701,113,18,615
17014.0095238095,18928.8154761905,69,11,503
17037.7170916609,18994.2742935906,57,5,412
17337.2674418605,19080.3770260747,31,0,224
17691.572244898,19209.922244898,62,10,96
17694.4171754712,19333.541544996,11,0,24
17668.4481207838,19214.7353035657,85,12,133
17678.3833504625,19350.5058581706,108,22,360
17704.2819807428,19284.4250343879,5,2,8
17727.7064471879,19255.8980338363,62,3,98
17717,19310,19,1,40
18325.1732522796,19500.155775076,8,0,147
18344.9400372439,19343.705027933,37,4,194
18855.7498033045,19219.8095987411,15,2,105
19103.6136579197,18942.133733797,63,1,269
19188.0482796892,19016.7275249723,52,3,224
19188.4897959184,19090.3458646617,96,2,387
19258.0201567749,18979.9748040314,88,3,599
19294.8744394619,18708.2098654709,79,4,698
19366.2791282481,19286.0866163733,116,2,556
19375.0966824645,18716.1151658768,53,2,655
19411.2975023712,19146.4713879229,117,4,626
19615.1933401291,18900.7628270472,51,5,494
19712.5349716446,18961.8877126654,76,2,510
19801.1315222078,18834.0940060371,43,0,540
19828.1529539688,19206.7412105835,77,3,384
19824.2712215321,19347.3660455487,102,0,400
19864.0512286547,18927.3481882549,17,1,313
19874.5744262295,18596.326557377,26,1,325
19904.0128205128,19381.4180602007,61,1,283
19940.7881040892,18546.2968667021,15,0,129
19944.4525710636,19240.8639412328,58,1,250
19950.3588277341,18923.1826304503,49,1,368
19953.1452368558,19039.1785528371,47,2,395
19977.9745060548,19163.0490758445,80,0,394
20007.8422857143,18748.3028571429,44,1,411
20012.2906036092,18633.7498444306,21,0,230
20036.3345238095,19235.768452381,71,0,245
20075.8151465798,18819.1384364821,33,0,355
20091.7197745902,19296.6531762295,67,2,335
20113.9891373802,19072.8153354633,43,1,393
20148.2358262967,19182.6043425814,90,4,523
20238.4880754298,19007.6099094102,97,0,649
20373.2808030803,18699.4367436744,176,10,863
20369.4713995943,19126.415821501,37,1,150
20439.4110671937,19209.2893280632,92,1,270
20646.6648480125,19382.4832424006,136,2,569
20649.5997053045,18923.5982318271,160,2,479
20768.4751061366,19070.8973369355,111,1,474
20803.1650836725,19207.2036785768,71,4,412
20987.7560702279,19232.1042211431,124,5,446
21038.942661757,19128.3445554971,168,2,507
21076.2430319511,19269.4520734194,152,10,608
21152.2589543022,19043.0646356525,116,7,478
21187.271532185,19195.5915684497,60,1,258
21261.5702445089,18860.6493990883,111,9,556
21297.8888065234,19189.981097109,75,4,334
21333,18618.733740458,146,1,775
21354.1518987342,18798.4674814491,90,2,426
21486.5215097403,18705.1136363636,48,7,284
21719.6220238095,18580.7699829932,62,6,336
21800.8039128502,19008.1676300578,66,7,211
21891.4511650967,19393.41993059,78,1,413
21921.3756781193,19328.5235081374,123,5,393
21924.7162610619,18649.1227876106,102,0,468
21991.1773854561,18927.5947877259,110,7,565
22374.4301369863,18785.5706849315,226,12,671
22458.2153846154,18978.9527728086,108,6,459
22518.0140224359,19344.8830128205,96,5,369
22580.3906689151,18812.4794828555,47,4,244
22659.8453963565,18593.658788774,35,0,416
22739.6564714659,19169.3968668407,162,14,523
22788.7183017785,18545.9529546758,75,1,471
22890.6846021752,19042.0002862049,226,15,576
22959.4007590133,18602.5115749526,57,1,511
23049.4639924195,18846.3379658876,111,13,714
23071.0938446014,19160.7840565086,233,9,616
23188.8284847649,19320.5157865711,49,2,243
23167.9125284738,19341.6845102506,61,1,377
23221.3560820368,19287.7468175389,43,1,266
23244.8808383234,19076.8661676647,142,7,360
23331.3782958646,18667.923952262,176,32,1062
23411.5754842133,19030.1026797559,74,1,474
23545.6981046931,19282.5424187726,115,13,576
23635.5924242424,18768.4738636364,131,9,746
23690.5371171771,18987.6175099867,224,7,1284
23786.8616787174,19202.8934297391,128,7,698
23889.1087906751,19215.1282175814,71,3,341
23913.7442940039,18973.6618955513,98,1,608
23962.9734162896,18595.9298642534,68,2,415
24000.4076386339,18711.7432978333,120,3,495
24250.3123324397,19317.2336907954,95,1,252
24357.9347258486,19299.4572454308,190,6,339
24612.3260677467,18785.4515463918,43,6,385
24620.3315217391,19168.7216446125,104,3,296
24755.3134438306,19284.0570902394,278,11,980
24957.3216824645,18732.8436018957,112,5,909
25279.0405529954,18513.7926267281,14,1,71
25243.5332966428,18508.9284534948,122,6,357
25249.315309842,19083.1175577157,191,6,533
25312.3835690968,18517.5478781284,91,1,313
25315.7402550091,18637.0888888889,131,3,467
25333.3029879922,19182.3892767383,115,7,365
25375.055410691,19077.4341590613,123,7,295
25391.5814479638,18550.5825791855,156,5,466
25412.4906319466,18668.824706256,112,4,367
25412.5677390122,18999.4313547802,127,3,325
25431.4998656997,19233.5071179157,213,9,484
25495.9514469453,19073.5829581994,208,8,418
25589.3112557427,19218.5317764165,259,7,620
25662.8338037002,18590.6026967701,115,5,820
25709.9259259259,18769.637037037,153,4,618
25713.3138510809,19224.5448358687,84,4,320
25751.6433070866,19000.1559055118,94,5,474
25837.752293578,18851.3232852774,68,2,271
25863.2035302594,19061.3667146974,179,7,536
25909.7250580046,18577.6635730858,59,2,501
25920.6524566474,19111.8865606936,158,4,340
25927.1620665251,18817.8372257608,29,1,238
25940.7264423077,18730.0370192308,88,0,511
25955.6868657582,19348.1916497536,149,0,346
25997.1624306164,18893.5650014607,112,1,567
26204.8256353591,18780.653480663,168,12,1320
26338.1018666667,19367.9768,260,35,627
26354.7142857143,19244.6529975485,354,52,611
26484.0625168418,19383.8631096739,269,11,577
26504.3740458015,18714.075620229,45,1,860
26650.2963873188,18798.6905873679,77,6,888
27071.9400096759,18519.8055152395,57,5,469
27127.5608036658,19244.4758547762,138,7,949
27188.3785211268,18675.4049295775,49,6,325
27387.9214732453,19161.7744961779,169,5,987
27410.6495855313,19390.2392614921,141,6,972
27543.3341165414,19164.8677944862,93,1,710
27609.1678470255,19307.2609773371,150,5,723
27754.8034212815,19361.8544505654,110,6,786
27887.2406810861,19401.4454670962,134,2,777
28523.2781269642,18716.2737272156,127,3,1178
28686.6150392817,19294.2938271605,55,7,348
29214.2124037292,19348.834211593,76,3,401
29252.4917847025,19079.4679886686,112,7,428
29251.8140762463,19162.895601173,68,7,228
29378.5997706422,19300.6823394495,139,4,472
29487.1224382554,19244.0730425644,155,5,613
29756.0911330049,18968.4128078818,108,2,269
29807.8768083183,19048.7307866184,122,6,325
30074.3405835544,19233.484173298,66,20,27
30411.4854637748,18524.0539916936,10,0,22
30455.3439937598,19374.5413416537,79,6,235
30467.0125195618,19008.0962441315,154,6,261
30493.4178027265,19098.7016840417,117,5,169
30522.6266589729,19278.4131563762,151,7,263
30560.4348144531,19069.283203125,117,4,307
30567.5088443396,19331.6055424528,88,4,328
30740.1961474731,18778.8941590721,70,1,942
30756.2761865794,18980.9858837971,75,3,716
30790.0031088083,19229.0563039724,129,2,470
30972.9179042904,19185.9061468647,104,5,655
31163.8448275862,18596.6554118774,22,0,256
31212.8333716387,19167.2319007125,43,0,750
31546.1969814844,18727.9514548001,174,8,786
31663.5934935522,18747.0841148886,31,8,189
31624.6291010602,18723.8623361144,27,4,111
31539.2515032138,18593.0682148041,85,3,385
31669.4606606607,18573.7381381381,122,6,700
31744.0045477514,18795.6442647802,248,6,569
31778,18792.5,217,8,551
32778.1876923077,19043.9790769231,34,0,916
32780.806,19101.3906666667,60,3,837
32872.5239762931,19044.0428340517,3,0,173
32893.2976149326,18898.8257863809,92,4,584
32955.6879886283,19076.802416489,124,10,1152
33049.5376488095,18839.534375,37,3,1254
33325.0611333177,19003.6332000941,90,3,842
34400.2181528662,19414.5390127389,40,2,226
34570.284676354,18515.4365918098,45,2,213
34613.5337594886,19165.5509388734,77,0,199
34665.9381606765,19223.6464059197,100,2,288
35153.8985507246,19062.6287094548,333,9,677
35170.5904556484,19069.2456187652,163,8,495
35280.1252720677,18857.0669891173,114,2,778
35552.8534577387,18821.9289242591,95,1,834
35633.5328254174,18965.201167126,86,1,810
35686.8987447699,19079.9230125523,64,1,322
35763.2911458333,18973.5354166667,26,0,341
35768.8535002318,19233.0319888734,86,4,372
36009.5139664804,19187.407472067,124,3,801
36142.6804123711,19082.0997391628,86,3,444
36133.6205704408,18971.5380293863,102,6,634
36139.81074366,19053.9980294722,28,4,176
36241.3590643275,19021.664160401,80,4,507
36325.8127053669,18811.8159912377,143,2,679
36418.9840032814,19261.9343724364,237,5,1321
36455.9973637961,18927.5900702988,221,15,834
36492.9471794872,18827.9627350427,175,8,545
36673.4115969582,18874.8103612167,295,6,1131
36693.8266715116,19373.4973352713,303,10,1200
36707.0542069291,18536.7416921989,87,2,819
36933.6295019157,18540.0639846743,106,2,988
21.9127934834691,19980.9928126497,43,4,218
64.5119600142806,19903.2634773295,41,3,254
107.906775255588,20030.7111419165,94,12,428
116.878581835843,19620.0254978145,112,6,771
131.61431670282,19749.4065075922,107,5,552
236.81021021021,19938.857957958,56,2,393
244.870260663507,19735.1623222749,49,1,258
250.247466216216,20359.7901182432,95,4,356
266.706144867834,20014.3216615173,92,8,365
302.94640213207,19674.2676932188,60,7,426
313.091043017089,19779.7622274602,63,0,308
462.0703125,19475.7709821429,137,5,950
459.912071535022,19661.7463984103,112,3,686
458.383974613249,20301.2257040857,105,1,313
499.496197220037,19864.3391030685,159,6,801
505.828334648777,20003.1708760852,92,1,420
586.596829971182,19666.7731988473,76,0,541
695.86567516525,19556.4950424929,104,6,887
694.456372289794,19990.7974616605,92,3,432
727.073054526204,20290.4134462679,129,2,476
707.530827067669,20082.1639097744,60,0,226
736.29271410311,19785.9725181082,114,2,905
1177.22593516209,19439.7675810474,68,1,377
1474.90310669722,19829.7326203209,239,9,853
1510.80546565983,19578.3513124775,59,2,531
1543.80555555556,19673.40625,48,2,345
1632.62363740677,19684.9609868044,79,2,438
1802.95772787318,19549.5389696169,73,1,525
1861.52695167286,20042.93866171,261,11,1175
1985.25153846154,20297.5423076923,115,7,639
2037.42590170062,19711.5561577275,131,2,949
2091.21662030598,20108.3337969402,156,2,446
2325.26342387871,20079.2826910929,200,5,517
2554.52568559289,19984.2761684048,89,3,605
3222.73695652174,20107.1605072464,126,8,1174
3254.22465543645,19809.7655436447,304,33,2216
3555.38194913347,19633.1159126716,51,3,950
3582.24182076814,20259.9402560455,85,1,851
3715.67902208202,19710.2267350158,64,1,548
3805.24351297405,19464.8964570858,119,2,559
4190.21912809679,19476.241597849,129,0,706
4402.70137231504,20240.7708830549,118,9,608
4503.11133879781,19522.8674863388,29,0,422
4610.16439790576,19519.0705061082,28,0,522
4896.54833116602,20217.9882964889,181,0,685
4997.39606227106,20224.7834249084,144,0,377
5108.58330718544,20229.6046438657,159,0,658
5213.9087226573,20235.7356197678,181,0,731
5468.27868852459,20729.7281087565,15,0,85
5509.04593522802,19789.8790482485,153,2,648
5615.10827561065,19650.929274517,117,3,461
5621.17064973861,20221.5265123226,93,0,422
5683.23762376238,20166.0072353389,46,3,167
