hg19_C1QTNF1
mm10_Isca2
mm10_Blmh
hg19_RSL24D1
mm10_Gpx1
mm10_Ap3s1
mm10_Plac8
mm10_2810474O19Rik
mm10_Ms4a6c
mm10_Hspe1
mm10_U2af2
hg19_MAPRE1
mm10_Rps24
mm10_Hnrnpdl
mm10_Pnisr
hg19_LSM12
hg19_RPL24
hg19_UBE2G1
hg19_PTMA
hg19_RP11-169K16.9
hg19_RPS4X
hg19_ZFP91
hg19_RPL8
hg19_COMMD6
hg19_MT-ND1
mm10_Spon2
mm10_Gabpb2
mm10_Rps12
mm10_Rps21
hg19_BTF3
hg19_SPAG7
hg19_HSPA4
mm10_Fam65b
mm10_Arhgef39
mm10_Dync1h1
mm10_Mphosph10
hg19_DENR
mm10_Erh
mm10_Plekhg3
hg19_RAN
mm10_Mtch2
mm10_Hdgf
hg19_ATP1A1
mm10_Rpl12
mm10_Rpl41
hg19_DHTKD1
hg19_SPARC
mm10_Qk
mm10_Eef1b2
mm10_Snrnp70
mm10_March7
mm10_Adam10
hg19_ANXA7
hg19_CYB5D1
hg19_GTF2B
hg19_GBAS
hg19_UHRF1BP1L
hg19_TCEAL1
mm10_Armc1
mm10_Col6a1
mm10_Hmox1
mm10_mt-Co2
hg19_MT-CO1
hg19_RPL15
hg19_MT-CO3
mm10_Actb
hg19_AEN
mm10_Ctsl
hg19_XPO6
mm10_Erdr1
hg19_POMP
mm10_Drap1
mm10_Lgals1
mm10_Adk
hg19_HIST1H4C
hg19_FBXO5
mm10_Lamp2
mm10_Rps19
hg19_COX7A2
hg19_SUMO1
hg19_RPL7
hg19_SCD
hg19_KHDRBS1
hg19_METRN
mm10_Calm1
hg19_FEN1
hg19_CYB5B
hg19_ASXL1
mm10_Gatad2a
hg19_ENO1
hg19_MT-CO2
hg19_KANK2
hg19_ATP6V1G2
hg19_STMN1
mm10_Axl
mm10_Pelp1
hg19_PFN1
mm10_Wfs1
mm10_Mfsd1
mm10_Dlg4
mm10_Eea1
mm10_Ncdn
mm10_Fus
mm10_Rpl23
mm10_Rps6
mm10_Ccndbp1
mm10_Gm10076
mm10_Fabp5
mm10_Casp8
mm10_Tgs1
mm10_Cct2
mm10_Fbxo31
mm10_Itfg1
mm10_Hsp90ab1
mm10_Spag7
mm10_Tmco3
mm10_Camkk2
mm10_Calr
mm10_Rpl9-ps6
hg19_PBX1
mm10_Rps17
hg19_RPL36
hg19_SF3B2
mm10_Fam126a
hg19_APIP
hg19_RPL13
mm10_Rpl36
mm10_mt-Co1
hg19_KIF5B
mm10_Tmem9
hg19_STAG2
hg19_LSM3
mm10_Sparc
hg19_USP16
hg19_CWC15
mm10_Pced1a
hg19_NUS1
mm10_Prkci
hg19_RPL4
mm10_Myo1d
hg19_NOL11
hg19_CSDE1
mm10_Cat
mm10_Itga11
hg19_RPL38
hg19_ACBD3
mm10_Lmna
mm10_Tceb2
hg19_EIF1
hg19_LINC00852
hg19_PNMA1
hg19_EYA4
mm10_Rrp1
mm10_Rpl31
hg19_PSMD3
hg19_DIS3
hg19_EIF2S3
hg19_RPS11
hg19_H2AFZ
hg19_TTC3
hg19_RPS27A
mm10_2010107E04Rik
hg19_ZFAND3
mm10_Dmxl1
hg19_LETM1
hg19_SNRPB
hg19_MPC1
mm10_Ankrd50
mm10_4921524J17Rik
hg19_TMEM245
hg19_PSMD14
mm10_Rps11
mm10_Vim
mm10_Spcs1
mm10_Marcks
hg19_CYB561D1
mm10_Per1
hg19_CFL2
hg19_NCAPG2
mm10_Btf3
mm10_Haao
mm10_Cd52
mm10_9930111J21Rik2
mm10_Ywhab
hg19_NUTF2
mm10_Hspa1b
hg19_FBXO44
mm10_Heatr6
mm10_P4hb
mm10_Ubc
mm10_Irf8
hg19_HMGB2
mm10_mt-Nd6
mm10_Ddx5
mm10_Rpl27a
mm10_Rps10
hg19_KIF20A
mm10_Canx
hg19_UBE2E1
hg19_SULT1A3
mm10_Gnb1
hg19_LHFP
hg19_RALA
hg19_TSPAN6
mm10_Kdm5b
hg19_RPL29
hg19_HNRNPD
hg19_KIFAP3
hg19_BLOC1S6
hg19_NDUFA3
hg19_YWHAB
hg19_MTMR3
hg19_MZT1
hg19_TKT
hg19_CCDC34
hg19_TRA2B
mm10_Mettl13
hg19_RACGAP1
hg19_INPP4A
hg19_CAND1
hg19_COX6C
hg19_EIF2S2
hg19_DDX5
hg19_SLC1A5
hg19_SDF2
hg19_RPL34
mm10_Rpl37a
hg19_HMGB1
hg19_CSTF3
hg19_TUBB
mm10_2810417H13Rik
mm10_Birc5
mm10_Wdr1
mm10_Mms22l
mm10_Tial1
mm10_Shfm1
mm10_Stag1
mm10_Rps28
mm10_Rnf150
hg19_TMA7
mm10_Chd4
hg19_MCM7
mm10_Wdr45
mm10_Cinp
mm10_Foxf1
hg19_C11orf57
mm10_Anp32e
hg19_SSR1
hg19_FSTL1
mm10_Ppp2ca
mm10_Laptm5
hg19_POGLUT1
mm10_Atp5g3
hg19_TIMM17A
mm10_Rps3a1
mm10_Rpl36a
hg19_UBE2L3
mm10_Itm2b
mm10_Clta
mm10_Pctp
mm10_Cope
mm10_Whsc1
mm10_Utp14a
hg19_CKS1B
mm10_Zfp81
hg19_FBXO46
hg19_PEAK1
mm10_Fam221b
mm10_Fam53a
mm10_Klf2
hg19_NONO
mm10_H2afy
mm10_Ywhae
mm10_Ddx6
mm10_Zbtb43
hg19_NSDHL
hg19_SETDB2
hg19_RNF187
hg19_PDXDC1
hg19_COX6B1
hg19_SRI
hg19_SMAD6
mm10_Sgpl1
hg19_SUB1
hg19_GLUL
hg19_CISD1
mm10_Slc3a2
hg19_SERINC1
mm10_Ankrd13c
hg19_GTF2A1
hg19_NDFIP2
hg19_EDF1
mm10_Dpt
mm10_Actn1
hg19_KCTD3
mm10_S100a6
hg19_RPL18A
hg19_BUB3
mm10_Qdpr
hg19_SERBP1
mm10_mt-Nd2
mm10_Mrfap1
hg19_SDAD1
hg19_NCL
hg19_ZBTB44
hg19_AP2B1
hg19_COL4A5
hg19_TBC1D5
hg19_MED14
hg19_MRPL10
hg19_RPS21
hg19_RAB2A
mm10_Hmgb2
mm10_Fth1
hg19_UBA1
hg19_PEX3
hg19_PLEKHB2
mm10_Ptn
hg19_NUDC
mm10_Papd7
mm10_Vti1b
mm10_Btg1
mm10_Egr1
hg19_SRSF6
mm10_Kif5b
hg19_RPL10A
hg19_PPP2CA
mm10_Prr13
mm10_Mdh1
hg19_UBE2T
hg19_LIN7C
hg19_NDUFS5
mm10_Numb
mm10_S100a11
mm10_Slc44a1
mm10_Arf4
mm10_Agap1
hg19_TMEM66
hg19_SON
mm10_Rbmx
mm10_Bcl10
mm10_Jade1
hg19_SEPT2
hg19_SLC44A1
mm10_Trio
mm10_Hnrnpm
hg19_HNRNPM
mm10_Laptm4a
mm10_Fn1
mm10_Timp2
mm10_Vamp8
mm10_Smc5
hg19_ELAVL1
mm10_Bub3
mm10_Taldo1
mm10_Slc25a3
mm10_Npm1
hg19_TRIB2
mm10_Dpy19l1
mm10_Fgfr1op2
mm10_Erp29
mm10_Fos
mm10_Gm8797
mm10_Rnmt
mm10_Trib2
mm10_Nedd8
hg19_TUBB2A
hg19_ZNF764
mm10_Sfrp1
hg19_FMO1
hg19_SLC11A2
hg19_PABPN1
hg19_SF3B5
hg19_RAC1
hg19_CNBP
hg19_YWHAZ
hg19_NEMF
hg19_VCL
hg19_GRN
mm10_Chmp3
mm10_Brk1
mm10_Kdelr1
mm10_Dennd5a
mm10_Srp14
hg19_CPE
hg19_DENND5A
hg19_IPO5
hg19_NUCKS1
hg19_SAP30L
hg19_POLR2I
mm10_Taf11
hg19_AP1B1
hg19_UBE2G2
mm10_Rpl7a
hg19_ZDBF2
hg19_ALG5
mm10_Atg4b
hg19_DPP4
mm10_Rtn3
hg19_MAP3K13
mm10_Nek9
hg19_SF3B1
mm10_Gtf2a2
hg19_RPL41
hg19_RRP1B
mm10_Akap7
hg19_TIMM13
hg19_S100A10
hg19_HNRNPA2B1
hg19_TBC1D9B
hg19_CTSV
mm10_Stx2
mm10_Lamtor1
hg19_PTP4A1
hg19_H3F3A
hg19_MRPL51
hg19_CKAP5
mm10_Nedd4
mm10_Il11ra1
hg19_RPS15
mm10_Tgfbr3
mm10_4932438A13Rik
mm10_Klhl7
mm10_U2af1
mm10_Rps26
mm10_Mtpn
mm10_Znfx1
mm10_Cox7a2l
mm10_Serinc3
mm10_Smc6
mm10_Stx7
mm10_Hspa1a
hg19_MTHFD2
hg19_MRPS14
mm10_Smad3
mm10_Tex264
hg19_ANKH
mm10_Sec11a
mm10_Map1lc3b
mm10_Sdf2
hg19_NDUFA12
mm10_Psap
mm10_Ybx1
mm10_Rpl11
hg19_RPL39
hg19_TMEM234
mm10_Sec13
hg19_SMC6
hg19_STAU1
hg19_NLGN2
mm10_Rps25
hg19_PRPS1
mm10_Slc25a39
hg19_RPS12
mm10_Cdc26
hg19_RPS28
mm10_Rps4x
mm10_Mrps15
hg19_RP11-501C14.5
hg19_RPL9
mm10_C1qbp
hg19_PCNA
hg19_SEPT8
hg19_NGFRAP1
hg19_MBD2
hg19_SPC24
hg19_PJA2
mm10_Sec62
hg19_CALM1
mm10_Mrps23
hg19_OIP5
hg19_NME4
mm10_Ddx3x
hg19_RANBP1
mm10_Abhd17c
hg19_ACTB
mm10_Rps9
mm10_Pik3r2
hg19_ZBED5-AS1
hg19_NKIRAS2
mm10_Rraga
hg19_ODC1
hg19_SEMA4C
hg19_EIF2AK1
mm10_Eif4b
mm10_Col6a2
hg19_HELQ
mm10_Slirp
mm10_Tcaf1
hg19_CDIPT
hg19_ATP5C1
hg19_KRT10
mm10_Plekhb2
hg19_CINP
mm10_Emc4
hg19_BEX4
mm10_Nek7
mm10_Klf4
mm10_Postn
mm10_Cmpk1
hg19_NUDT21
hg19_EEF1A1
hg19_MRFAP1
hg19_STAT3
hg19_MROH8
mm10_Rlim
hg19_PAK2
mm10_Acat1
mm10_Srp54b
hg19_SRSF5
hg19_HOXD10
hg19_VIM
mm10_Lpl
hg19_SSBP1
mm10_Tceal8
mm10_Trim2
hg19_POLR2F
hg19_OLA1
mm10_Nid1
mm10_Mndal
mm10_Tnip2
mm10_Actr1b
mm10_Myh9
mm10_Cul3
mm10_Ppp1r9b
mm10_Kxd1
mm10_Farsa
hg19_RNF4
mm10_Tmem14c
mm10_Xpa
hg19_GSK3A
mm10_Txn1
hg19_MED27
hg19_MTRNR2L12
hg19_EEF1B2
hg19_RP11-473M20.16
hg19_PSMA5
mm10_Rps3
mm10_Cd109
hg19_SPCS2
mm10_Mtfr1l
hg19_RPL18
hg19_ZDHHC13
mm10_Aldh2
mm10_Eef1d
hg19_SAC3D1
mm10_Ogn
hg19_TIMM17B
hg19_HCFC1
mm10_AI314180
mm10_Tmed7
hg19_HOMER1
mm10_Cox7c
hg19_TCERG1
hg19_FBXL3
hg19_RNF130
hg19_ISCA2
hg19_PRMT2
mm10_Atp6v0b
hg19_MORF4L2
hg19_YBX1
hg19_DHX36
hg19_IFT57
hg19_KIAA1191
hg19_DESI1
hg19_TAF4
hg19_UPF3B
mm10_Tonsl
hg19_SMARCA4
hg19_POP4
mm10_Arpc4
hg19_TGS1
hg19_DNAJA2
mm10_Otulin
hg19_PLS3
hg19_CDKN2A
hg19_TAF9
hg19_SNHG12
hg19_H2AFV
mm10_Fktn
mm10_Snx6
mm10_Gstm1
hg19_INTS5
mm10_Spry1
hg19_IPO9
hg19_GTF2A2
hg19_COX7C
mm10_Dot1l
hg19_TM7SF3
mm10_Mettl17
mm10_Atp6ap1
mm10_Slc44a2
mm10_Rab10
mm10_Srgn
mm10_Eif4g2
mm10_Zfp414
mm10_Rbm39
mm10_Junb
hg19_MPHOSPH6
mm10_Limd2
mm10_Tatdn1
mm10_Rps2
mm10_Sf1
mm10_Gm9843
hg19_CCDC92
mm10_Gm16286
mm10_Amotl2
mm10_Gnai2
mm10_Grn
mm10_Sppl2b
mm10_Ssbp4
mm10_Cox5b
mm10_Cst3
mm10_Ddost
mm10_Arsa
mm10_Lonp1
hg19_ANLN
hg19_C3orf17
mm10_Rpl10-ps3
mm10_Srgap2
hg19_H3F3B
hg19_WWP1
hg19_NUDT4
hg19_BOD1L1
hg19_NPM1
hg19_CREBZF
hg19_FDPS
mm10_Adam17
hg19_GADD45GIP1
hg19_RPL26
hg19_RPL10
hg19_HTATIP2
hg19_TSPAN3
hg19_RPS13
hg19_FASTKD5
mm10_Gm5148
hg19_ATP5G1
mm10_AI662270
mm10_Sae1
mm10_Vps4b
hg19_SC5D
mm10_Nsmce4a
hg19_IAH1
hg19_ROCK1
mm10_Coro2a
mm10_Banf1
hg19_ALDH9A1
mm10_Ppme1
mm10_Rpl23a-ps3
mm10_Zfp36
mm10_mt-Co3
hg19_PTRHD1
hg19_NOP58
mm10_Col5a1
hg19_RHOA
hg19_TXN
mm10_Thoc7
hg19_SPAST
hg19_TMEM106B
hg19_ATP5J
mm10_Spin1
hg19_HDAC2
hg19_NDFIP1
mm10_Cyp27a1
hg19_ETNK1
hg19_SPCS1
hg19_ZDHHC9
mm10_Ddx21
mm10_Rap1b
hg19_TRAF3IP1
hg19_UQCR10
hg19_ARID5B
hg19_LCMT2
mm10_Tpm1
hg19_RPS18
hg19_CALM2
hg19_USP1
hg19_IRGQ
hg19_MCM4
mm10_Mt1
hg19_ANAPC5
hg19_SPATA6L
hg19_EXOSC3
mm10_Mapk1ip1l
mm10_Gm2000
mm10_Picalm
mm10_Tacc1
mm10_Iglon5
hg19_MATR3
hg19_CUL1
mm10_Strn4
hg19_N6AMT2
hg19_UBE2D3
hg19_PRKCI
hg19_ZSWIM6
hg19_SLC25A24
hg19_GTF2F1
mm10_Sp1
mm10_Gpc4
mm10_Rpl36al
mm10_Cryab
mm10_H2-D1
hg19_RPL7A
hg19_HNRNPC
mm10_Rplp1
hg19_USP22
mm10_Gm17300
mm10_Ggct
mm10_Cdk2ap1
mm10_Ndufab1
mm10_Elf1
mm10_Cct7
mm10_Xpnpep1
mm10_Hmgn2
mm10_Vdac2
mm10_Lpar1
mm10_2310035C23Rik
mm10_Rab2a
mm10_Macrod1
mm10_Atp5a1
hg19_UCHL3
hg19_GNG12
hg19_PPP1R14A
mm10_Ddx31
mm10_Evi5
hg19_NT5DC2
hg19_ATP6AP1
hg19_SMN1
hg19_CHCHD2
mm10_Epb41l2
hg19_UBE2F
mm10_Gopc
hg19_WHSC1
hg19_CD99
hg19_MYL6
mm10_Setd1a
hg19_RECK
mm10_Ngdn
mm10_Lamtor4
hg19_JOSD1
hg19_SRCAP
mm10_Tapbp
hg19_COX8A
hg19_PSMA4
hg19_RPL37
mm10_Fkrp
mm10_Mpp1
hg19_EIF4G2
hg19_ZCCHC7
hg19_TRIM65
hg19_SET
mm10_Brd1
hg19_LYAR
mm10_Csnk1a1
mm10_Myo10
mm10_Elavl1
mm10_Rplp0
mm10_Atp2b1
mm10_Eef2
mm10_Ranbp2
hg19_FAM216A
mm10_Sulf2
hg19_PPHLN1
hg19_MOXD1
mm10_Smurf1
hg19_GABPA
mm10_Gabarapl1
hg19_SRPRB
hg19_FCHSD2
hg19_RPS3
hg19_RPL11
mm10_Cxcl12
hg19_ANP32B
mm10_Med13l
hg19_RAB3GAP1
mm10_Gm8186
hg19_ARL5A
mm10_Gstt3
mm10_Cdkn3
mm10_Sec24b
mm10_Reep5
mm10_Slc25a24
mm10_5730508B09Rik
mm10_Cytip
mm10_Marveld1
mm10_Stat1
mm10_Brd2
mm10_Golph3
mm10_Pcbp1
mm10_Add1
mm10_Ifi30
mm10_Tatdn2
mm10_Stradb
mm10_Iqsec2
mm10_Snrnp25
mm10_Nudt3
hg19_PCMT1
mm10_Ergic1
mm10_Zfp395
mm10_Arl6ip1
hg19_PUM1
hg19_HSPH1
mm10_Rere
hg19_NUDT5
mm10_Eif1a
hg19_C6orf47
mm10_Smdt1
hg19_YIF1A
hg19_COQ7
hg19_TXN2
hg19_RP1-241P17.4
hg19_DAPK3
hg19_SLC25A3
mm10_H3f3b
hg19_RP1-267L14.3
mm10_Meg3
mm10_AI846148
hg19_RPL23
mm10_Trappc1
mm10_Pank1
mm10_Mterf3
mm10_Armc10
mm10_Dnajc3
mm10_Sdhd
mm10_Cldnd1
hg19_EEF1E1
mm10_Smc4
mm10_Ndufb7
mm10_Zfp207
hg19_LINC00998
mm10_Ralgapa1
mm10_Cltc
mm10_Ehmt1
mm10_Trnp1
hg19_SNRPB2
hg19_SUMO2
hg19_EEF2
hg19_PGAM5
hg19_TTC17
mm10_Cd63
mm10_Clip3
hg19_RPL28
mm10_Nrp1
hg19_SUPT16H
hg19_PSMD7
mm10_Tmem256
mm10_Sf3b4
hg19_PAICS
mm10_Rps18-ps3
hg19_PDPK1
hg19_RPS24
hg19_STRA13
hg19_COPA
mm10_Idi1
mm10_Golim4
mm10_Kdsr
hg19_GGNBP2
hg19_TOMM20
mm10_Mbnl2
hg19_MAN1A2
mm10_Hnrnpf
mm10_Hspa4
hg19_SMC2
hg19_UBL5
hg19_SNRNP35
mm10_Noa1
hg19_MCM6
hg19_HNRNPF
mm10_Tnfrsf13b
mm10_Def8
mm10_Nme1
mm10_Vcpip1
mm10_Iqgap1
mm10_Rplp2
mm10_Rpl18a
hg19_STX4
mm10_Atp6v1f
mm10_Plin2
mm10_Rpl10
mm10_Coq7
mm10_Pdia6
mm10_Rpl35a
mm10_Bcr
hg19_C21orf91
mm10_Pfdn2
hg19_GGCT
hg19_SRSF11
mm10_Abi1
mm10_Ppp3r1
hg19_AMOT
hg19_RSPO1
mm10_Rpl13
mm10_Rps29
hg19_HNRNPH2
hg19_ATPIF1
hg19_RPL22
hg19_B9D1
hg19_EIF3G
hg19_DZIP3
hg19_NNT-AS1
mm10_Calm3
hg19_LDHB
mm10_Atf4
hg19_KARS
mm10_Rai14
hg19_UQCRB
hg19_RPL19
mm10_Pkn2
hg19_ITPA
mm10_Ppm1g
mm10_Smek1
mm10_Fcer1g
mm10_Mapk1
mm10_Efr3a
mm10_Tmem106c
mm10_Dek
hg19_PCGF5
hg19_APPL1
hg19_NUSAP1
hg19_GTF3C1
hg19_MDM1
hg19_HTATSF1
mm10_Rnf32
hg19_TOM1L1
hg19_VRK1
hg19_RNF217
hg19_NGLY1
hg19_ZNF207
mm10_Pgd
hg19_SEC62
hg19_WNK1
hg19_STARD7
mm10_Cnbp
mm10_Copa
mm10_C2cd5
hg19_RPL12
mm10_Cnn3
mm10_Rb1cc1
mm10_Arpc1b
hg19_BAG1
mm10_Nudt4
mm10_Idua
mm10_Nmt2
mm10_Ddx39b
mm10_Wdr89
hg19_TCF20
hg19_KLHL8
mm10_Rps15
mm10_Brix1
hg19_AKR1B1
hg19_DCAF10
hg19_FASN
hg19_NECAP1
mm10_Tnfsf13os
mm10_Ogfod2
hg19_TUSC1
mm10_Mprip
mm10_Ly6e
mm10_Set
mm10_Ucp2
mm10_Sh2d3c
hg19_FAF2
hg19_PDAP1
hg19_TAB2
hg19_METAP2
hg19_VPS13A
mm10_Rpl6
hg19_VDAC2
hg19_MYH10
mm10_Gga3
hg19_GSK3B
hg19_MBTD1
mm10_Mex3d
hg19_LTA4H
mm10_Ube2c
mm10_Psmc3
mm10_Adgrl1
mm10_Ifngr1
mm10_Rgs2
hg19_TRIM33
mm10_Setd7
mm10_Lyz2
hg19_RNF11
mm10_Rps27a
mm10_Cox7b
mm10_Slmap
mm10_Tmsb4x
mm10_Sdha
mm10_Sell
mm10_Prdx5
mm10_Tpm3-rs7
hg19_PCYOX1
hg19_MAGOH
mm10_Nradd
mm10_Smarca2
mm10_Spr
hg19_RPL23A
mm10_Ctsd
hg19_KDM1A
mm10_Rps27rt
mm10_Serf2
hg19_ATP5G2
hg19_HNRNPA1
hg19_NAA15
hg19_TAOK1
hg19_CWF19L2
hg19_SLC25A44
mm10_Akap12
mm10_Tmem33
mm10_Ube2d2a
mm10_Mmp2
hg19_CENPB
hg19_SPINT2
hg19_FASTK
hg19_GRHPR
hg19_VAV2
hg19_OSTC
hg19_GGPS1
hg19_SEC13
hg19_SREK1
hg19_B2M
mm10_Serpinh1
mm10_Man2a1
hg19_C3orf38
hg19_CDC37
hg19_NGDN
hg19_BCOR
hg19_HIST1H2BK
mm10_Utp11l
hg19_LMAN2L
mm10_Heca
hg19_MTRNR2L8
hg19_RNF10
hg19_HPRT1
mm10_Scd2
hg19_CCT8
hg19_KAT7
mm10_Cd320
hg19_G3BP1
mm10_Gtf2ird1
mm10_Angptl4
mm10_Myadm
mm10_Cald1
mm10_Akr1a1
hg19_COA3
hg19_AMZ2
hg19_DARS
hg19_HOXC9
mm10_Atxn7l3b
hg19_TATDN1
hg19_UNCX
mm10_Rsrp1
hg19_COX8C
hg19_BTBD6
hg19_HMGN2
mm10_Osbpl3
mm10_Runx2
mm10_C1s1
mm10_Pde7a
mm10_Atp5l
mm10_Lcmt2
mm10_Cul1
mm10_Calm2
mm10_Akt2
mm10_Top1
hg19_KDM5C
hg19_DOCK1
hg19_QRICH1
hg19_FAM210B
hg19_TMED9
hg19_SF1
hg19_RPS16
hg19_XPO1
mm10_Zmat5
hg19_POLR2L
mm10_Igf1r
hg19_METTL15
mm10_Kctd20
mm10_Fam111a
mm10_Arid3a
hg19_FZD3
mm10_Lmo4
hg19_NSFL1C
hg19_BRD2
hg19_PRPF40A
hg19_ZCRB1
hg19_HEG1
hg19_PITX1
hg19_PTGES3
mm10_Btaf1
mm10_Arl1
mm10_Ap1ar
mm10_Oaz1
mm10_Ube2g1
mm10_Trip12
mm10_Samd8
mm10_Ubb
mm10_Ctage5
mm10_Cd44
mm10_Smarcc1
mm10_Atrx
mm10_Abracl
mm10_Rpl8
mm10_Pomgnt2
mm10_Glt8d1
mm10_AI987944
hg19_CCDC47
mm10_Uba2
mm10_Nfix
hg19_FAM110B
hg19_FAU
mm10_Pdgfra
mm10_Nap1l1
hg19_GSTP1
hg19_PSMD8
mm10_Rab11fip2
mm10_Phf21a
hg19_KTN1
hg19_C16orf62
hg19_UBE2J1
mm10_Ncoa2
hg19_BCL2L13
hg19_POC1B
hg19_SEC61B
mm10_Sub1
mm10_Cemip
mm10_Ptrf
mm10_Dip2a
mm10_Rps6ka4
mm10_Thra
mm10_Rgs10
mm10_Tada2a
hg19_EHD4
mm10_2700049A03Rik
hg19_TCP1
mm10_Mrps16
mm10_Sod1
mm10_1110051M20Rik
hg19_SRP14
hg19_IMMT
mm10_Mta3
hg19_SWAP70
mm10_Kat6b
mm10_Tsc22d1
mm10_Coa5
mm10_Rpl21
mm10_Bicc1
mm10_Trappc2l
mm10_Rps18
mm10_Eif3h
mm10_Gdi2
hg19_SEPW1
hg19_CTSA
hg19_ECD
hg19_PTTG1
hg19_NDUFB4
mm10_Rpl32
hg19_HNRNPH1
mm10_Fbxw17
hg19_KPNA2
hg19_TMEM183A
mm10_Txnl4a
hg19_RPS29
hg19_IRAK1
mm10_Adgrg1
mm10_Dnajc25
hg19_ITGA5
mm10_Incenp
mm10_Ago1
mm10_Psma7
mm10_Clic4
mm10_Xpc
mm10_Tmbim6
hg19_NPIPA1
mm10_Tmcc1
mm10_Fbxo3
hg19_HNRNPA3
mm10_Rpl27
hg19_PKM
mm10_Pdk2
hg19_PXDN
hg19_ATP5B
hg19_PIN4
mm10_Ndufa4
hg19_MUTYH
hg19_DDX21
hg19_JTB
mm10_Hadh
hg19_RPS27
mm10_Homer3
mm10_Fig4
mm10_Tulp4
mm10_Ppia
mm10_Ybx3
mm10_Taf7
mm10_Amdhd2
hg19_SOD2
hg19_TMEM184B
mm10_Slc9a1
hg19_ITM2B
hg19_ZNF326
mm10_Rpl24
mm10_Fancl
mm10_Lum
hg19_LARP4
hg19_TFB1M
mm10_Rsrc1
mm10_Ik
hg19_UCHL1
mm10_Psmb1
mm10_Pgam1
hg19_SEC61G
mm10_Prdx3
hg19_PTCD3
mm10_Prrc2c
mm10_Ckap4
hg19_H2AFY
mm10_Plpp5
hg19_RPL6
hg19_CCNY
mm10_Trps1
hg19_KITLG
hg19_PAXBP1
mm10_H1f0
hg19_SNRPD3
mm10_Natd1
mm10_Snrpb
hg19_ITGB1BP1
mm10_Ppig
hg19_WASF3
hg19_COG3
mm10_Fyn
hg19_EIF1AX
hg19_NSL1
hg19_TRMT6
